title,author,pub_year,venue,abstract
Cranial capacity evolution in Homo erectus and early Homo sapiens,['SR Leigh'],1992,American Journal of Physical Anthropology,"This paper investigates patterns of cranial capacity evolution in Homo erectus, early Homo sapiens, and in regional subsamples of H. erectus. Specifically, models explaining evolution of cranial capacity in these taxa are evaluated with statistical techniques developed for the"
"Direct, maternal, and sibsocial genetic effects on individual and colony traits in an ant",['TA Linksvayer'],2006,Evolution,"When social interactions occur, the phenotype of an individual is influenced directly by its own genes (direct genetic effects) but also indirectly by genes expressed in social partners (indirect genetic effects). Social insect colonies are characterized by extensive behavioral"
"Quantitative genetic models for development, epigenetic selection, and phenotypic evolution","['DE Cowley', 'WR Atchley']",1992,Evolution,"Herein we describe a general multivariate quantitative genetic model that incorporates two potentially important developmental phenomena, maternal effects and epigenetic effects. Maternal and epigenetic effects are defined as partial regression coefficients and phenotypic"
Genetics of dispersal,"['M Saastamoinen', 'G Bocedi', 'J Cote']",2018,Biological …,"Dispersal is a process of central importance for the ecological and evolutionary dynamics of populations and communities, because of its diverse consequences for gene flow and demography. It is subject to evolutionary change, which begs the question, what is the"
Genetic and developmental aspects of variability in the mammalian mandible,['WR Atchley'],1993,The skull,INTRODUCTION the vertebrate craniomandibular region is a complex morphogenetic structure whose origin and patterns of evolutionary diversification are of interest to a broad spectrum of biologists and clinicians (reviews in Crompton 1963; Wood 1965; Hall 1978;
Evolution and genetics of life histories,"['H Dingle', 'JP Hegmann']",1982,NA,"This volume is the result of a symposium entitled"" Variation in Life Histories: Genetics and Evolutionary Processes"" sponsored by the Program in Evolutionary Ecology and Behavior ofthe University of Iowa and held in Iowa City on October 13 and 14, 1980. Prompted by"
"Evolutionary insights into global patterns of human cranial diversity: population history, climatic and dietary effects",['N von Cramon-Taubadel'],2014,J. Anthropol. Sci,"The study of cranial variation has a long, and somewhat difficult, history within anthropology. Much of this difficulty is rooted in the historical use of craniometric data to justify essentialist typological racial classification schemes. In the post-war era of the 'New Physical"
Adaptive dynamics for physiologically structured population models,"['M Durinx', 'JAJH Metz', 'G Meszéna']",2008,Journal of mathematical biology,"We develop a systematic toolbox for analyzing the adaptive dynamics of multidimensional traits in physiologically structured population models with point equilibria (sensu Dieckmann et al. in Theor. Popul. Biol. 63: 309–338, 2003). Firstly, we show how the canonical equation"
The evolution of trade‐offs: testing predictions on response to selection and environmental variation,"['DA Roff', 'S Mostowy', 'DJ Fairbairn']",2002,Evolution,"The concept of phenotypic trade‐offs is a central element in evolutionary theory. In general, phenotypic models assume a fixed trade‐off function, whereas quantitative genetic theory predicts that the trade‐off function will change as a result of selection. For a linear trade‐off"
Heterochrony in primates,['BT Shea'],1988,Heterochrony in evolution,"Until recently the study of heterochrony in primate evolution has focused primarily on arguments concerning human neoteny. Swiss zoologist Julius Kollman (1905), who introduced the term neoteny in the late 1800s, suggested that early humans could be traced"
DIRECT AND CORRELATED RESPONSES TO SELECTION AMONG LIFE‐HISTORY TRAITS IN MILKWEED BUGS (ONCOPELTUS FASCIATUS),"['JO Palmer', 'H Dingle']",1986,Evolution,"Offspring‐parent regressions provided initial estimates of heritabilities and genetic correlations among wing length, body length, pronotum width, head‐capsule width, development time, age at first reproduction, and fecundity in an Iowa population of the large"
The influence of body weight on the covariation between reproductive traits in European birds,['BE Sæther'],1987,Oikos,"The relationship between different reproductive traits (clutch size, egg weight, clutch mass, incubation period, time to fledging and age at maturity) and body weight was studied in European birds. Body weights explained a significant proportion of the variance in all the"
Quantitative genetics of behavioural reaction norms: genetic correlations between personality and behavioural plasticity vary across stickleback populations,"['NJ Dingemanse', 'I Barber', 'J Wright']",2012,Journal of evolutionary …,Behavioural ecologists have proposed various evolutionary mechanisms as to why different personality types coexist. Our ability to understand the evolutionary trajectories of personality traits requires insights from the quantitative genetics of behavioural reaction
Genotype to phenotype: physiological control of trait size and scaling in insects,"['DJ Emlen', 'CE Allen']",2003,Integrative and Comparative Biology,"For almost a century, biologists have used trait scaling relationships (bi-variate scatter-plots of trait size versus body size) to characterize phenotypic variation within populations, and to compare animal shape across populations or species. Scaling relationships are a popular"
The primate origins of human nature,['CP Van Schaik'],2016,NA,"The Primate Origins of Human Nature (Volume 3 in The Foundations of Human Biology series) blends several elements from evolutionary biology as applied to primate behavioral ecology and primate psychology, classical physical anthropology and evolutionary"
The great variability and complexity of human vital rates (age-specific,"['J Altmann', 'SC Alberts']",2003,Offspring: Human fertility behavior in …,"0 10 20 30 40 50 60 70 80 90 100 genera are analyzed. Consequently, single species such as humans or baboons represent at most a single point in the analyses. From that coarse perspective, several generalities can be made about the life history traits of various"
Differences in the temporal dynamics of phenotypic selection among fitness components in the wild,"['AM Siepielski', 'JD DiBattista']",2011,Proceedings of the …,"The balance of selection acting through different fitness components (eg fecundity, mating success, survival) determines the potential tempo and trajectory of adaptive evolution. Yet the extent to which the temporal dynamics of phenotypic selection may vary among fitness"
The oogenesis-flight syndrome revisited,"['MA Rankin', 'ML McAnelly', 'JE Bodenhamer']",1986,Insect Flight,"The question of how suites of interrelated characters evolve to produce an optimal life-history strategy is central to the development of life-history theory. Dingle (1985), Lande (1979, 1982), and others have emphasized the need for genetic analysis of such character"
The evolutionary genetics of life histories.,['B Charlesworth'],NA,NA,
Constraints to projecting the effects of climate change on mammals,"['D Berteaux', 'MM Humphries', 'CJ Krebs', 'M Lima']",2006,Climate …,Ecologists are under pressure to anticipate the ecological effects of climate change. Therefore many ecological publications (and most grant proposals) related to climate claim relevance to the projection of future climate change effects. Yet the steps leading from
Ecological and developmental context of natural selection: maternal effects and thermally induced plasticity in the frog Bombina orientalis,"['RH Kaplan', 'PC Phillips']",2006,Evolution,"Variation in fitness generated by differences in functional performance can often be traced to morphological variation among individuals within natural populations. However, morphological variation itself is strongly influenced by environmental factors (eg"
THE HERITABLE BASIS OF VARIATION IN LARVAL DEVELOPMENTAL PATTERNS WITHIN POPULATIONS OF THE WOOD FROG (RANA SYLVATICA),['KA Berven'],1987,Evolution,"This study compares the heritable basis of variation in larval developmental patterns of mountain and lowland populations of the wood frog, Rana sylvatica. Additive genetic variances, heritabilities, and genetic correlations for larval developmental time and size at"
Volatile constituents of four Helichrysum species growing in Greece,"['V Roussis', 'M Tsoukatou', 'PV Petrakis', 'I Chinou']",2000,Biochemical Systematics …,"The essential oils obtained by steam distillation from the aerial parts of 38 populations of four Helichrysum species were analysed by GC-MS. The oil of Helichrysum orientale notably contained four linear hydrocarbons, including nonacosane (11.1%), and also caryophyllene"
"Quantitative genetics of skeletal nonmetric traits in the rhesus macaques on Cayo Santiago. II. Phenotypic, genetic, and environmental correlations between traits","['JM Cheverud', 'JE Buikstra']",1981,American Journal of Physical …,The general lack of phenotypic correlation among skeletal nonmetric traits has been interpreted as indicating a lack of genetic correlation among these traits. Nonmetric traits scored on animals in the skeletal collection of rhesus macaques from Cayo Santiago are
The evolutionary history of Drosophila buzzatii. XX. Positive phenotypic covariance between field adult fitness components and body size,"['M Santos', 'A Ruiz', 'JE Quezada‐Díaz']",1992,Journal of …,"In the cactophilic species Drosphila buzzatii, it is feasible to infer the action of natural selection by simultaneously sampling different life history stages in the field. During four years of research, samples of mating and non‐mating adults and pupae were taken from a"
Cryptic genetic variation and body size evolution in threespine stickleback,"['K McGuigan', 'N Nishimura', 'M Currey']",2011,… Journal of Organic …,"The role of environment as a selective agent is well‐established. Environment might also influence evolution by altering the expression of genetic variation associated with phenotypes under selection. Far less is known about this phenomenon, particularly its"
Epistasis and dominance: evidence for differential effects in life‐history versus morphological traits,"['DA Roff', 'K Emerson']",2006,Evolution,"Dominance and epistatic effects are predicted to be larger in life‐history than in morphological traits. We test these predictions using published results from line cross analyses. We find that dominance is found in more than 95% of traits, regardless of the type"
Molecules versus morphology? Not for the human cranium,"['CC Roseman', 'TD Weaver']",2007,Bioessays,"Evolutionary investigations of human crania typically take a limited view of cranial diversity as they discount the possibility that human cranial variation could simply be due to the effects of random genetic drift, gene flow and mutation in favor of natural selection and"
Influence of plasticity and learning on evolution under directional selection,"['I Paenke', 'B Sendhoff', 'TJ Kawecki']",2007,The American Naturalist,"Phenotypic plasticity and related processes (learning, developmental noise) have been proposed to both accelerate and slow down genetically based evolutionary change. While both views have been supported by various mathematical models and simulations, no"
Viability selection prior to trait expression is an essential component of natural selection,"['JP Mojica', 'JK Kelly']",2010,Proceedings of the Royal Society B …,Natural selection operates throughout the life cycle of an organism. Correlative studies typically fail to consider the effects of viability selection prior to trait expression. A 3-year field experiment on the wildflower Mimulus guttatus demonstrates that this unmeasured
Developmental dynamics and G-matrices: Can morphometric spaces be used to model phenotypic evolution?,['PD Polly'],2008,Evolutionary biology,"Modern morphometrics, especially geometric morphometrics, is a powerful tool for modeling the evolution and development of the phenotype. Complicated morphological transformations can be simulated by using standard evolutionary genetic equations for"
Quantitative genetic analysis of migratory behaviour,"['F Pulido', 'P Berthold']",2003,Avian migration,"Since the very beginning of bird migration research in the early 18th century, a number of intriguing observations have made people doubt whether migration was entirely determined by the environment. For instance, the activity of caged birds deprived of environmental cues"
Testing symmorphosis: does structure match functional requirements?,"['T Garland', 'RB Huey']",1987,Evolution,""" Symmorphosis"" proposes that biological design will be optimized, such that each structural element in a functional chain matches the maximal requirements of the overall functional system. Taylor and Weibel (1981 p. 3) defined this principle"" as a state of structural design"
Quantitative genetics of locomotor speed and endurance in the lizard Lacerta vivipara,"['G Sorci', 'JG Swallow', 'T Garland Jr']",1995,Physiological …,"We used quantitative genetic analyses to test the hypothesis of a trade-of between locomotor speed and endurance in a population of the European lizard Lacerta vivipara, which is the subject of long-term demographic studies. We estimated the heritability of"
QUANTITATIVE GENETICS OF MORPHOLOGICAL DIFFERENTIATION IN PEROMYSCUS. II. ANALYSIS OF SELECTION AND DRIFT,['D Lofsvold'],1988,Evolution,"The hypothesis that the morphological divergence of local populations of Peromyscus is due to random genetic drift was evaluated by testing the proportionality of the among‐locality covariance matrix, L, and the additive genetic covariance matrix, G. Overall, significant"
Homogeneity of the genetic variance‐covariance matrix for antipredator traits in two natural populations of the garter snake Thamnophis ordinoides,['ED Brodie III'],1993,Evolution,Quantitative genetic models of evolution rely on the genetic variance‐covariance matrix to predict the phenotypic response to selection. Both prospective and retrospective studies of phenotypic evolution across generations rely on assumptions about the constancy of
"Interacting evolutionary constraints in pelvic reduction of threespine sticklebacks, Gasterosteus aculeatus (Pisces, Gasterosteidae)",['MA Bell'],1987,Biological Journal of the Linnean Society,"The pelvic girdle of Gasterosteus aculeatus is normally a complex and robust structure that varies moderately among and within populations, but in several populations it occurs as a vestigial series. Based on 14 Recent and fossil populations from North America and"
"Applications of population genetics to animal breeding, from Wright, Fisher and Lush to genomic prediction",['WG Hill'],2014,Genetics,"Although animal breeding was practiced long before the science of genetics and the relevant disciplines of population and quantitative genetics were known, breeding programs have mainly relied on simply selecting and mating the best individuals on their own or"
Comparative patterns of growth and development in cricetine rodents and the evolution of ontogeny,"['GK Creighton', 'RE Strauss']",1986,Evolution,"The quantitative description of growth curves for morphometric traits provides a basis for assessing the ontogenetic patterns underlying differences in morphological structure, as demonstrated with comparisons among neotomine‐peromyscine rodents. Morphometric"
"A comparative study of morphological integration in Apis mellifera (Insecta, Hymenoptera)",['GP Wagner'],1990,Journal of Zoological Systematics and …,"Morphometric correlation matrices from 11 Mediterranean and European honey bee races have been compared. The degree of integration, measured by the eigenvalue variance of the correlation matrix or by Cheverud's index of integration, varies considerably between"
Evolution of genetic integration between dispersal and colonization ability in a bird,"['RA Duckworth', 'LEB Kruuk']",2009,Evolution: International Journal of …,"Discrete behavioral strategies comprise a suite of traits closely integrated in their expression with consistent natural selection for such coexpression leading to developmental and genetic integration of their components. However, behavioral traits are often also selected to"
Divergent patterns of integration and reduced constraint in the human hip and the origins of bipedalism,"['MW Grabowski', 'JD Polk']",2011,… : International Journal of …,"When compared to other hominids—great apes including humans—the human pelvis reveals a fundamental reorganization of bony morphology comprised of multiple trait‐level changes, many of which are associated with bipedal locomotion. Establishing how patterns"
"Bridging the gap between the genotype and the phenotype: linking genetic variation, selection and adaptation in fishes","['KA Naish', 'JJ Hard']",2008,Fish and Fisheries,"One of the most challenging problems in evolutionary biology is linking the evolution of the phenotype with the underlying genotype, because most phenotypes are encoded by many genes that interact with each other and with the environment. Further, many phenotypes are"
On indirect genetic effects in structured populations,"['AF Agrawal', 'ED Brodie III']",2001,The American …,"Indirect genetic effects (IGEs) occur when the phenotype of an individual, and possibly its fitness, depends, at least in part, on the genes of its social partners. The effective result is that environmental sources of phenotypic variance can themselves evolve. Simple models"
Natural selection and the predictability of evolution in Timema stick insects,"['P Nosil', 'R Villoutreix', 'CF de Carvalho', 'TE Farkas']",2018,…,"Predicting evolution remains difficult. We studied the evolution of cryptic body coloration and pattern in a stick insect using 25 years of field data, experiments, and genomics. We found that evolution is more difficult to predict when it involves a balance between multiple"
Genetic correlation between resting metabolic rate and exploratory behaviour in deer mice (Peromyscus maniculatus),"['V Careau', 'D Thomas', 'F Pelletier', 'L Turki']",2011,Journal of …,"According to the 'pace‐of‐life'syndrome hypothesis, differences in resting metabolic rate (RMR) should be genetically associated with exploratory behaviour. A large number of studies reported significant heritability for both RMR and exploratory behaviour, but the"
Genetic correlation between resting metabolic rate and exploratory behaviour in deer mice (Peromyscus maniculatus),"['V Careau', 'D Thomas', 'F Pelletier', 'L Turki']",2011,Journal of …,"According to the 'pace‐of‐life'syndrome hypothesis, differences in resting metabolic rate (RMR) should be genetically associated with exploratory behaviour. A large number of studies reported significant heritability for both RMR and exploratory behaviour, but the"
"Differences in the selection response of serially repeated color pattern characters: standing variation, development, and evolution","['CE Allen', 'P Beldade', 'BJ Zwaan']",2008,BMC Evolutionary Biology,"There is spectacular morphological diversity in nature but lineages typically display a limited range of phenotypes. Because developmental processes generate the phenotypic variation that fuels natural selection, they are a likely source of evolutionary biases, facilitating some"
"Introduction: the evolution of morphology, performance, and fitness","['JG Kingsolver', 'RB Huey']",2003,Integrative and Comparative Biology,"Just as the alchemist yearned for a formula that would turn lead into gold, so the modern biologist longs for a conceptual framework that will make any data set coruscate with revelations. The framework described here falls considerably short of such expectations, but"
QTL architecture of resistance and tolerance traits in Arabidopsis thaliana in natural environments,"['C Weinig', 'JR Stinchcombe', 'J Schmitt']",2003,Molecular Ecology,"Quantitative‐genetic approaches have offered significant insights into phenotypic evolution. However, quantitative‐genetic analyses fail to provide information about the evolutionary relevance of specific loci. One complex and ecologically relevant trait for plants is their"
"The past, present and future of reproductive skew theory and experiments","['P Nonacs', 'R Hager']",2011,Biological Reviews,A major evolutionary question is how reproductive sharing arises in cooperatively breeding species despite the inherent reproductive conflicts in social groups. Reproductive skew theory offers one potential solution: each group member gains or is allotted inclusive fitness
Comparing evolvabilities: common errors surrounding the calculation and use of coefficients of additive genetic variation,"['F Garcia‐Gonzalez', 'LW Simmons']",2012,… Journal of Organic …,"In 1992, David Houle showed that measures of additive genetic variation standardized by the trait mean, CVA (the coefficient of additive genetic variation) and its square (IA), are suitable measures of evolvability. CVA has been used widely to compare patterns of genetic"
The evolution of diversity in brain size,['HJ Jerison'],1979,Development and evolution of brain size: behavioral …,"The size of the brain—its weight or volume—is an extraordinarily useful measure in neurobiology. Other chapters in this volume show many of the ways in which it is useful. In this chapter I will discuss aspects of the “why” of it. There is order even in diversity, a well"
THE GENETIC BASIS OF THE ECOLOGICAL AMPLITUDE OF SPARTINA PATENS. II. VARIANCE AND CORRELATION ANALYSIS,['JA Silander Jr'],1985,Evolution,"Reciprocal transplantations of Spartina patens genotypes from adjacent salt marsh, swale, and dune habitats provided evidence for genetic differentiation among subpopulations, due at least in part to contrasting selection regimes. Genet survival in the different habitats was"
Quantitative genetics of heterochrony,['M Slatkin'],1987,Evolution,"A model of quantitative‐genetic variation in developmental processes is introduced and analyzed. The model is of a bifurcating sequence of events in which traits develop from the same tissue until a transition occurs, after which they develop partially independently"
Uniform selection as a diversifying force in evolution: evidence from Drosophila,"['FM Cohan', 'AA Hoffmann']",1989,The American Naturalist,We have examined whether uniform directional selection enhances genetic divergence among conspecific populations and between sibling species. Selection for increased knockdown resistance to ethanol was imposed on two pairs of sibling species of Drosophila
Nonrandom factors in modern human morphological diversification: a study of craniofacial variation in southern South American populations,"['SI Perez', 'LR Monteiro']",2009,Evolution: International Journal of …,"The causes of craniofacial variation among human populations have been the subject of controversy. In this work, we studied aboriginal populations from southern South America, the last continental region peopled by humans and with a wide range of ecological"
Estimation of quantitative genetic parameters,['R Thompson'],2008,Proceedings of the Royal Society B …,This paper gives a short review of the development of genetic parameter estimation over the last 40 years. The need to analyse genetic processes in both animal selection experiments and animal breeding improvement programmes motivated the majority of this work. The
PLEIOTROPY CAUSES LONG‐TERM GENETIC CONSTRAINTS ON LIFE‐HISTORY EVOLUTION IN BRASSICA RAPA,['T Mitchell‐Olds'],1996,Evolution,"Fundamental, long‐term genetic trade‐offs constrain life‐history evolution in wild crucifer populations. I studied patterns of genetic constraint in Brassica rapa by estimating genetic correlations among life‐history components by quantitative genetic analyses among ten wild"
"Conserved phenotypic variation patterns, evolution along lines of least resistance, and departure due to selection in fossil rodents","['S Renaud', 'JC Auffray', 'J Michaux']",2006,Evolution,"Within a group of organisms, some morphologies are more readily generated than others due to internal developmental constraints. Such constraints can channel evolutionary changes into directions corresponding to the greatest intraspecific variation. Long term"
DO FLORAL PIGMENTATION GENES ALSO INFLUENCE RESISTANCE TO ENEMIES? THE W LOCUS IN IPOMOEA PURPUREA,"['WL Fineblum', 'MD Rausher']",1997,Ecology,Biochemical pathways that produce floral pigments often also produce secondary compounds that are believed to protect plants from natural enemies. Mutations that affect floral pigment patterns are thus also expected to influence the production of compounds
How do species interactions affect evolutionary dynamics across whole communities?,['TG Barraclough'],2015,"Annual Review of Ecology, Evolution, and …",Theories of how species evolve in changing environments mostly consider single species in isolation or pairs of interacting species. Yet all organisms live in diverse communities containing many hundreds of species. This review discusses how species interactions
Oceanic tooth-size variation as a reflection of biological and cultural mixing [and Comments and Reply],"['CL Brace', 'RJ Hinton', 'T Brown', 'RC Green']",1981,Current …,Tooth size in Oceania varies from a minimum equivalent to the figure for the pre-Chinese inhabitants of Taiwan to a maximum equivalent to the figure for large-toothed Australian Aborigines. The minimum figure is found among the easternmost and weternmost
Estimating and testing the shapes of adaptive surfaces: the morphology and pollination of Dalechampia blossoms,['WS Armbruster'],1990,The American Naturalist,"Using form-function relationships estimated from field data, I generated predicted adaptive surfaces indicating the expected relative performance of pollination functions for different combinations of morphological characters of Dalechampia blossoms. Natural populations"
Setting the stage: phenotypic plasticity as habitat selection,['K Donohue'],2003,International Journal of Plant Sciences,"The ability of plants to sense their environment gives them the capacity to respond to it plastically. Plastic responses, in turn, frequently alter the environment that plants experience. Plants can modify the environment they experience through many mechanisms—some"
How do genetic correlations affect species range shifts in a changing environment?,"['A Duputié', 'F Massol', 'I Chuine', 'M Kirkpatrick']",2012,Ecology …,Ecology Letters (2012) Abstract Species may be able to respond to changing environments by a combination of adaptation and migration. We study how adaptation affects range shifts when it involves multiple quantitative traits evolving in response to local selection pressures
The depletion of genetic variance by sexual selection,"['A Van Homrigh', 'M Higgie', 'K McGuigan', 'MW Blows']",2007,Current Biology,"Sexually selected traits display substantial genetic variance 1, 2, in conflict with the expectation that sexual selection will deplete it 3, 4, 5. Condition dependence is thought to resolve this paradox 5, 6, 7, but experimental tests that relate the direction of sexual"
"Evolutionary ecology of birds: life histories, mating systems and extinction","['PM Bennett', 'IPF Owens']",2002,NA,"Evolutionary Ecology of birds : Life histories, mating systems and extinction  New York ; USA  :. Oxford University Press,. 2002. xiii, 278 p. : 23 cm  1.-- Comparative biology of birds. 2.--  Natural selection and diversity in life-histories. 3.-- Sexual selection and diversity in mating"
Environmental variation and selection on performance curves,"['JG Kingsolver', 'R Gomulkiewicz']",2003,Integrative and Comparative …,"Many aspects of physiological and organismal performance vary with some continuous environmental variable: eg, photosynthetic rate as a function of light intensity; growth rate or sprint speed as a function of temperature. For such 'performance curves', the environment"
Evolution of evolvability in a developmental model,"['J Draghi', 'GP Wagner']",2008,Evolution: International Journal of …,"Evolvability, the ability of populations to adapt, can evolve through changes in the mechanisms determining genetic variation and in the processes of development. Here we construct and evolve a simple developmental model in which the pleiotropic effects of genes"
"Evolution of a colour pattern: history, development, and selection","['T Price', 'M Pavelka']",1996,Journal of Evolutionary Biology,"Patterns of melanin pigmentation in birds are extremely varied. Nevertheless it is easy to think of many patterns that are never observed, and others that frequently recur in diverse and distantly related species. Using as our model the avian genus Phylloscopus we ask how"
How repeatable is adaptive evolution? The role of geographical origin and founder effects in laboratory adaptation,"['P Simões', 'J Santos', 'I Fragata']",2008,… Journal of Organic …,"The importance of contingency versus predictability in evolution has been a long‐standing issue, particularly the interaction between genetic background, founder effects, and selection. Here we address experimentally the effects of genetic background and founder"
"Pleiotropy, plasticity, and the evolution of plant abiotic stress tolerance","['DL Des Marais', 'TE Juenger']",2010,Annals of the New …,"Progress in understanding the mechanisms of adaptive plant abiotic stress response has historically come from two separate fields. Molecular biologists employ mutagenic screens, experimental manipulations, and controlled stress treatment to identify genes that, when"
Constraints on the evolution of males and sexual dimorphism: field estimates of genetic architecture of reproductive traits in three populations of gynodioecious …,['TL Ashman'],2003,Evolution,"To understand how genetic constraints may limit the evolution of males and sexual dimorphism in a gynodioecious species, I conducted a quantitative genetic experiment in a gynodioecious wild strawberry, Fragaria virginiana. I estimated and compared genetic"
The distribution of beneficial and fixed mutation fitness effects close to an optimum,"['G Martin', 'T Lenormand']",2008,Genetics,"The distribution of the selection coefficients of beneficial mutations is pivotal to the study of the adaptive process, both at the organismal level (theories of adaptation) and at the gene level (molecular evolution). A now famous result of extreme value theory states that this"
Novelty and “homology-free” morphometrics: what's in a name?,['CP Klingenberg'],2008,Evolutionary Biology,"The field of morphometrics has developed fast over the last two decades. After a ''revolution''that established a new ''synthesis''in morphometric methodology about 15 years ago (Rohlf and Marcus 1993; Bookstein 1996), the focus has recently shifted to applying this"
"The ontogenetic trajectory of the phenotypic covariance matrix, with examples from craniofacial shape in rats and humans","['P Mitteroecker', 'F Bookstein']",2009,Evolution: International Journal of …,Many classic quantitative genetic theories assume the covariance structure among adult phenotypic traits to be relatively static during evolution. But the cross‐sectional covariance matrix arises from the joint variation of a large range of developmental processes and hence
Population differentiation in G matrix structure due to natural selection in Rana temporaria,"['JM Cano', 'A Laurila', 'J Palo', 'J Merilä']",2004,Evolution,"The additive genetic variance‐covariance matrix (G) is a concept central to discussions about evolutionary change over time in a suite of traits. However, at the moment we do not know how fast G itself changes as a consequence of selection or how sensitive it is to"
General methods for evolutionary quantitative genetic inference from generalized mixed models,"['P de Villemereuil', 'H Schielzeth', 'S Nakagawa']",2016,Genetics,"Methods for inference and interpretation of evolutionary quantitative genetic parameters, and for prediction of the response to selection, are best developed for traits with normal distributions. Many traits of evolutionary interest, including many life history and behavioral"
The effect of intraspecific sample size on type I and type II error rates in comparative studies,"['LJ Harmon', 'JB Losos']",2005,Evolution,"Comparative studies have increased greatly in number in recent years due to advances in statistical and phylogenetic methodologies. For these studies, a trade‐off often exists between the number of species that can be included in any given study and the number of"
Interpretation of the results of common principal components analyses,"['D Houle', 'J Mezey', 'P Galpern']",2002,Evolution,"Common principal components (CPC) analysis is a new tool for the comparison of phenotypic and genetic variance‐covariance matrices. CPC was developed as a method of data summarization, but frequently biologists would like to use the method to detect"
Consequences of hierarchical allocation for the evolution of life-history traits,"['AC Worley', 'D Houle', 'SCH Barrett']",2003,The American Naturalist,"Resource allocation within individuals may often be hierarchical, and this may have important effects on genetic correlations and on trait evolution. For example, organisms may divide energy between reproduction and somatic growth and then subdivide reproductive"
Constraints and reinforcement on adaptation under climate change: selection of genetically correlated traits,"['JJ Hellmann', 'M Pineda-Krch']",2007,Biological Conservation,"Our failure to understand or predict evolutionary dynamics under climatic change precludes much conservation planning. Evolution may reduce extinction under global warming, but few studies have explored how genetic covariation, the norm for most quantitative traits, will"
"Evolutionary biology: Brain size, energetics, ecology and life history patterns","['PH Harvey', 'PM Bennett']",1983,Nature,"ONE of the major objectives of igneous petrology is to account for the extraor- dinary diversity  of magmas that erupt on the Earth's surface. Well over fifty years ago petrologists recognised  that, in com- plex multicomponent silicate systems, crystallization from a melt, or partial melting"
Morphological and phylogenetic relations among the Darwin's finches,['D Schluter'],1984,Evolution,"A new measure of morphological distance is used to estimate morphological and phylogenetic relations among the Darwin's finches. The measure, B, is based on a model for multivariate evolution (Lande, 1979), and it estimates the total net force of directional"
Allometry and adaptation of body proportions and stature in African pygmies,"['BT Shea', 'RC Bailey']",1996,… : The Official Publication of the American …,We have analyzed the growth allometry of external body proportions in Efe pygmies from Zaire and combined these data with values from the literature for comparable dimensions in adult pygmies and nonpygmies. We sequentially tested the hypotheses that adult proportion
ENVIRONMENT SPECIFIC PLEIOTROPY FACILITATES DIVERGENCE AT THE ECTODYSPLASIN LOCUS IN THREESPINE STICKLEBACK,"['RDH Barrett', 'SM Rogers']",2009,… : International Journal of …,Adaptive radiation occurs when divergent natural selection in different environments leads to phenotypic differentiation. The pleiotropic effects of underlying genes can either promote or constrain this diversification. Identifying the pleiotropic effects of genes responsible for
GENETICS OF BRASSICA CAMPESTRIS. 1. GENETIC CONSTRAINTS ON EVOLUTION OF LIFE‐HISTORY CHARACTERS,"['LA Dorn', 'T Mitchell‐Olds']",1991,Evolution,"Energy allocation arguments suggest a possible tradeoff between timing and magnitude of reproduction: plants that postpone reproduction may accumulate greater resources and consequently produce more offspring. However, early reproduction may be favored when"
THE RESPONSES OF DROSOPHILA MELANOGASTER TO ARTIFICIAL SELECTION ON BODY WEIGHT AND ITS PHENOTYPIC PLASTICITY IN TWO LARVAL …,"['E Hillesheim', 'SC Stearns']",1991,Evolution,"To investigate the potential response to natural selection of reaction norms for age and size at maturity, fresh body weight at eclosion was mass selected under rich and poor larval food conditions in Drosophila melanogaster. The sensitivity of dry weight at eclosion to the"
Testing evolutionary and dispersion scenarios for the settlement of the New World,"['M Hubbe', 'WA Neves', 'K Harvati']",2010,PLoS One,"Background Discussion surrounding the settlement of the New World has recently gained momentum with advances in molecular biology, archaeology and bioanthropology. Recent evidence from these diverse fields is found to support different colonization scenarios. The"
Predator-induced phenotypic plasticity in metabolism and rate of growth: rapid adaptation to a novel environment,"['CA Handelsman', 'ED Broder', 'CM Dalton']",2013,Integrative and …,"Novel environments often impose directional selection for a new phenotypic optimum. Novel environments, however, can also change the distribution of phenotypes exposed to selection by inducing phenotypic plasticity. Plasticity can produce phenotypes that either"
Effects of migration on the genetic covariance matrix,"['F Guillaume', 'MC Whitlock']",2007,Evolution: International Journal of …,"In 1996, Schluter showed that the direction of morphological divergence of closely related species is biased toward the line of least genetic resistance, represented by gmax, the leading eigenvector of the matrix of genetic variance–covariance (the G‐matrix). G is used to"
Evolution in plant populations as a driver of ecological changes in arthropod communities,"['MTJ Johnson', 'M Vellend']",2009,… Transactions of the …,"Heritable variation in traits can have wide-ranging impacts on species interactions, but the effects that ongoing evolution has on the temporal ecological dynamics of communities are not well understood. Here, we identify three conditions that, if experimentally satisfied"
Sexual selection and the evolution of costly female preferences: spatial effects,['T Day'],2000,Evolution,"Models of Fisher's runaway process show that if there is a cost to female preference, no preference or male trait exaggeration will evolve. Surprisingly, this is true no matter how small the cost, which reveals that these models of Fisher's process are structurally unstable"
"Grade changes in brain–body allometry: morphological and behavioural correlates of brain size in miniature spiders, insects and other invertebrates","['WG Eberhard', 'WT Wcislo']",2011,Advances in insect physiology,"We use a recent wave of data to confirm that Haller's rule of brain–body allometry, for smaller species to have relatively larger brains, holds for invertebrates as well as vertebrates. But different invertebrate taxa fall on several different allometric lines (grades)"
