title,author,pub_year,venue,abstract
A Classical Genetic Solution to Enhance the Biosynthesis of Anticancer Phytochemicals in Andrographis paniculata Nees,"['A Valdiani', 'D Talei', 'SG Tan', 'M Abdul Kadir', 'M Maziah']",2014,PloS one,"Andrographolides, the diterpene lactones, are major bioactive phytochemicals which could be found in different parts of the medicinal herb Andrographis paniculata. A number of such compounds namely andrographolide (AG), neoandrographolide (NAG), and 14-deoxy-11"
Comparing Mutational and Standing Genetic Variability for Fitness and Size in Caenorhabditis briggsae and C. elegans,"['MP Salomon', 'D Ostrow', 'N Phillips', 'D Blanton', 'W Bour']",2009,Genetics,"The genetic variation present in a species depends on the interplay between mutation, population size, and natural selection. At mutation-(purifying) selection balance (MSB) in a large population, the standing genetic variance for a trait (VG) is predicted to be proportional"
Association of single-nucleotide polymorphisms at the Delta locus with genotype by environment interaction for sensory bristle number in Drosophila melanogaster,"['GL Geiger-Thornsberry', 'TFC Mackay']",2002,Genetics Research,The nature of forces maintaining variation for quantitative traits can only be assessed at the level of individual genes affecting variation in the traits. Identification of single-nucleotide polymorphisms (SNPs) associated with variation in Drosophila sensory bristle number at the
Systems-level analysis and evolution of the phototransduction network in Drosophila,"['CR Landry', 'CI Castillo-Davis', 'A Ogura']",2007,Proceedings of the …,"Networks of interacting genes are responsible for generating life9s complexity and for mediating how organisms respond to their environment. Thus, a basic understanding of genetic variation in gene networks in natural populations is important for elucidating how"
Are there species smaller than 1 mm?,"['AG Rossberg', 'T Rogers']",2013,Proceedings of the …,"The rapid advance in genetic sequencing technologies has provided an unprecedented amount of data on the biodiversity of meiofauna. It was hoped that these data would allow the identification and counting of species, distinguished as tight clusters of similar genomes"
Age‐related morphological differentiation among populations of Dactylorhiza traunsteineri (Orchidaceae) in eastern Sweden,['E Andersson'],1995,Nordic Journal of Botany,"Andersson, E. 1995. Age‐related morphological differentiation among populations of Dactylorhiza traunsteineri (Orchidaceae) in eastern Sweden.‐Nord. J. Bot. 15: 127–137. Copenhagen. ISSN 0107–055X. Evolution takes time. It is generally believed that for a given"
Neutral theory and phenotypic evolution,['J Zhang'],2018,Molecular biology and evolution,"Although the neutral theory of molecular evolution was proposed to explain DNA and protein sequence evolution, in principle it could also explain phenotypic evolution. Nevertheless, overall, phenotypes should be less likely than genotypes to evolve neutrally. I propose that"
Rapid decline in fitness of mutation accumulation lines of gonochoristic (outcrossing) Caenorhabditis nematodes,"['CF Baer', 'J Joyner‐Matos', 'D Ostrow']",2010,… Journal of Organic …,"Evolutionary theory predicts that the strength of natural selection to reduce the mutation rate should be stronger in self‐fertilizing than in outcrossing taxa. However, the relative efficacy of selection on mutation rate relative to the many other factors influencing the evolution of"
Unconstrained cranial evolution in Neandertals and modern humans compared to common chimpanzees,"['TD Weaver', 'CB Stringer']",2015,Proceedings of the Royal …,"A variety of lines of evidence support the idea that neutral evolutionary processes (genetic drift, mutation) have been important in generating cranial differences between Neandertals and modern humans. But how do Neandertals and modern humans compare with other"
The evolutionary biology of species,['TG Barraclough'],2019,NA,"'Species' are central to understanding the origin and dynamics of biological diversity; explaining why lineages split into multiple distinct species is one of the main goals of evolutionary biology. However the existence of species is often taken for granted, and"
Gene Action of New Mutations in Arabidopsis thaliana,"['RG Shaw', 'SM Chang']",2006,Genetics,"For a newly arising mutation affecting a trait under selection, its degree of dominance relative to the preexisting allele (s) strongly influences its evolutionary impact. We have estimated dominance parameters for spontaneous mutations in a subset of lines derived"
A mathematical model for long-term patterns of evolution: effects of environmental stability and instability on macroevolutionary patterns and mass extinctions,['S Chiba'],1998,Paleobiology,A simple mathematical model to examine the relationships between environmental instability and long-term macroevolutionary trends is presented. The model investigates the evolutionary changes that occur in certain population characters in an environment with
The lack of mutational variance for fluctuating and directional asymmetry in Drosophila melanogaster,"['JL Monedero', 'D Chavarrias']",1997,Proceedings of the …,"Starting from a completely homozygous population of Drosophila melanogaster, lines were derived and independently maintained by a single brother–sister mating in each generation. Two bilateral traits, sternopleural bristle number and wing length, were individually scored"
Darwinism for the genomic age: connecting mutation to diversification,"['X Hua', 'L Bromham']",2017,Frontiers in genetics,A growing body of evidence suggests that rates of diversification of biological lineages are correlated with differences in genome-wide mutation rate. Given that most research into differential patterns of diversification rate have focused on species traits or ecological
The quantitative genetics of incipient speciation: heritability and genetic correlations of skeletal traits in populations of diverging Favia fragum ecomorphs,"['DB Carlon', 'AF Budd', 'C Lippé']",2011,… : International Journal of …,Recent speciation events provide potential opportunities to understand the microevolution of reproductive isolation. We used a marker‐based approach and a common garden to estimate the additive genetic variation in skeletal traits in a system of two ecomorphs within
Adaptive evolution of molecular phenotypes,"['T Held', 'A Nourmohammad']",2014,Journal of Statistical …,"Molecular phenotypes link genomic information with organismic functions, fitness, and evolution. Quantitative traits are complex phenotypes that depend on multiple genomic loci. In this paper, we study the adaptive evolution of a quantitative trait under time-dependent"
Response to selection from new mutation and effective size of partially inbred populations. II. Experiments with Drosophila melanogaster,"['M Merchante', 'A Caballero', 'C López-Fanjul']",1995,Genetics Research,"Divergent artificial selection for abdominal bristle number in Drosophila melanogaster has been carried out starting from a genetically homogeneous base population. Lines with two different systems of mating, random (P lines) or between full sibs whenever possible (about"
Phylogenetic comparative methods,['LJ Harmon'],2019,NA,"Evolution is happening all around us. In many cases–lately, due to technological advances in molecular biology–scientists can now describe the evolutionary process in exquisite detail. For example, we know exactly which genes change in frequency from one generation"
Evolution of the Mutational Process under Relaxed Selection in Caenorhabditis elegans,"['AS Saxena', 'MP Salomon', 'C Matsuba']",2019,Molecular biology …,"The mutational process varies at many levels, from within genomes to among taxa. Many mechanisms have been linked to variation in mutation, but understanding of the evolution of the mutational process is rudimentary. Physiological condition is often implicated as a"
Mutation Is a Sufficient and Robust Predictor of Genetic Variation for Mitotic Spindle Traits in Caenorhabditis elegans,"['R Farhadifar', 'JM Ponciano', 'EC Andersen']",2016,Genetics,Different types of phenotypic traits consistently exhibit different levels of genetic variation in natural populations. There are two potential explanations: Either mutation produces genetic variation at different rates or natural selection removes or promotes genetic variation at
Mutational variance for pupa weight in Tribolium castaneum,"['FD Enfield', 'O Braskerud']",1989,Theoretical and applied genetics,"Directional selection for heavier pupa weight in Tribolium castaneum was practiced for 18 generations in two replicates of an inbred line, each separately maintained in small population cages for more than 90 generations. Mutational variance was estimated in two"
"The impact of habitat fragmentation on fitness-related traits in a native prairie plant, Chamaecrista fasciculata (Fabaceae)","['C Mannouris', 'DL Byers']",2013,Biological Journal of the Linnean …,Loss and fragmentation of the native prairies in the Midwestern United States have resulted in isolated and smaller habitats and populations. The populations remaining in these prairies are expected to show a decline in the extent of genetic variation and an increase in
The dynamical emergence of biology from physics: branching causation via biomolecules,"['GFR Ellis', 'J Kopel']",2019,Frontiers in physiology,"Biology dffers fundamentally from the physics that underlies it. This paper pro-poses that the essential difference is that while physics at its fundamental level is Hamiltonian, in biology, once life has come into existence, causation of a contextual branching nature occurs at"
Testing the neutral hypothesis of phenotypic evolution,"['WC Ho', 'Y Ohya', 'J Zhang']",2017,Proceedings of the National …,"Although evolution by natural selection is widely regarded as the most important principle of biology, it is unknown whether phenotypic variations within and between species are mostly adaptive or neutral due to the lack of relevant studies of large, unbiased samples of"
Coalescence with background and balancing selection in systems with bi-and uniparental reproduction: contrasting partial asexuality and selfing,"['AF Agrawal', 'M Hartfield']",2016,Genetics,"Uniparental reproduction in diploids, via asexual reproduction or selfing, reduces the independence with which separate loci are transmitted across generations. This is expected to increase the extent to which a neutral marker is affected by selection elsewhere in the"
Distribution of effects of new mutations affecting quantitative traits,['TFC Mackay'],1990,Proc. 4th world congress on genetics applied to …,"Departures from assumptions of additive, symmetrical, normal and nonpleiotropic distributions of effects of mutations affecting quantitative traits are discussed with respect to theoretical models predicting long-term response to directional selection, divergence"
The microevolution of modern human cranial variation: implications for hominin and primate evolution,['N von Cramon-Taubadel'],2014,Annals of human biology,"Context: Reconstructing the evolutionary history of fossil human taxa is heavily reliant on the ability to extract phylogenetic information from patterns of morphological variability. However, attempts to reconstruct phylogenetic relationships from craniodental data in extant"
Sensitivity of quantitative traits to mutational effects and number of loci,"['JG Schraiber', 'MJ Landis']",2015,Theoretical population biology,"When models of quantitative genetic variation are built from population genetic first principles, several assumptions are often made. One of the most important assumptions is that traits are controlled by many genes of small effect. This leads to a prediction of a"
A statistical test of unbiased evolution of body size in birds,['F Bokma'],2002,Evolution,"Of the approximately 9500 bird species, the vast majority is small‐bodied. That is a general feature of evolutionary lineages, also observed for instance in mammals and plants. The avian interspecific body size distribution is right‐skewed even on a logarithmic scale. That"
Mutation and conflicts between artificial and natural selection for quantitative traits,"['WG Hill', 'SH Mbaga']",1998,Genetica,"There is substantial new variation for quantitative traits generated by mutation that can be utilised by artificial selection. With long-term selection, however, response is often attenuated and a selection limit sometimes reached, even though genetic variation is"
"Divergent selection along climatic gradients in a rare central European endemic species, Saxifraga sponhemica","['TJ Walisch', 'G Colling', 'M Bodenseh']",2015,Annals of …,"Background and Aims The effects of habitat fragmentation on quantitative genetic variation in plant populations are still poorly known. Saxifraga sponhemica is a rare endemic of Central Europe with a disjunct distribution, and a stable and specialized habitat of treeless"
Simultaneous Estimation of Additive and Mutational Genetic Variance in an Outbred Population of Drosophila serrata,"['K McGuigan', 'JD Aguirre', 'MW Blows']",2015,Genetics,"How new mutations contribute to genetic variation is a key question in biology. Although the evolutionary fate of an allele is largely determined by its heterozygous effect, most estimates of mutational variance and mutational effects derive from highly inbred lines, where new"
Quantitative genetic architecture at latitudinal range boundaries: reduced variation but higher trait independence,"['A Paccard', 'J Van Buskirk', 'Y Willi']",2016,The American Naturalist,"Species distribution limits are hypothesized to be caused by small population size and limited genetic variation in ecologically relevant traits, but earlier studies have not evaluated genetic variation in multivariate phenotypes. We asked whether populations at the latitudinal"
"Evolutionary mechanisms affecting the multivariate divergence in some Myotis species (Chiroptera, Vespertilionidae)","['I Dzeverin', 'M Ghazali']",2010,Evolutionary Biology,"Phenotypic evolutionary rates were measured for 27 craniometric characters in 12 extant OTUs from the bat genus Myotis (Chiroptera, Vespertilionidae). Squared Mahalanobis distance was used as a multivariate measure for amount of divergence, and squared"
Joint allelic effects on fitness and metric traits,"['K McGuigan', 'MW Blows']",2013,Evolution: International Journal of …,"Theoretical explanations of empirically observed standing genetic variation, mutation, and selection suggest that many alleles must jointly affect fitness and metric traits. However, there are few direct demonstrations of the nature and extent of these pleiotropic"
Differential rates of morphological divergence in birds,['F Bokma'],2004,Journal of evolutionary biology,"There are more small‐bodied bird species than there are large‐bodied, even on a logarithmic scale. In birds this pattern, which is also found in other higher taxa, appears not to be due to neutral evolution. It has often been suggested that the skew of body size"
Modeling the genetic architecture of modern populations,"['ST Sherry', 'MA Batzer']",1998,Annual review of …,"▪ Abstract This article summarizes recent genetic evidence about the population history of our species. There is a congruence of evidence from different systems showing that the genetic effective size of humans is about 10,000 reproducing adults. We discuss how the"
Neutral evolution of cellular phenotypes,"['JG Wideman', 'A Novick', 'SA Muñoz-Gómez']",2019,Current opinion in …,"Eukaryotes exhibit a great diversity of cellular and subcellular morphologies, but their basic underlying architecture is fairly constant. All have a nucleus, Golgi, cytoskeleton, plasma membrane, vesicles, ribosomes, and all known lineages but one have mitochondrion"
"An application of the neutral model to the evolution of tail length in the genus Euplectes (Aves, Ploceidae)",['UM Savalli'],1993,Evolution,"MATERIALS AND METHODS The lengths of the longest retrix, unflattened wing cord, and tarsus length (as described in Pyle etal., 1 987) were measured for specimens of breeding-plumaged males of all species and subspecies of Euplectes available at the National"
"So Far Away, Yet So Close: Strong Genetic Structure in Homonota uruguayensis (Squamata, Phyllodactylidae), a Species with Restricted Geographic …","['JF Felappi', 'RC Vieira', 'NJR Fagundes', 'LV Verrastro']",2015,PloS one,"The Pampas is a biologically rich South American biome, but is poorly represented in phylogeographic studies. While the Pleistocene glacial cycles may have affected the evolutionary history of species distributed in forested biomes, little is known about their"
Brief Communication: Quantitative‐and molecular‐genetic differentiation in humans and chimpanzees: Implications for the evolutionary processes underlying cranial …,['TD Weaver'],2014,American journal of physical anthropology,"Estimates of the amount of genetic differentiation in humans among major geographic regions (eg, Eastern Asia vs. Europe) from quantitative‐genetic analyses of cranial measurements closely match those from classical‐and molecular‐genetic markers"
Regeneration of the variance of metric traits by spontaneous mutation in a Drosophila population,"['C Amador', 'A García-Dorado', 'D Bersabé']",2010,Genetics …,"In the C1 population of Drosophila melanogaster of moderate effective size (≈ 500), which was genetically invariant in its origin, we studied the regeneration by spontaneous mutation of the genetic variance for two metric traits [abdominal (AB) and sternopleural (ST) bristle"
Survival of the simplest in microbial evolution,"['T Held', 'D Klemmer', 'M Lässig']",2019,Nature communications,"The evolution of microbial and viral organisms often generates clonal interference, a mode of competition between genetic clades within a population. Here we show how interference impacts systems biology by constraining genetic and phenotypic complexity. Our analysis"
Conservation genetics of an endangered grassland butterfly (Oarisma poweshiek) reveals historically high gene flow despite recent and rapid range loss,"['EV Saarinen', 'PF Reilly', 'JD Austin']",2016,Insect Conservation and …,"In poorly dispersing species gene flow can be facilitated when suitable habitat is widespread, allowing for increased dispersal between neighbouring locations. The Poweshiek skipperling [Oarisma poweshiek (Parker)], a federally endangered butterfly, has"
Temporal uniformity of the spontaneous mutational variance of quantitative traits in Drosophila melanogaster,"['A GARCÍA-DORADO', 'J FERNÁNDEZ']",2000,Genetics …,"Spontaneous mutations were allowed to accumulate over 209 generations in more than 100 lines, all of them independently derived from a completely homozygous population of Drosophila melanogaster and subsequently maintained under strong inbreeding (equivalent"
Variation in Drosophila sensory bristle number at 'Evolution Canyon',"['RF Lyman', 'E Nevo', 'TFC Mackay']",2002,Genetics Research,"'Evolution Canyon'on Mount Carmel, Israel, displays highly contrasting physical and biotic environments on a micro-geographic scale, and is a natural laboratory for investigating genetic responses to variable and extreme environments across species. Samples of"
Phylogenetic divergence of cell biological features,['M Lynch'],2018,Elife,"Most cellular features have a range of states, but understanding the mechanisms responsible for interspecific divergence is a challenge for evolutionary cell biology. Models are developed for the distribution of mean phenotypes likely to evolve under the joint forces"
Evolution of the cave and surface populations of the amphipod Gammarus minus,['RT Jones'],1990,NA,"Several hypotheses have been used to explain the phenomena of eye reduction among cave animals. The most important of these are: neutral mutations, energy economy, and pleiotropy. In this study I proposed another hypothesis, the neurobiological trade-off"
A quantitative genetic model of group selection,['Y Tanaka'],1996,The American Naturalist,"The dynamics of a finite number of phenotypic characters in a subdivided population, evolving by the combined effects of individual and group selection, is modeled using a quantitative genetic theory. This model of group selection allows prediction of per"
Variability in Phenotypic Covariance Structure of Female Genitalia in the Brachypterous Grasshopper Podisma sapporensis (Orthoptera: Acrididae: Podisminae),"['H Tatsuta', 'S Akimoto']",2000,Annals of the Entomological Society of …,Differences in the geographic patterns of genitalic and nongenitalic morphological characters in Podisma sapporensis (Podisminae) were examined using the hierarchical testing procedure in common principal component analysis. This analysis was used to
System drift and speciation,"['JS Schiffman', 'PL Ralph']",2017,bioRxiv,"Even if a species' phenotype remains unchanged over evolutionary time, the underlying mechanism may have changed, as distinct molecular pathways can realize identical phenotypes. Here we use quantitative genetics and linear system theory to study how a"
"Evolution, developmental instability and the theory of acquisition",['JA Kieser'],1994,Developmental Instability: Its Origins and Evolutionary …,Despite major advances in the study of molecular and morphological evolution a substantial rift still exists between these two fields of endeavour. Phenotypic alteration through evolution results from a reallocation of resources which has as its origin the interplay between the
Rheotactic response of fry from beach-spawning populations of sockeye salmon: evolution after selection is relaxed,"['JE Hensleigh', 'AP Hendry']",1998,Canadian journal of zoology,La réponse rhéotaxique a été quantifiée chez des alevins fraîchement émergés du Saumon rouge (Oncorhynchus nerka) d'une population de plage (Pleasure Point) et chez ceux d'une population d'un tributaire avoisinant (Cedar River). La population de Pleasure Point était
Multivariate phenotypic divergence due to the fixation of beneficial mutations in experimentally evolved lineages of a filamentous fungus,"['SE Schoustra', 'D Punzalan', 'R Dali', 'HD Rundle']",2012,PLoS …,"The potential for evolutionary change is limited by the availability of genetic variation. Mutations are the ultimate source of new alleles, yet there have been few experimental investigations of the role of novel mutations in multivariate phenotypic evolution. Here, we"
Rapid evolution of northeastern coyotes,['J Monzon'],2012,NA,The potential for rapid adaptive evolution is a subject of great interest in evolutionary biology. I took a population genomics approach to study the contemporary evolution of northeastern coyotes (Canis latrans) via hybridization and ecological specialization. I
The effect of soft selection on the variability of a quantitative trait,['A García‐Dorado'],1990,Evolution,"The equilibrium phenotypic variance of a normally distributed quantitative character P under soft selection is studied. This character is assumed to undergo Gaussian stabilizing selection W (p, x)= exp [–(p–x) 2/2w2]. The environmentally determined optimum (x) is a"
Using genomic tools to study regulatory evolution,['Y Gilad'],2012,Evolutionary Genomics,"Differences in gene regulation are thought to play an important role in speciation and adaptation. Comparative genomic studies of gene expression levels have identified a large number of differentially expressed genes among species, and, in a number of cases, also"
"Sexual dimorphism in the cephalothorax of freshwater crabs of genus Aegla Leach from Chile (Decapoda, Anomura, Aeglidae): an interspecific approach based on …","['EM Barría', 'S Santos', 'CG Jara', 'CJ Butler']",2014,Zoomorphology,"Some morphological studies based on the comparisons between two or three species of Aegla indicate that, as an expression of sexual dimorphism, the cephalothorax is longer in males and wider at the posterior end in females. To assess whether this is a general trend"
Evolutionary potential varies across populations and traits in the neotropical oak Quercus oleoides,"['JA Ramírez-Valiente', 'JR Etterson', 'NJ Deacon']",2019,Tree …,"Heritable variation in polygenic (quantitative) traits is critical for adaptive evolution and is especially important in this era of rapid climate change. In this study, we examined the levels of quantitative genetic variation of populations of the tropical tree Quercus oleoides Cham"
Increase in Quantitative Variation After Exposure to Environmental Stresses and/or Introduction of a Major Mutation: G × E Interaction and Epistasis or Canalization?,['XS Zhang'],2008,Genetics,Why does phenotypic variation increase upon exposure of the population to environmental stresses or introduction of a major mutation? It has usually been interpreted as evidence of canalization (or robustness) of the wild-type genotype; but an alternative population genetic
Spontaneous mutation for life-history traits in Drosophila melanogaster,"['C Martorell', 'MA Toro', 'C Gallego']",1998,Mutation and Evolution,"Spontaneous mutations accumulated during 80 generations in 94 lines derived from a completely homozygous population of Drosophila melanogaster, all of them maintained by a single brother-sister mating per generation. Three traits were evaluated: early productivity"
Spontaneous Mutations Decrease Sensitivity of Gene Expression to Random Environmental Variation in Caenorhabditis elegans,"['CF Baer', 'DR Denver']",2010,PloS one,"Background Biological phenotypes are described as “canalized” if they are robust to minor variation of environment and/or genetic background. The existence of a robust phenotype logically implies that some underlying mechanism must be variable, in the sense of “able to"
The stochastic model of non-equilibrium mutagen-induced alterations of DNA: Implication to genetic instability in cancer,"['D Triampo', 'W Triampo', 'IM Tang', 'Y Lenbury']",2007,Biosystems,"Genetic alterations such as point mutations, chromosomal rearrangements, modification of DNA methylation and chromosome aberrations accumulate during the lifetime of an organism. They can be caused by intrinsic errors in the DNA replication and repair as well"
Using geometric morphometric visualizations of directional selection gradients to investigate morphological differentiation,"['TD Weaver', 'P Gunz']",2018,Evolution,"Researchers studying extant and extinct taxa are often interested in identifying the evolutionary processes that have lead to the morphological differences among the taxa. Ideally, one could distinguish the influences of neutral evolutionary processes (genetic drift"
Evolution as a largely autonomous process,['F Bokma'],2015,Macroevolution,"Evolutionary theory has proven generally successful in predicting phenotypic changes over one or a few generations of natural or artificial selection, but fails to predict evolutionary dynamics over longer periods of time, which is a major shortcoming: At longer timescales"
Genetic factors associated with variation in abundance of the invasive yellow crazy ant (Anoplolepis gracilipes),['MAM Gruber'],2012,NA,"A key component of successful invasion is the ability of an introduced population to reach sufficient abundance to persist, spread, and alter or dominate the recipient biological community. Genetic diversity is one of many factors that may contribute to population"
Quantitative Genetics of Life History Microevolution in the Cayo Santiago Rhesus Macaques (Macaca Mulatta).,['GE Blomquist'],2007,NA,"This is a study of the evolutionary genetics of a large colony of free-ranging rhesus macaques on Cayo Santiago, a small island located just off the coast of Puerto Rico. It focuses on documenting genetic and environmental influences on life history variation in"
"Concordance between stabilizing sexual selection, intraspecific variation, and interspecific divergence in Phymata","['D Punzalan', 'L Rowe']",2016,Ecology and evolution,Empirical studies show that lineages typically exhibit long periods of evolutionary stasis and that relative levels of within‐species trait covariance often correlate with the extent of between‐species trait divergence. These observations have been interpreted by some as
The population dynamics of a hybrid zone in the alpine grasshopper Podisma pedestris: An ecological and genetic investigation,['KS Jackson'],1992,NA,This thesis describes ecological and genetic investigations of a hybrid zone between incompatible genotypes in the alpine grasshopper Podisma pedestris. The two races are distinguished by a Robertsonian fusion between the X chromosome and an autosome. The
Evolutionary models of quantitative disease risk factors,"['A Connor', 'KM Weiss', 'SC Weeks']",1993,Human biology,Numerous mutations are now known that have significant effects on various phenotypes; many of these mutations are of interest because they influence quantitative risk factors for major diseases. Such diversity raises the question of how much genetic heterogeneity we
"Multivariate morphometrics, quantitative genetics, and neutral theory: Developing a “modern synthesis” for primate evolutionary morphology",['N von Cramon‐Taubadel'],2019,Evolutionary Anthropology: Issues …,Anthropologists are increasingly turning to explicit model‐bound evolutionary approaches for understanding the morphological diversification of humans and other primate lineages. Such evolutionary morphological analyses rely on three interconnected conceptual
The red death meets the abdominal bristle: Polygenic mutation for susceptibility to a bacterial pathogen in Caenorhabditis elegans,"['V Etienne', 'EC Andersen', 'JM Ponciano', 'D Blanton']",2015,…,"Understanding the genetic basis of susceptibility to pathogens is an important goal of medicine and of evolutionary biology. A key first step toward understanding the genetics and evolution of any phenotypic trait is characterizing the role of mutation. However, the rate at"
Selection and drift determine phenotypic stasis despite genetic divergence,"['F Mallard', 'L Noble', 'T Guzella', 'B Afonso', 'CF Baer']",2019,bioRxiv,"Evolutionary theory suggests that phenotypic stasis is explained by natural selection and genetic drift, or by constraints imposed by mutation and recombination of standing genetic variation. We performed experimental evolution from standing genetic variation with the"
Phenotypic lag and population extinction in the moving-optimum model: insights from a small-jumps limit,"['M Kopp', 'E Nassar', 'E Pardoux']",2018,Journal of mathematical biology,"Continuous environmental change—such as slowly rising temperatures—may create permanent maladaptation of natural populations: Even if a population adapts evolutionarily, its mean phenotype will usually lag behind the phenotype favored in the current"
Transcriptome evolution–much ado about nothing?,['F Rodrıguez-Trelles'],2004,Heredity,"Long-standing questions in evolu-tionary biology are being tackled with help from microarray technologies analyzing the transcriptome, namely the whole set of transcripts and their relative levels of expression in a cell or tissue type under defined conditions. In a"
Rates of cranial evolution in Neandertals and modern humans,['TD Weaver'],2011,Computational paleontology,"Rates of phenotypic evolution have been a persistent interest of paleontologists (eg, Eldredge and Gould 1972; Gingerich 1983; Hunt 2007; Stanley 1985), because of their potential to illuminate the mechanisms that generate or constrain phenotypic diversification"
Relative effects of segregation and recombination on the evolution of sex in finite diploid populations,"['X Jiang', 'S Hu', 'Q Xu', 'Y Chang', 'S Tao']",2013,Heredity,"The mechanism of reproducing more viable offspring in response to selection is a major factor influencing the advantages of sex. In diploids, sexual reproduction combines genotype by recombination and segregation. Theoretical studies of sexual reproduction"
Decoupling the variances of heterosis and inbreeding effects is evidenced in yeast's life-history and proteomic traits,"['M Petrizzelli', 'D de Vienne', 'C Dillmann']",2019,Genetics,"Heterosis (hybrid vigor) and inbreeding depression, commonly considered as corollary phenomena, could nevertheless be decoupled under certain assumptions according to theoretical population genetics works. To explore this issue on real data, we analyzed the"
A neutrality test for continuous characters based on levels of intraspecific variation and interspecific divergence,['AG Clark'],1994,Non-Neutral Evolution,One of the most powerful approaches for inferring the action of evolutionary forces is the comparison of intraspecific nucleotide polymorphism to the divergence between species in DNA sequences. The infinite sites model of neutral molecular evolution provides a well
A genetic model of interpopulation variation and covariation of quantitative characters,['ZB Zeng'],1989,Genetics Research,"Evolutionary consequences of natural selection, migration, genotype–environment interaction, and random genetic drift on interpopulation variation and covariation of quantitative characters are analysed in terms of a selection model that partitions natural"
"Mutation, eugenics, and the boundaries of science",['M Lynch'],2016,Genetics,"In my recent Perspectives article, I reviewed what we know about human mutation rates and their effects, and I highlighted the potential long-term consequences of established goals in human medicine (Lynch 2016). Given the complexity of the personal and societal issues"
Further observations on the evolution of additive genetic variation with mutation,['CC Cockerham'],1994,Theoretical population biology,"Two mutation models, LH by Lynch and Hill and CT by Cockerham and Tachida, utilized for a neutral quantitative character caused by genes with additive effects undergoing mutation and drift, were compared for the genetic variances within, σ w 2, and between, σ b 2"
Stationary frequencies and mixing times for neutral drift processes with spatial structure,"['A McAvoy', 'B Adlam', 'B Allen']",2018,Proceedings of the …,"We study a general setting of neutral evolution in which the population is of finite, constant size and can have spatial structure. Mutation leads to different genetic types (traits), which can be discrete or continuous. Under minimal assumptions, we show that the marginal trait"
Genetic studies of population history and contemporary microevolution in grayling (Thymallus: Salmonidae),['MT Koskinen'],2002,NA,One of the principal aims of population genetics is to quantify the amount of inheritable variation present in nature. Population genetics thereby attempts to shed light on the fundamental question in evolutionary biology: what determines genetic differences between
A mandible arresting system in neotropical social wasps (Vespidae; Polistinae): structural diversity within homogeneous functionality,"['S López-Cubillos', 'CE Sarmiento']",2013,Naturwissenschaften,"Microtrichia are epidermal protuberances that may serve as temporary adhesive devices. Several insects possess these structures; however, they have not previously been reported in social wasps. With scanning electron microscopy, we characterize the shape and"
Pattern and evolution of pleiotropic effects: analysis of QTL data and an epistatic model,['JG Mezey'],2000,NA,"Pleiotropic effects are of interest for modeling change in phenotypic traits. In this thesis, empirical and theoretical approaches are utilized to analyze the distribution of pleiotropic effects that may occur as a result of mutation and to study how pleiotropic effects may"
Fly wing evolution explained by a neutral model with mutational pleiotropy,"['D Jiang', 'J Zhang']",2020,Evolution,"To what extent the speed of mutational production of phenotypic variation determines the rate of long‐term phenotypic evolution is a central question. Houle et al. recently addressed this question by studying the mutational variances, additive genetic variances, and"
Ontogenetic allometry conservatism across five teleost orders,['KM da Silva Alcantara Castro'],2018,Journal of fish …,"Geometric morphometrics were used to analyse ontogenetic trajectories in representatives of the Characiformes, Cichliformes, Cyprinodontiformes, Siluriformes, and Tetraodontiformes. It was not possible to differentiate any allometric growth patterns across"
Evolution of neutral quantitative characters with gene interaction and mutation,"['H Tachida', 'CC Cockerham']",NA,NA,
The genetic architecture of quantitative traits in locally adapted plant ecotypes,['ER Milano'],2015,NA,"Locally adapted ecotypes are a common phenomenon generating plant diversity within species, yet we know surprisingly little about the genetic mechanisms that lead to locally adapted traits. The genetic architecture underlying traits can indicate evolutionary history"
Variance component analysis of bristle characters in local populations of Drosophila melanogaster,"['M Ichinose', 'H Tachida', 'T Mukai']",1992,The Japanese Journal of Genetics,抄録 The genetic variabilities of sternopleural and abdominal bristle numbers existing in local natural populations were assessed. Using second chromosome lines of Drosophila melanogaster extracted from three natural populations in Japan (the Ishigakijima
Population biology and its application to practical problems,"['LW Botsford', 'SK Jain']",1992,Applied population biology,"The principles of population biology have been successfully applied to a wide variety of practical problems. However, there is a widely held view that the practical application of the principles of population biology has often not lived up to its perceived potential. Possible"
Estimators for QST and coalescence times,['TD Weaver'],2016,Ecology and evolution,"Comparisons of to can provide insights into the evolutionary processes that lead to differentiation, or lack thereof, among the phenotypes of different groups (eg, populations, species), and these comparisons have been performed on a variety of taxa, including"
The effects of demography and genetics on the neutral distribution of quantitative traits,['EM Koch'],2019,Genetics,Neutral models for quantitative trait evolution are useful for identifying phenotypes under selection. These models often assume normally distributed phenotypes. This assumption may be violated when a trait is affected by relatively few variants or when the effects of those
Pervasive adaptation of gene expression in Drosophila,"['A Nourmohammad', 'J Rambeau', 'T Held', 'J Berg']",2015,arXiv preprint arXiv …,"Gene expression levels are important molecular quantitative traits that link genotypes to molecular functions and fitness. In Drosophila, population-genetic studies in recent years have revealed substantial adaptive evolution at the genomic level. However, the"
Neutral theory and the evolution of human physical form: An introduction to models and applications,['T Weaver'],2018,J. Anthropol. Sci,"Anthropologists have long been interested in explaining patterns of variation in human physical form, in both present-day and ancient humans. Starting in the 1950s, their explanations became more firmly rooted in evolutionary theory, but they have typically"
