title,author,pub_year,venue,abstract
The correspondence between proximal phalanx morphology and locomotion: implications for inferring the locomotor behavior of fossil catarrhines,['TR Rein'],2011,American journal of physical anthropology,Phalanges are considered to be highly informative in the reconstruction of extinct primate locomotor behavior since these skeletal elements directly interact with the substrate during locomotion. Variation in shaft curvature and relative phalangeal length has been linked to
Evidence of a chimpanzee-sized ancestor of humans but a gibbon-sized ancestor of apes,"['M Grabowski', 'WL Jungers']",2017,Nature communications,"Body mass directly affects how an animal relates to its environment and has a wide range of biological implications. However, little is known about the mass of the last common ancestor (LCA) of humans and chimpanzees, hominids (great apes and humans), or hominoids (all"
Comparative methods for adaptive radiations,"['RP Freckleton', 'M Pagel']",2003,"… . Blackwell Science, Oxford",The rationale for macroecology is that generalization about the factors that determine the ecology of species at a large scale can be achieved by demonstrating relationships or common patterns among key variables across large numbers of species (Brown 1995;
Beyond Brownian motion and the Ornstein-Uhlenbeck process: Stochastic diffusion models for the evolution of quantitative characters,"['SP Blomberg', 'SI Rathnayake']",2020,The American …,"Gaussian processes, such as Brownian motion and the Ornstein-Uhlenbeck process, have been popular models for the evolution of quantitative traits and are widely used in phylogenetic comparative methods. However, they have drawbacks that limit their utility"
Molecular evolution across the Asteraceae: micro-and macroevolutionary processes,"['NC Kane', 'MS Barker', 'SH Zhan']",2011,Molecular biology and …,"The Asteraceae (Compositae) is a large family of over 20,000 wild, weedy, and domesticated species that comprise approximately 10% of all angiosperms, including annual and perennial herbs, shrubs and trees, and species on every continent except"
The multi-peak adaptive landscape of crocodylomorph body size evolution,"['PL Godoy', 'RBJ Benson']",2019,BMC …,"Little is known about the long-term patterns of body size evolution in Crocodylomorpha, the> 200-million-year-old group that includes living crocodylians and their extinct relatives. Extant crocodylians are mostly large-bodied (3–7 m) predators. However, extinct crocodylomorphs"
Venom gland size and venom complexity—essential trophic adaptations of venomous predators: a case study using spiders,"['S Pekár', 'O Bočánek', 'O Michálek', 'L Petráková']",2018,Molecular …,"Specialized predators possess a variety of adaptations. In venomous predators, this may include the size of the venom gland and venom composition. It is expected that due to different foraging strategies, predators with a wide trophic niche (generalists) should"
Brood parasitism and brain size in cuckoos: a cautionary tale on the use of modern comparative methods,['AN Iwaniuk'],2004,International Journal of Comparative Psychology,"Comparative studies have yielded substantial insight into the functional relationships between the brain and behavior in birds. There are, however, important limitations to this method and problems can arise in the interpretation of the results. I use as an example, a"
Increasing the efficiency of MCMC for hierarchical phylogenetic models of categorical traits using reduced mixed models,['JD Hadfield'],2015,Methods in Ecology and Evolution,"Integrating out the random effects in generalised linear mixed models (GLMM) cannot be done analytically unless the response is Gaussian. Many stochastic, deterministic or hybrid algorithms have been developed to perform the integration. With categorical data and probit"
Integration of the mammalian shoulder girdle within populations and over evolutionary time,"['KE Sears', 'C Bianchi', 'L Powers']",2013,Journal of evolutionary …,"Morphological integration has the potential to link morphological variation within populations with morphological evolution among species. This study begins to investigate this link by comparing integration among shoulder girdle elements (eg scapular blade, glenoid"
Losing history: How extinctions prune features from the tree of life,['TJ Davies'],2015,… Transactions of the Royal Society B …,"Biodiversity provides many valuable services to humanity; however, rapid expansion of the human population has placed increasing pressure on natural systems, and it has been suggested that we may be entering a sixth mass extinction. There is an urgent need"
High evolutionary constraints limited adaptive responses to past climate changes in toad skulls,"['MN Simon', 'FA Machado']",2016,Proceedings of the …,"Interactions among traits that build a complex structure may be represented as genetic covariation and correlation. Genetic correlations may act as constraints, deflecting the evolutionary response from the direction of natural selection. We investigated the relative"
"Microevolution Rate, Pattern, Process","['AP Hendry', 'MT Kinnison']",2012,NA,"From guppies to Galapagos finches and from adaptive landscapes to haldanes, this compilation of contributed works provides reviews, perspectives, theoretical models, statistical developments, and empirical demonstrations exploring the tempo and mode of"
Revisiting a key innovation in evolutionary biology: Felsenstein's “phylogenies and the comparative method”,"['RB Huey', 'T Garland Jr', 'M Turelli']",2019,The American Naturalist,"The comparative method has long been a fundamental exploratory tool in evolutionary biology, but this venerable approach was revolutionized in 1985, when Felsenstein published “Phylogenies and the Comparative Method” in The American Naturalist. This"
Is geographic variation within species related to macroevolutionary patterns between species?,"['MC Fisher‐Reid', 'JJ Wiens']",2015,Journal of Evolutionary Biology,The relationship between microevolution and macroevolution is a central topic in evolutionary biology. An aspect of this relationship that remains very poorly studied in modern evolutionary biology is the relationship between within‐species geographic
The phylogenetic component of food web structure and intervality,"['A Eklöf', 'DB Stouffer']",2016,Theoretical ecology,"Despite the exceptional complexity formed by species and their interactions in ecological networks, such as food webs, regularities in the network structures are repeatedly demonstrated. The interactions are determined by the characteristics of a species. The"
Clownfishes evolution below and above the species level,"['J Rolland', 'D Silvestro', 'G Litsios']",2018,Proceedings of the …,The difference between rapid morphological evolutionary changes observed in populations and the long periods of stasis detected in the fossil record has raised a decade-long debate about the exact role played by intraspecific mechanisms at the interspecific level. Although
Phylogenetic comparative methods,['LJ Harmon'],2019,NA,"Evolution is happening all around us. In many cases–lately, due to technological advances in molecular biology–scientists can now describe the evolutionary process in exquisite detail. For example, we know exactly which genes change in frequency from one generation"
Venom of prey‐specialized spiders is more toxic to their preferred prey: A result of prey‐specific toxins,"['S Pekár', 'E Líznarová', 'O Bočánek']",2018,Journal of Animal …,"In specialized predators, a variety of adaptations have evolved to such a level of specificity that they allow very effective exploitation of focal prey. Venom is an essential adaptive trait of predatory venomous species, such as spiders, yet our knowledge of spider venom is"
"Early ontogeny shows the same interspecific variation as natural history parameters in the crested newt (Triturus cristatus superspecies)(Caudata, Salamandridae)","['M Cvijanović', 'A Ivanović', 'NT Kolarov', 'G Džukić']",2009,Contributions to …,"When the phenotypic divergence within a monophyletic group is characterised by parallel variation of different phenotypic traits, it is very likely that the environment through constraints and/or selection has affected the developmental pathways simultaneously. Such"
"A phenotypic point of view of the adaptive radiation of crested newts (Triturus cristatus superspecies, Caudata, Amphibia)","['A Ivanović', 'G Džukić', 'M Kalezić']",2012,International journal of …,"The divergence in phenotype and habitat preference within the crested newt Triturus cristatus superspecies, examined across different ontogenetic stages, provides an excellent setting to explore the pattern of adaptive radiation. The crested newts form a well-supported"
The evolution of CpG density and lifespan in conserved primate and mammalian promoters,"['AT McLain', 'C Faulk']",2018,Aging (Albany NY),"Gene promoters are evolutionarily conserved across holozoans and enriched in CpG sites, the target for DNA methylation. As animals age, the epigenetic pattern of DNA methylation degrades, with highly methylated CpG sites gradually becoming demethylated while CpG"
VirtualCom: A simulation model for eco‐evolutionary community assembly and invasion,"['T Münkemüller', 'L Gallien']",2015,Methods in Ecology and Evolution,"What is the relative importance of environmental filtering and competition in community assembly and invasion? At large spatial scales and for species‐rich systems, this question can be answered by studying functional and phylogenetic diversity patterns. The greater"
Habitat partitioning and morphological differentiation: the Southeast Asian Draco lizards and Caribbean Anolis lizards compared,"['TJ Ord', 'DA Klomp']",2014,Oecologia,Sympatric species that initially overlap in resource use are expected to partition the environment in ways that will minimize interspecific competition. This shift in resource use can in turn prompt evolutionary changes in morphology. A classic example of habitat
Detecting phylogenetic signal in comparative data,"['SP Blomberg', 'AR Ives', 'T Garland']",2001,American Zoologist,"Detecting phylogenetic signal in comparative data. Author: Blomberg, SP. Author: Ives, AR. Author: Garland, T. 2001/12/01."
Diversification of R2R3-MYB transcription factors in the tomato family Solanaceae,"['DJ Gates', 'SR Strickler', 'LA Mueller', 'BJSC Olson']",2016,Journal of molecular …,"MYB transcription factors play an important role in regulating key plant developmental processes involving defense, cell shape, pigmentation, and root formation. Within this gene family, sequences containing an R2R3 MYB domain are the most abundant type and exhibit"
Adaptive evolution of reproductive and vegetative traits driven by breeding systems,"['M Verdú', 'G Gleiser']",2006,New phytologist,"The evolution of inflorescence size, a key trait in reproductive success, was studied in the genus Acer under a perspective of adaptive evolution. Breeding systems, hypothesized to indicate different levels of mating competition, were considered as the selective scenarios"
Species selection and random drift in macroevolution,['LM Chevin'],2016,Evolution,"Species selection resulting from trait‐dependent speciation and extinction is increasingly recognized as an important mechanism of phenotypic macroevolution. However, the recent bloom in statistical methods quantifying this process faces a scarcity of dynamical theory for"
Convergent vessel diameter–stem diameter scaling across five clades of New and Old World eudicots from desert to rain forest,"['ME Olson', 'JA Rosell', 'C León']",2013,… Journal of Plant …,"Premise of research. Variation in average xylem vessel diameter across species has important functional consequences, but the causes of this variation remain unclear. Average vessel diameter is known to scale with stem size within and across species. Vessel diameter"
Leaf reflectance spectra capture the evolutionary history of seed plants,"['JE Meireles', 'J Cavender‐Bares', 'PA Townsend']",2020,New …,"Leaf reflectance spectra have been increasingly used to assess plant diversity. However, we do not yet understand how spectra vary across the tree of life or how the evolution of leaf traits affects the differentiation of spectra among species and lineages. Here we describe a"
Automatic generation of evolutionary hypotheses using mixed Gaussian phylogenetic models,"['V Mitov', 'K Bartoszek', 'T Stadler']",2019,Proceedings of the …,"Phylogenetic comparative methods are widely used to understand and quantify the evolution of phenotypic traits, based on phylogenetic trees and trait measurements of extant species. Such analyses depend crucially on the underlying model. Gaussian phylogenetic"
Modeling body size evolution in Felidae under alternative phylogenetic hypotheses,"['JAF Diniz-Filho', 'JC Nabout']",2009,Genetics and Molecular Biology,"The use of phylogenetic comparative methods in ecological research has advanced during the last twenty years, mainly due to accurate phylogenetic reconstructions based on molecular data and computational and statistical advances. We used phylogenetic"
"Phylogenetic and size constrains on cranial ontogenetic allometry of spiny rats (Echimyidae, Rodentia)","['WC Tavares', 'LM Pessôa']",2016,Journal of Evolutionary …,Analysis of ontogenetic development is crucial for understanding the emergence of phenotypic discrepancies between animal taxa. The study of allometric trajectories within a phylogenetic context is a feasible approach to assess the morphological change across
Phylogenetic ANCOVA: estimating changes in evolutionary rates as well as relationships between traits,"['JA Fuentes-G', 'EA Housworth', 'A Weber']",2016,The American …,We present a new phylogenetic comparative method—phylogenetic analysis of covariance (PANCOVA)—that uses interspecific data and a phylogeny to estimate the effects of major events on both the rate of phenotypic evolution and the association between traits. It could
Phylogenetic ornstein–uhlenbeck regression curves,"['DC Jhwueng', 'V Maroulas']",2014,Statistics & Probability Letters,Regression curves for studying trait relationships are developed herein. The adaptive evolution model is considered as an Ornstein–Uhlenbeck system whose parameters are estimated by a novel engagement of generalized least-squares and optimization. Our
Trait evolution on phylogenetic networks,"['DC Jhwueng', ""BC O'Meara""]",2015,BioRxiv,"Species may evolve on a reticulate network due to hybridization or other gene flow rather than on a strictly bifurcating tree, but comparative methods to deal with trait evolution on a network are lacking. We create such a method, which uses a Brownian motion model. Our"
How repeatable is microevolution on islands? Patterns of dispersal and colonization-related plant traits in a phylogeographical context,"['C García-Verdugo', 'J Caujapé-Castells']",2019,Annals of …,"Background and Aims Archipelagos provide a valuable framework for investigating phenotypic evolution under different levels of geographical isolation. Here, we analysed two co-distributed, widespread plant lineages to examine if incipient island differentiation follows"
Evolution of heterophil/lymphocyte ratios in response to ecological and life‐history traits: A comparative analysis across the avian tree of life,['P Minias'],2019,Journal of Animal Ecology,"Lymphocytes and heterophils are the two most abundant leucocyte types, which play a major role in adaptive and innate immune defence, respectively. The ratio of heterophils to lymphocytes (H/L ratio) may reflect a readiness to cope with infection through injury (via"
Evolution of mitotic spindle behavior during the first asymmetric embryonic division of nematodes,"['AC Valfort', 'C Launay', 'M Sémon', 'M Delattre']",2018,PLoS biology,"Asymmetric cell division is essential to generate cellular diversity. In many animal cells, the cleavage plane lies perpendicular to the mitotic spindle, and it is the spindle positioning that dictates the size of the daughter cells. Although some properties of spindle positioning are"
Greater pollination generalization is not associated with reduced constraints on corolla shape in Antillean plants,"['S Joly', 'F Lambert', 'H Alexandre', 'J Clavel']",2018,…,"Flowers show important structural variation as reproductive organs but the evolutionary forces underlying this diversity are still poorly understood. In animal‐pollinated species, flower shape is strongly fashioned by selection imposed by pollinators, which is expected to"
Spatial pattern and genetic diversity estimates are linked in stochastic models of population differentiation,"['JAF Diniz-Filho', 'MPC Telles']",2000,Genetics and Molecular Biology,"In the present study, we used both simulations and real data set analyses to show that, under stochastic processes of population differentiation, the concepts of spatial heterogeneity and spatial pattern overlap. In these processes, the proportion of variation"
"Adaptation, diversification, and desert ecology of the most diverse order of mammals (Mammalia, Rodentia)",['BH Alhajeri'],2014,NA,"Globally, species diversity is regulated by speciation and extinction, and regionally it is regulated by competition, niche, colonization, emigration, and extinction, and more locally, by environmental tolerance and species interactions which filter out non-adapted species"
The evolutionary relationships of North American Diplous Motschulsky (Coleoptera: Carabidae: Patrobini) inferred from morphological and molecular evidence,"['PE Marek', 'DH Kavanaugh']",2005,Invertebrate Systematics,"Individuals of the ground beetle genus Diplous Motschulsky, 1850 occur in riparian areas predominately throughout boreal North America and Asia. In order to infer the species phylogeny of the North American Diplous, we examined 97 morphological characters (56"
A comparison of ancestral state reconstruction methods for quantitative characters,"['M Royer-Carenzi', 'G Didier']",2016,Journal of theoretical biology,"Choosing an ancestral state reconstruction method among the alternatives available for quantitative characters may be puzzling. We present here a comparison of seven of them, namely the maximum likelihood, restricted maximum likelihood, generalized least squares"
Oxford series in ecology and evolution,"['PH Harvey', 'MD Pagel']",NA,NA,
Геометрическая морфометрия: от теории к практике,"['АГ Васильев', 'ИА Васильева', 'АО Шкурихин']",2018,NA,"В монографии представлено описание традиционных и новых методов в области геометрической морфометрии (ГМ). Книга предназначена для биологов, желающих освоить эти методы самостоятельно, и содержит детальные рекомендации для"
Diversification in evolutionary arenas—Assessment and synthesis,"['NM Nürk', 'HP Linder', 'RE Onstein']",2020,Ecology and …,"Understanding how and why rates of evolutionary diversification vary is a key issue in evolutionary biology, ecology, and biogeography. Evolutionary rates are the net result of interacting processes summarized under concepts such as adaptive radiation and"
"Where does diversity come from? Linking geographical patterns of morphological, genetic, and environmental variation in wall lizards","['A Kaliontzopoulou', 'C Pinho']",2018,BMC …,"Understanding how phenotypic variation scales from individuals, through populations, up to species, and how it relates to genetic and environmental factors, is essential for deciphering the evolutionary mechanisms that drive biodiversity. We used two species of Podarcis wall"
Reliable phylogenetic regressions for multivariate comparative data: illustration with the MANOVA and application to the effect of diet on mandible morphology in …,"['J Clavel', 'H Morlon']",2020,Systematic biology,Understanding what shapes species phenotypes over macroevolutionary timescales from comparative data often requires studying the relationship between phenotypes and putative explanatory factors or testing for differences in phenotypes across species groups. In
Many-to-many mapping of phenotype to performance: an extension of the F-matrix for studying functional complexity,"['PJ Bergmann', 'EJ McElroy']",2014,Evolutionary Biology,"Performance capacity influences ecology, behavior and fitness, and is determined by the underlying phenotype. The phenotype-performance relationship can influence the evolutionary trajectory of an organism. Several types of phenotype-performance"
"Phylogenetic autocorrelation and heritability of geographic range size, shape and position of fiddler crabs, genus Uca (Crustacea, Decapoda)","['JC Nabout', 'LC Terribile', 'LM Bini']",2010,Journal of Zoological …,"The aim of this study was to evaluate the levels of phylogenetic heritability of the geographical range size, shape and position for 88 species of fiddler crabs of the world, using phylogenetic comparative methods and simulation procedures to evaluate their fit to"
Species divergence and phylogenetic variation of ecophysiological traits in lianas and trees,"['RS Rios', 'C Salgado-Luarte', 'E Gianoli']",2014,Plos one,The climbing habit is an evolutionary key innovation in plants because it is associated with enhanced clade diversification. We tested whether patterns of species divergence and variation of three ecophysiological traits that are fundamental for plant adaptation to light
"Comparative morphology of the mandibles of female polistine social wasps (Hymenoptera, Vespidae, Polistinae)","['OT Silveira', 'JNA Santos Jr']",2011,Revista Brasileira de Entomologia,"Comparative morphology of the mandibles of female polistine social wasps (Hymenoptera, Vespidae, Polistinae). Diversity of mandibular forms in female polistines is explored and compared among 116 species of all polistine genera. Inferences about function are made"
Is inaccurate mimicry ancestral to accurate in myrmecomorphic spiders (Araneae)?,['S Pekár'],2014,Biological journal of the Linnean Society,"Batesian mimicry, in which a palatable organism resembles an unpalatable model, is widespread among taxa. Batesian mimics can be classified based on their level of accuracy (inaccurate or accurate). Using data on defensive strategies in more than 1000 species of"
"Phylogenetic, geographical, and temporal analysis of female reproductive trade-offs in Drosophilidae","['WT Starmer', 'M Polak', 'S Pitnick', 'SF McEvey']",2003,Evolutionary …,"The fact that reproductive effort often shows trade-offs with other necessary functions and features of living organisms has been recognized for centuries. Darwin (1872, pg. 142) gives credit to Geoffroy St. Hilaire and Goethe for proposing the law of “Compensation or"
"Interspecific competition affects evolutionary links between cavity nesting, migration and clutch size in O ld W orld flycatchers (M uscicapdae)","['S Barve', 'NA Mason']",2015,Ibis,"The ecology of cavity nesting in passerine birds has been studied extensively, yet there are no phylogenetic comparative studies that quantify differences in life history traits between cavity‐and open‐nesting birds within a passerine family. We test existing hypotheses"
Locomotor function and phylogeny: implications for interpreting the hominoid fossil record,['TR Rein'],2010,NA,"While most researchers agree that Australopithecus afarensis moved bipedally on the ground based on numerous derived traits and preserved footprints, there are opposing views regarding the arboreal locomotor activites of this taxon. This question remains"
Plant DNA‐barcode library and community phylogeny for a semi‐arid East African savanna,"['BA Gill', 'PM Musili', 'S Kurukura']",2019,Molecular ecology …,"Applications of DNA barcoding include identifying species, inferring ecological and evolutionary relationships between species, and DNA metabarcoding. These applications require reference libraries that are not yet available for many taxa and geographic regions"
"The evolution of cercopithecoid locomotion: A morphometric, phylogenetic, and character mapping approach",['AD Gosselin-Ildari'],2013,NA,"Cercopithecoidea is the superfamily within the order Primates representing Old World Monkeys. Cercopithecoids are relatively rare in the fossil record prior to the middle Miocene. However, since the PlioPleistocene, cercopithecoids have undergone a diversification"
Multiple components of phylogenetic non-stationarity in the evolution of brain size in fossil hominins,"['JAF Diniz-Filho', 'L Jardim', 'A Mondanaro', 'P Raia']",2019,Evolutionary Biology,"One outstanding phenotypic character in Homo is its brain evolution. Pagel (Morphology, shape and phylogeny, CRC Press, Boca Raton, 2002) performed a phylogenetic analysis of the evolution of cranial capacity (as a surrogate of brain size) in fossil hominins, finding"
System drift and speciation,"['JS Schiffman', 'PL Ralph']",2017,bioRxiv,"Even if a species' phenotype remains unchanged over evolutionary time, the underlying mechanism may have changed, as distinct molecular pathways can realize identical phenotypes. Here we use quantitative genetics and linear system theory to study how a"
Rates of evolution: a quantitative synthesis,['PD Gingerich'],2019,NA,"How fast is evolution, and why does it matter? The rate of evolution, and whether it is gradual or punctuated, is a hotly debated topic among biologists and paleontologists. This book compiles and compares examples of evolution from laboratory, field, and fossil record"
Effects of an adaptive zone shift on morphological and ecological diversification in terapontid fishes,"['AM Davis', 'PJ Unmack', 'BJ Pusey', 'RG Pearson']",2014,Evolutionary …,A fundamental goal of evolutionary ecology is understanding the processes responsible for contemporary patterns of morphological diversity and species richness. Transitions across the marine–freshwater interface are regarded as key triggers for adaptive radiation of many
Phylogenetic correlograms and the evolution of body size in South American owls (Strigiformes),"['JAF Diniz-Filho', ""CER Sant'Ana""]",2000,Genetics and Molecular Biology,"During the last few years, many models have been proposed to link microevolutionary processes to macroevolutionary patterns, defined by comparative data analysis. Among these, Brownian motion and Ornstein-Uhlenbeck (OU) processes have been used to model"
Bioclimatic niches are conserved and unrelated to pollination syndromes in Antillean Gesneriaceae,"['H Alexandre', 'J Faure', 'S Ginzbarg']",2017,Royal Society open …,"The study of the evolution of abiotic niches can be informative regarding the speciation drivers in a given group. Yet, two factors that could potentially affect niche evolution have seldom been addressed concomitantly, which are biotic interactions and geographical"
Phylogenetic eigenvector regression in paleobiology.,"['JAF Diniz Filho', 'LM Bini', 'M Sakamoto', 'SL Brusatte']",2014,NA,Phylogenetic Eigenvector Regression (PVR) is a fl exible comparative method that allows testing several hypotheses on phylogenetic signal and correlated evolution among traits. Selected phylogenetic eigenvectors extracted from a phylogenetic distance matrix among
A phylogenetic approach to conservation prioritization for Europe's bumblebees (Hymenoptera: Apidae: Bombus),['NJ Vereecken'],2017,Biological Conservation,"Bumblebees are an essential component of our agroecosystems, and their decline represents a major threat for the sexual reproduction—and hence survival—of wild flowers and several important pollinator-dependent crops alike. The EU bumblebee fauna"
Statistical inference of correlated evolution between macroecological variables using phylogenetic eigenvector regression,"['JAF Diniz-Filho', 'ASG Coelho']",2000,Ecologia …,"In this paper, a recently developed method for comparative data analysis, called phylogenetic eigenvector regression (PVR), was applied to macroecological data of five groups of mammals and birds from South America. In these data sets, the relationship"
The biomechanical basis of evolutionary change in a territorial display,"['TJ Ord', 'DC Collar', 'TJ Sanger']",2013,Functional Ecology,"Few studies have examined how the anatomy of an animal signal contributes to, or limits, the evolution of signal differentiation among closely related species. In Anolis lizards, adult males extend a large, conspicuous dewlap as part of a territorial advertisement display"
Physiological constraints on the ecology of activity-limited ectotherms,['AE Sieg'],2010,NA,"Amphibians are declining worldwide at a faster rate than any other vertebrate group and habitat loss due to land-use is a major contributing factor (Wake 1998; Stuart et al. 2004). Particularly in forest ecosystems, amphibians play an important role in terms of their relative"
Modern phylogenetic comparative methods and their application in evolutionary biology: concepts and practice.—edited by László Zsolt Garamszegi,['MW Pennell'],2015,NA,"As a result of the process of descent with modification, closely related species share many traits. Phylogenies thus provide information that not only needs to be considered when making inter-specific comparisons but which also can be leveraged to gain insight into"
Predation risk shapes the degree of placentation in natural populations of live‐bearing fish,"['A Hagmayer', 'AI Furness', 'DN Reznick']",2020,Ecology …,"The placenta is a complex life‐history trait that is ubiquitous across the tree of life. Theory proposes that the placenta evolves in response to high performance‐demanding conditions by shifting maternal investment from pre‐to post‐fertilisation, thereby reducing a female's"
On the effect of asymmetrical trait inheritance on models of trait evolution,"['P Duchen', 'ML Alfaro', 'J Rolland', 'N Salamin']",2021,Systematic …,"Current phylogenetic comparative methods modeling quantitative trait evolution generally assume that, during speciation, phenotypes are inherited identically between the two daughter species. This, however, neglects the fact that species consist of a set of individuals"
Моделирование эволюции бобово-ризобиального симбиоза на повышение функциональной интегрированности партнеров и экологической …,"['НИ Воробьев', 'НА Проворов']",2010,Экологическая генетика,"В результате моделирования коэволюции клубеньковых бактерий и бобовых растений предложен математический критерий (индекс) функциональной интегрированности симбиоза (ФИС), основанный на анализе матриц ковариаций частот генотипов"
Macroevolutionary analyses indicate that repeated adaptive shifts towards predatory diets affect functional diversity in Neotropical cichlids,"['JH Arbour', 'CG Montaña', 'KO Winemiller']",2020,Biological Journal of …,"During adaptive radiation, diversification within clades is limited by adaptation to the available ecological niches, and this may drive patterns of both trait and species diversity. However, adaptation to disparate niches may result in varied impacts on the timing, pattern"
Evolution under stabilizing selection through gene flow,"['K Sznajd-Weron', 'A Pȩkalski']",1998,Physica A: Statistical Mechanics and its …,"A simple dynamic model is constructed to describe evolutionary changes in populations characterized by a single, quantitative character. The populations interact via gene flow under stabilizing selection. Using standard Monte Carlo simulations we find, in agreement"
Compartive Methods,['RH Baker'],2002,Techniques in Molecular Systematics and Evolution,"Over the past ten years the comparative method has taken a central place in evolutionary biology. Following the seminal paper by Felsenstein [1] and the general treatments of Harvey and Pagel [2] and Brooks and McLennan [3], it is now widely recognized that"
Comparative analysis of experimental data,"['RP Freckleton', 'M Rees']",2019,Methods in Ecology and Evolution,"We consider the problem of how to analyse data from experiments conducted on multiple species. This seems to have been largely overlooked in the literature, and we highlight that the use of species as experimental units creates issues for both the design and analysis of"
Area-specific temporal changes of species composition and species-specific range shifts in rocky-shore mollusks associated with warming Kuroshio Current,"['T Kurihara', 'H Takami', 'T Kosuge', 'S Chiba', 'M Iseda']",2011,Marine biology,"Increases of low-latitude species in various sea areas and poleward shifts of ranges of many species have been reported and linked to warming environments. To examine the generality of these trends for mollusks, we conducted 7 quadrat surveys during 1978–2006 on Pacific"
Adaptive trait evolution in random environment,"['DC Jhwueng', 'V Maroulas']",2016,Journal of Applied Statistics,"Current phylogenetic comparative methods generally employ the Ornstein–Uhlenbeck (OU) process for modeling trait evolution. Being able of tracking the optimum of a trait within a group of related species, the OU process provides information about the stabilizing selection"
Diversification on islands: bulimulid land snails of Galápagos,['C Parent'],2008,NA,"Adaptive radiation is one of the main processes involved in the formation of the world's organic diversity. Thus, understanding the processes involved in adaptive radiation becomes a key component of the study of evolutionary biology. The study of adaptive"
Uncoupled evolution of male and female cone sizes in an ancient conifer lineage,"['G Gleiser', 'KL Speziale']",2019,… Journal of Plant …,"Premise of research. Sexual functions in gymnosperms are mostly performed by separate reproductive structures, which largely reduces sexual interference and sets the scene for morphological and functional sexual specialization. The evolutionary trajectories followed by"
Does body size of neotropical ant species influence their recruitment speed?,"['BS Godoy', 'LM Camargos']",2013,Biota Neotropica,"Ants are one of the most important animal groups in tropical forests because of its abundance and number of species. An important characteristic of the group is the eusociality, which allows the occurrence of a recruitment behavior when food resource is"
Ecology and evolution of blood oxygen-carrying capacity in birds,['P Minias'],2020,The American Naturalist,"Blood oxygen-carrying capacity is one of the important determinants of the amount of oxygen supplied to the tissue per unit time and plays a key role in oxidative metabolism. In wild vertebrates, blood oxygen-carrying capacity is most commonly measured with the total"
Phylogenetically weighted regression: A method for modelling non‐stationarity on evolutionary trees,"['TJ Davies', 'J Regetz', 'EM Wolkovich']",2019,Global ecology and …,"Aim Closely related species tend to resemble each other in their morphology and ecology because of shared ancestry. When exploring correlations between species traits, therefore, species cannot be treated as statistically independent. Phylogenetic comparative methods"
"Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus)","['S Valdecantos', 'F Lobo', 'MG Perotti', 'DLM Azócar']",2019,Zoologischer …,"In living organisms with sexual reproduction, the presence of sexual size dimorphism (SSD) is common. The main explanations for this phenomenon are based on sexual selection or the fecundity advantage hypothesis (natural selection). Here, we tested Rensch's rule in"
Song complexity and its evolutionary correlates across a continent-wide radiation of songbirds,['NA Mason'],NA,NA,
Thermal constraints of energy assimilation on geographical ranges among lungless salamanders of North America,"['TA Clay', 'ME Gifford']",2018,Journal of Biogeography,"Aim Understanding biogeographical patterns of variation in distributional ranges of lungless salamanders in North America by examining the relationship between geography, temperature and range. We examined how these patterns fit with Rapoport's rule, that"
An evaluation of the systematic value of skull morphology in the Trimeresurus radiation (Serpentes: Viperidae: Crotalinae) of Asian pitvipers,"['P Guo', 'A Malhotra', 'S Creer']",2009,Journal of Zoological …,"Trimeresurus (in its widest sense) is a very diverse and widespread radiation of Asian pitvipers, which has been subject to numerous taxonomic revisions, some of which have been based on characteristics of the skull. In order to evaluate the taxonomic utility of such"
"Influence of climate, phylogeny, and functional traits on flowering phenology in a subtropical evergreen broad-leaved forest, East China","['X Hu', 'CH Chang-Yang', 'X Mi', 'Y Du']",2015,Biodiversity …,"The flowering phenology of plants is influenced by climatic, phylogenetic and functional constraints. To our knowledge, this is the first study to examine the influence of these three factors on flowering phenology simultaneously. In order to investigate the relative impact of"
Explorando patrones en rasgos macroecológicos utilizando regresión secuencial de autovectores filogenéticos,"['LM Bini', 'F Villalobos', 'JAF Diniz-Filho']",2014,Ecosistemas,"© 2014 Los Autores. Editado por la AEET. [Ecosistemas no se hace responsable del uso indebido  de material sujeto a derecho de autor]  Luis Mauricio Bini1,*, Fabricio Villalobos1, José Alexandre  F. Diniz-Filho1  (1) Departamento de Ecologia, ICB, Universidade Federal de Goiás. CxP"
Uso de técnicas moleculares como herramienta para conservar la diversidad biológica,"['G Zamora-Abrego', 'N Manríquez-Morán']",2013,… molecular aplicada a …,"La biología molecular es un área de la biología que busca explicaciones a las células y organismos en términos de la estructura y función de las moléculas (Maddison, 1996; Becerra y Paredes, 2000; Weaver, 2011). Las moléculas más frecuentemente analizadas"
Selection and drift determine phenotypic stasis despite genetic divergence,"['F Mallard', 'L Noble', 'T Guzella', 'B Afonso', 'CF Baer']",2019,bioRxiv,"Evolutionary theory suggests that phenotypic stasis is explained by natural selection and genetic drift, or by constraints imposed by mutation and recombination of standing genetic variation. We performed experimental evolution from standing genetic variation with the"
Analyzing data with graphs: Metagenomic data and the phylogenetic tree,['E Purdom'],2008,UC Berkeley Statistics Technical Reports,"In biological experiments, researchers often have information in the form of a graph that supplements observed numerical data. Incorporating the knowledge contained in these graphs into an analysis of the numerical data is an important and non trivial task. We look at"
