title,author,pub_year,venue,abstract
Spontaneous mutation rate of modifiers of metabolism in Drosophila.,"['AG Clark', 'L Wang', 'T Hulleberg']",1995,Genetics,A rigorous test of our understanding of evolutionary quantitative genetics would be to predict accurately the equilibrium distribution of a character from empirical estimates of the relevant parameters in a mutation-selection-drift balance model. An aspect of this problem that is
"Male copulatory success: heritability and relationship to mate fecundity in the southern green stinkbug, Nezara viridula (Hemiptera: Pentatomidae)","['DK McLain', 'NB Marsh']",1990,Heredity,"Single male southern green stinkbugs, Nezara viridula, sequestered in mating chambers with six females varied in the number of copulations achieved. Females copulating with relatively successful males were more fecund than females copulating with less successful"
The quantitative genetic basis of sex ratio variation in Nasonia vitripennis: a QTL study,"['BA Pannebakker', 'R Watt', 'SA Knott']",2011,Journal of …,"Our understanding of how natural selection should shape sex allocation is perhaps more developed than for any other trait. However, this understanding is not matched by our knowledge of the genetic basis of sex allocation. Here, we examine the genetic basis of sex"
Quantitative traits in relation to population structure: why and how are they used and what do they imply?,['R Chakraborty'],1990,Human biology,"I describe the basic ingredients of a population structure analysis and the rationale for using polygenic quantitative traits in such analyses. The complexity of inheritance and the population dynamics of quantitative traits, however, imply that inferences regarding"
Pleiotropic model of maintenance of quantitative genetic variation at mutation-selection balance,"['XS Zhang', 'J Wang', 'WG Hill']",2002,Genetics,"A pleiotropic model of maintenance of quantitative genetic variation at mutation-selection balance is investigated. Mutations have effects on a metric trait and deleterious effects on fitness, for which a bivariate gamma distribution is assumed. Equations for calculating the"
Three approaches to trade-offs in life-history evolution,"['MR Rose', 'EW Hutchinson']",1987,Genetic constraints on adaptive evolution,"The problem of trade-offs between characters is in some way relevant to almost every topic in evolutionary biology. Although we wish to address some of the fundamental issues relating to this problem, evidently we cannot discuss all such points of relevance. We will"
Mutation-selection balance and continuum-of-alleles models,['R Bu'],1988,Mathematical biosciences,"A discrete-time model for the evolution of type densities in a haploid population that is governed by mutation and selection is analysed. Important special cases are the classical one-locus multiallele model, models like the stepwise-mutation model, and models with a"
Modes of rapid polygenic adaptation,"['K Jain', 'W Stephan']",2017,Molecular biology and evolution,Many experimental and field studies have shown that adaptation can occur very rapidly. Two qualitatively different modes of fast adaptation have been proposed: selective sweeps wherein large shifts in the allele frequencies occur at a few loci and evolution via small
The quantitative genetic consequences of pleiotropy under stabilizing and directional selection.,"['M Slatkin', 'SA Frank']",1990,Genetics,The independence of two phenotypic characters affected by both pleiotropic and nonpleiotropic mutations is investigated using a generalization of M. Slatkin9s stepwise mutation model of 1987. The model is used to determine whether predictions of either the
An experimental method for evaluating the contribution of deleterious mutations to quantitative trait variation,['JK Kelly'],1999,Genetics Research,"Unconditionally deleterious mutations could be an important source of variation in quantitative traits. Deleterious mutations should be rare (segregating at low frequency in the population) and at least partially recessive. In this paper, I suggest that the contribution of"
Utility of quantitative genetic parameters in character weighting,['HB Shaffer'],1986,Systematic Biology,A fundamental assumption of any phylogenetic analysis is that characters are evolutionarily independent. This suggests the genetic correlation as a potentially useful weighting tool for quantitative characters. The quantitative genetic framework used to measure genetic
The limitations of adaptive dynamics as a model of evolution,"['N Barton', 'J Polechová']",2005,Journal of Evolutionary …,"Adaptive dynamics describes the evolution of an asexual population through the successive substitution of mutations of small effect. Waxman &amp; Gavrilets (2005) give an excellent overview of the method and its applications. In this note, we focus on the plausibility of the"
Evolution of additive and nonadditive genetic variance in development time along a cline in Drosophila serrata,"['CM Sgrò', 'MW Blows']",2003,Evolution,Latitudinal clines provide natural systems that may allow the effect of natural selection on the genetic variance to be determined. Ten clinal populations of Drosophila serrata collected from the eastern coast of Australia were used to examine clinal patterns in the trait mean and
"A diploid"" sexy son"" model","['JW Curtsinger', 'IL Heisler']",1988,The American Naturalist,"The"" sexy son"" hypothesis proposes that female mating preferences have evolved in such a way that in a polygynous mating system some females preferentially mate with males having high attractiveness and low fertility. Kirkpatrick's (1985) analyses of haploid and additive"
"Geographical variation in selection, from phenotypes to molecules",['JK Kelly'],2006,The American Naturalist,Molecular technologies now allow researchers to isolate quantitative trait loci (QTLs) and measure patterns of gene sequence variation within chromosomal regions containing important polymorphisms. I develop a simulation model to investigate gene sequence
Fisher's geometrical model of fitness landscape and variance in fitness within a changing environment,['XS Zhang'],2012,Evolution: International Journal of Organic …,"The fitness of an individual can be simply defined as the number of its offspring in the next generation. However, it is not well understood how selection on the phenotype determines fitness. In accordance with Fisher's fundamental theorem, fitness should have no or very little"
Asymptotics of steady states of a selection–mutation equation for small mutation rate,"['À Calsina', 'S Cuadrado', 'L Desvillettes']",2013,Proceedings of the …,"We consider a selection–mutation equation for the density of individuals with respect to a continuous phenotypic evolutionary trait. We assume that the competition term for an individual with a given trait depends on the traits of all the other individuals, therefore giving"
Hereditarian scientific fallacies,['RC Bailey'],1997,Genetica,"Some have recently declared that a hereditarian or more balanced approach has triumphed over environmentalism as an explanatory tool for variation in the cognitive ability and behaviour of humans. However, the entire debate is constrained by several fallacies"
Testing the rare-alleles model of quantitative variation by artificial selection,['JK Kelly'],2008,Genetica,The rare-alleles model of quantitative variation posits that a common allele (the 'wild-type') and one or more rare alleles segregate at each locus affecting a quantitative trait; a scenario predicted by several distinct evolutionary hypotheses. Single locus arguments suggest that
The maintenance of single-locus polymorphism. IV. Models with mutation from existing alleles.,"['HG Spencer', 'RW Marks']",1992,Genetics,"The ability of viability selection to maintain allelic polymorphism is investigated using a constructionist approach. In extensions to the models we have previously proposed, a population is bombarded with a series of mutations whose fitnesses in conjunction with"
Oligomorphic dynamics for analyzing the quantitative genetics of adaptive speciation,"['A Sasaki', 'U Dieckmann']",2011,Journal of mathematical biology,"Ecological interaction, including competition for resources, often causes frequency-dependent disruptive selection, which, when accompanied by reproductive isolation, may act as driving forces of adaptive speciation. While adaptive dynamics models have added"
Genetic variation of polygenic characters and the evolution of genetic degeneracy,['SA Frank'],2003,Journal of evolutionary biology,The classical model of mutation–selection balance for quantitative characters sums the effects of individual sites to determine overall character value. I develop an alternative version of this classical model in which character value depends on the averaging of the
The nonstationary dynamics of fitness distributions: asexual model with epistasis and standing variation,"['G Martin', 'L Roques']",2016,Genetics,"Various models describe asexual evolution by mutation, selection, and drift. Some focus directly on fitness, typically modeling drift but ignoring or simplifying both epistasis and the distribution of mutation effects (traveling wave models). Others follow the dynamics of"
Excess variants in AFF2 detected by massively parallel sequencing of males with autism spectrum disorder,"['K Mondal', 'D Ramachandran', 'VC Patel']",2012,Human molecular …,"Autism spectrum disorder (ASD) is a heterogeneous disorder with substantial heritability, most of which is unexplained. ASD has a population prevalence of one percent and affects four times as many males as females. Patients with fragile XE (FRAXE) intellectual disability"
Speciation: founder events and their effects on X-linked and autosomal genes,"['MC Whitlock', 'MJ Wade']",1995,The American Naturalist,We analyze the role that random genetic drift and founder events might play in speciation and the evolution of reproductive isolation by examining the relative probabilities that X-linked and autosomal genes affecting reproductive isolation will be involved in a drift
QST < FST As a signature of canalization,"['JB Lamy', 'C Plomion', 'A Kremer', 'S Delzon']",2012,Molecular Ecology,A key aim of evolutionary biology–inferring the action of natural selection on wild species–can be achieved by comparing neutral genetic differentiation between populations (FST) with quantitative genetic variation (QST). Each of the three possible outcomes of
Multiple equilibria and maintenance of additive genetic variance in a model of pleiotropy,"['A Hastings', 'CL Hom']",1990,Evolution,We describe a multilocus model that incorporates pleiotropic stabilizing selection on a large number of characters. We find many different stable equilibria with different levels of polymorphism and additive genetic variability. The results lend support to Wright's concept of
On models of quantitative genetic variability: a stabilizing selection-balance model.,"['LA Zhivotovsky', 'MW Feldman']",1992,Genetics,A model of stabilizing selection on a multilocus character is proposed that allows the maintenance of stable allelic polymorphism and linkage disequilibrium. The model is a generalization of Lerner's model of homeostasis in which heterozygotes are less susceptible
Genetic variation in heterogeneous environments,['P Pamilo'],1988,Annales Zoologici Fennici,The theories on the maintenance of genetic variation in a heterogeneous environment are reviewed. The genetic response of a population to the pattern of the environment can be divided into direct and indirect effects. The direct effects refer to adaptive responses due to
Colony level and within colony level selection in honeybees,['RFA Moritz'],1989,Behavioral Ecology and Sociobiology,"Although honeybee workers are usually infertile, in queenless colonies some workers can develop ovaries and produce offspring. Therefore the classical Darwinian fitness of workers is not zero. Experimental studies in the Cape honey bee (Apis mellifera capensis) reveal a"
Effects of spontaneous mutation accumulation on sex ratio traits in a parasitoid wasp,"['BA Pannebakker', 'DL Halligan']",2008,… Journal of Organic …,"Sex allocation theory has proved extremely successful at predicting when individuals should adjust the sex of their offspring in response to environmental conditions. However, we know rather little about the underlying genetics of sex ratio or how genetic architecture might"
Heritability of size: a positive correlate of multiple fitness components in the southern green stink bug (Hemiptera: Pentatomidae),['DK McLain'],1991,Annals of the Entomological Society of America,"In the southern green stink bug, Nezara viridula (L.), size, measured as the width across the pronotum, was positively correlated with four fitness components: longevity, fecundity, rate of development, and mating success. In addition, earlier studies have shown that size is"
The evolution of thermal sensitivity in changing environments,['GW Gilchrist'],2000,Environmental Stressors and Gene Responses,"Temperature sensitivity is defined as the physiological or behavioral response of an organism to changing temperature conditions. A high degree of temperature sensitivity implies that a small change of temperature causes a dramatic response, whereas a low"
Response of polygenic traits under stabilizing selection and mutation when loci have unequal effects,"['K Jain', 'W Stephan']",2015,"G3: Genes, Genomes, Genetics",We consider an infinitely large population under stabilizing selection and mutation in which the allelic effects determining a polygenic trait vary between loci. We obtain analytical expressions for the stationary genetic variance as a function of the distribution of effects
Small population genetic variability at loci under stabilizing selection,['P Foley'],1992,Evolution,"Genetic variability at a locus under stabilizing selection in a finite population is investigated using analytic methods and computer simulations. Three measures are examined: the number of alleles k, heterozygosity H, and additive genetic variance Vg. A nearly‐neutral"
Punctuated evolution induced by ecological change,['BG Milligan'],1986,The American Naturalist,"Despite the realization that common evolutionary patterns involve rapid morphological change, theoretical discussions of the ecological conditions necessary for such transitions are rare. An understanding of such conditions must be central to a reconciliation of the"
On the standardization of fitness and traits in comparative studies of phenotypic selection,"['SP De Lisle', 'EI Svensson']",2017,Evolution,Comparisons of the strength and form of phenotypic selection among groups provide a powerful approach for testing adaptive hypotheses. A central and largely unaddressed issue is how fitness and phenotypes are standardized in such studies; standardization across or
Complexity matters,['G Wagner'],1998,Science,"Evolutionary biologists have been loosely divided into two camps. One group believes that all characteristics of an organism are equally malleable by evolutionary pressures, with the result that an organism can in theory take any shape. The other camp has the view that there"
Dynamics of genetic variability in two-locus models of stabilizing selection.,"['S Gavrilets', 'A Hastings']",1994,Genetics,"We study a two locus model, with additive contributions to the phenotype, to explore the dynamics of different phenotypic characteristics under stabilizing selection and recombination. We demonstrate that the interaction of selection and recombination results in"
STABILIZING SELECTION DETECTED FOR BRISTLE NUMBER IN DROSOPHILA MELANOGASTER,"['A García‐Dorado', 'JA González']",1996,Evolution,"Stabilizing selection, which favors intermediate phenotypes, is frequently invoked as the selective force maintaining a population's status quo. Two main alternative reasons for stabilizing selection on a quantitative trait are possible:(1) intermediate trait values can be"
A Large Panel of Drosophila simulans Reveals an Abundance of Common Variants,"['SA Signor', 'FN New', 'S Nuzhdin']",2018,Genome biology and evolution,"The rapidly expanding availability of large NGS data sets provides an opportunity to investigate population genetics at an unprecedented scale. Drosophila simulans is the sister species of the model organism Drosophila melanogaster, and is often presumed to share"
Quantitative genetic variability maintained by mutation-stabilizing selection balance: sampling variation and response to subsequent directional selection,"['PD Keightley', 'WG Hill']",1989,Genetics Research,"A model of genetic variation of a quantitative character subject to the simultaneous effects of mutation, selection and drift is investigated. Predictions are obtained for the variance of the genetic variance among independent lines at equilibrium with stabilizing selection. These"
Recent developments in population genetics,"['MT Clegg', 'BK Epperson']",1985,Advances in genetics,Publisher Summary This chapter provides a review of several divergent areas of recent research activity in population genetics to illustrate the span of contemporary research activity in this field. The major goal of experimental population genetics is the description
The distribution of allelic effects under mutation and selection,"['SA Frank', 'M Slatkin']",1990,Genetics Research,"The Price (1970, 1972) equation is applied to the problem of describing the changes in the moments of allelic effects caused by selection, mutation and recombination at loci governing a quantitative genetic character. For comparable assumptions the resulting equations are"
Genetic architecture and selective sweeps after polygenic adaptation to distant trait optima,"['MG Stetter', 'K Thornton', 'J Ross-Ibarra']",2018,PLoS genetics,"Understanding the genetic basis of phenotypic adaptation to changing environments is an essential goal of population and quantitative genetics. While technological advances now allow interrogation of genome-wide genotyping data in large panels, our understanding of"
"Trophallaxis and genetic variance of kin recognition in honey bees, Apis mellifera L.","['RFA Moritz', 'E Hillesheim']",1990,Animal behaviour,Individual honey bee workers were tested in a trophallactic bioassay for their kin discrimination abilities. One bee (the donor) was fed with 20 μl dyed sugar syrup. The donor was placed into a group of six familiar and six unfamiliar workers of various degrees of
Consequences of gene flow in spatially structured populations,['KA Lythgoe'],1997,Genetics Research,"A simple model of migration between two populations, each in a balance between mutation and stabilizing selection on a polygenic trait, is explored. Below a critical migration rate, genetic differences between the two populations can be maintained, even if the populations"
"A model of compound heterozygous, loss-of-function alleles is broadly consistent with observations from complex-disease GWAS datasets","['JS Sanjak', 'AD Long', 'KR Thornton']",2017,PLoS genetics,The genetic component of complex disease risk in humans remains largely unexplained. A corollary is that the allelic spectrum of genetic variants contributing to complex disease risk is unknown. Theoretical models that relate population genetic processes to the maintenance
Correlated evolution of life-history with size at maturity in Daphnia pulicaria: patterns within and between populations,"['CF Baer', 'M Lynch']",2003,Genetics Research,Explaining the repeated evolution of similar sets of traits under similar environmental conditions is an important issue in evolutionary biology. The extreme alternative classes of explanations for correlated suites of traits are optimal adaptation and genetic constraint
Dynamics of infinite populations evolving in a landscape of uni-and bimodal fitness functions,['I Karcz-Duleba'],2001,IEEE transactions on evolutionary computation,It is known that the distribution of a population evolving in a landscape of a single adaptive hill is unimodal and centered at the optimum. Evolution of a population in a landscape of two adaptive hills is a more interesting example with consequences to theoretical interpretations
Quantifying the effects of migration and mutation on adaptation and demography in spatially heterogeneous environments,"['F Débarre', 'O Ronce', 'S Gandon']",2013,Journal of Evolutionary …,"How do mutation and gene flow influence population persistence, niche expansion and local adaptation in spatially heterogeneous environments? In this article, we analyse a demographic and evolutionary model of adaptation to an environment containing two"
Minimum distance estimation of mutational parameters for quantitative traits,"['A Garcia-Dorado', 'JM Marin']",1998,Biometrics,"Individual spontaneous mutations affecting the expression of quantitative traits cannot be systematically identified and, therefore, their effect on the trait cannot be measured. Thus, the rate of occurrence of such mutations and the moments of the probability distribution of"
THE CONTRIBUTION OF SPONTANEOUS MUTATION TO VARIATION IN ENVIRONMENTAL RESPONSES OF ARABIDOPSIS THALIANA: RESPONSES TO LIGHT,"['CM Kavanaugh', 'RG Shaw']",2005,Evolution,"It has been hypothesized that new, spontaneous mutations tend to reduce fitness more severely in more stressful environments. To address this hypothesis, we grew plants representing 20 Arabidopsis thaliana mutationaccumulation (M‐A) lines, advanced to"
Evolutionary predictability in natural populations: Do mating system and nonadditive genetic variance interact to affect heritabilities in Plantago lanceolata?,"['SJ Tonsor', 'CJ Goodnight']",1997,Evolution,Quantitative genetics has been an immensely powerful tool in manipulating the phenotypes of domesticated plants and animals. Much of the predictive power of quantitative genetics depends on the breeder's control over the context in which phenotype and mating are being
Bridging inter-and intraspecific trait evolution with a hierarchical Bayesian approach,"['A Kostikova', 'D Silvestro', 'PB Pearman']",2016,Systematic …,"The evolution of organisms is crucially dependent on the evolution of intraspecific variation. Its interactions with selective agents in the biotic and abiotic environments underlie many processes, such as intraspecific competition, resource partitioning and, eventually, species"
Near-periodic substitution and the genetic variance induced by environmental change,"['Y Bello', 'D Waxman']",2006,Journal of theoretical biology,"We investigate a model that describes the evolution of a diploid sexual population in a changing environment. Individuals have discrete generations and are subject to selection on the phenotypic value of a quantitative trait, which is controlled by a finite number of bialleic"
ANALYSIS OF THE GENETIC STRUCTURE OF LIFE HISTORY OF DROSOPHILA MELANOGASTER USING RECOMBINANT EXTRACTED LINES,"['DM Hughes', 'AG Clark']",1988,Evolution,A model for the evolution of senescence known as “antagonistic pleiotropy” makes the specific prediction that there should be a negative genetic correlation between early‐and late‐age traits associated with fitness. This model has previously been tested by classical
The anomalous effects of biased mutation,"['D Waxman', 'JR Peck']",2003,Genetics,A model is presented in which alleles at a number of loci combine to influence the value of a quantitative trait that is subject to stabilizing selection. Mutations can occur to alleles at the loci under consideration. Some of these mutations will tend to increase the value of the trait
Stochastic evolutionary demography under a fluctuating optimum phenotype,"['LM Chevin', 'O Cotto', 'J Ashander']",2017,The American Naturalist,"Many natural populations exhibit temporal fluctuations in abundance that are consistent with external forcing by a randomly changing environment. As fitness emerges from an interaction between the phenotype and the environment, such demographic fluctuations"
Quantitative traits and population structure: Introduction,"['S Williams-Blangero', 'J Blangero', 'B Towne']",1990,Human biology,"The majority of papers in this issue resulted from a symposium entitled"" Quantitative Traits and Population Structure,"" which was organized for the 1989 meeting of the American Association of Physical Anthropologists. The purpose of this session was to assess current"
Polygenic Mutation in Drosophila melanogaster Mapping Spontaneous Mutations Affecting Sensory Bristle Number,"['TFC Mackay', 'RF Lyman', 'F Lawrence']",2005,Genetics,"Our ability to predict long-term responses to artificial and natural selection, and understand the mechanisms by which naturally occurring variation for quantitative traits is maintained, depends on detailed knowledge of the properties of spontaneous polygenic mutations"
Chromosomal influences on life-history variation along an altitudinal transect in Drosophila robusta,['WJ Etges'],1989,The American Naturalist,"Life-history variation was associated with the inversion polymorphisms on three of five of the chromosomal arms in experimental populations of Drosophila robusta. Karyotypic differences were associated with variation in egg-to-adult developmental time (DEVT), age"
On the difference between mean and optimum of quantitative characters under selection,"['LA Zhivotovsky', 'MW Feldman']",1992,Evolution,"It is widely believed that the evolution of many quantitatively varying traits has been mediated by sta-bilizing selection (Wright, 1931, 1935, 1969; Fisher, 1930; Haldane, 1932; Schmalhausen, 1946; Dobzhansky, 1970). For a trait determined by many genes, the"
Polygenic mutation in Drosophila melanogaster: genotype× environment interaction for spontaneous mutations affecting bristle number,"['TFC Mackay', 'RF Lyman']",1998,Genetica,"A highly inbred line of Drosophila melanogaster was subdivided into replicate sublines that were subsequently maintained independently with 10 pairs of parents per generation. The parents were randomly sampled for 19 'unselected'sublines, and artificially selected for high"
"Genetic and environmental sources of egg size, fecundity and body size in the migrant skipper, Parnara guttata guttata (Lepidoptera: Hesperiidae)","['T Seko', 'T Miyatake', 'S Fujioka', 'F Nakasuji']",2006,Population ecology,"Genetic and environmental sources of egg size, fecundity and body size (forewing length) were examined in the butterfly, Parnara guttata guttata. Phenotypic and genetic correlation and heritability were estimated for these traits under different day-length and temperature"
Genetic variability and phenotypic plasticity in pupal colour and its adaptive significance in the swallowtail butterfly Papilio polyxenes,"['W Hazel', 'R Brandt', 'T Grantham']",1987,Heredity,Genetic variability and phenotypic plasticity have been suggested as mutually exclusive ways by which adaptation to environmental heterogeneity can be accomplished. The genetic and environmental components of variation in the darkness of brown pupae of the
The Joint Effects of Selection and Dominance on the QST − FST Contrast,"['AW Santure', 'J Wang']",2009,Genetics,"Q ST measures the differentiation of quantitative traits between populations. It is often compared to F ST, which measures population differentiation at neutral marker loci due to drift, migration, and mutation. When Q ST is different from F ST, it is usually taken as"
Evaluating rare variants in complex disorders using next-generation sequencing,"['M Ezewudo', 'ME Zwick']",2013,Current psychiatry reports,"Determining the genetic architecture of liability for complex neuropsychiatric disorders like autism spectrum disorders and schizophrenia poses a tremendous challenge for contemporary biomedical research. Here we discuss how genetic studies first tested, and"
Critical Notice: Cycles of contingency–developmental systems and evolution,"['J Griesemer', 'MH Haber', 'G Yamashita', 'L Gannett']",2005,Biology and Philosophy,"The themes, problems and challenges of developmental systems theory as described in Cycles of Contingency are discussed. We argue in favor of a robust approach to philosophical and scientific problems of extended heredity and the integration of behavior"
Gene Action of New Mutations in Arabidopsis thaliana,"['RG Shaw', 'SM Chang']",2006,Genetics,"For a newly arising mutation affecting a trait under selection, its degree of dominance relative to the preexisting allele (s) strongly influences its evolutionary impact. We have estimated dominance parameters for spontaneous mutations in a subset of lines derived"
Plenary address: Conserving adaptive variation in forest ecosystems,['SN Aitken'],1999,Journal of Sustainable Forestry,"The primary goal of in situ gene conservation is to maintain or enhance genetic potential for adaptation to future conditions. Despite increased understanding of theoretical issues surrounding gene conservation, some very basic questions persist about in situ"
"Analysis of a population genetics model with mutation, selection, and pleiotropy","['SN Coppersmith', 'RD Blank', 'LP Kadanoff']",1999,Journal of Statistical Physics,"We investigate a population genetics model introduced by Waxman and Peck (1) incorporating mutation, selection, and pleiotropy (one gene affecting several unrelated traits). The population is infinite, and continuous variation of genotype is allowed"
Quantitative variation in adult size and fecundity of the cotton stainer bug Dysdercus fasciatus,['FK Kasule'],1991,Heredity,"Genetic variation in adult size and fecundity was studied in the cotton stainer bug Dysdercus fasciatus in the laboratory using a split-family, two-environment, half-sib, full-sib design. Groups of siblings were grown in either a benign or a stressful moisture environment. Sib"
Mutation-selection models in population genetics and evolutionary game theory,['R Bürger'],1989,Acta Applicandae Mathematica,"The investigation of models including the effects of selection and mutation has a long history in population genetics, which can be traced back to Fisher, Haldane and Wright. The reason is that selection and nmtation are important forces in evolution. Selection favours an optimal"
Polygenic adaptation to an environmental shift: temporal dynamics of variation under Gaussian stabilizing selection and additive effects on a single trait,['KR Thornton'],2019,Genetics,"Predictions about the effect of natural selection on patterns of linked neutral variation are largely based on models involving the rapid fixation of unconditionally beneficial mutations. However, when phenotypes adapt to a new optimum trait value, the strength of selection on"
A mathematical model for long-term patterns of evolution: effects of environmental stability and instability on macroevolutionary patterns and mass extinctions,['S Chiba'],1998,Paleobiology,A simple mathematical model to examine the relationships between environmental instability and long-term macroevolutionary trends is presented. The model investigates the evolutionary changes that occur in certain population characters in an environment with
Linkage and the maintenance of variation for quantitative traits by mutation–selection balance: an infinitesimal model,['E Santiago'],1998,Genetics Research,"The infinitesimal model is extended to cover linkage in finite populations. General equations to predict the dynamics of the genetic variation under the joint effects of mutation, selection and drift are derived. Under truncation and stabilizing selection, the quadratic equations for"
Evolutionary rescue over a fitness landscape,"['Y Anciaux', 'LM Chevin', 'O Ronce', 'G Martin']",2018,Genetics,Evolutionary rescue describes a situation where adaptive evolution prevents the extinction of a population facing a stressing environment. Models of evolutionary rescue could in principle be used to predict the level of stress beyond which extinction becomes likely for
The two-locus model of Gaussian stabilizing selection,"['M Willensdorfer', 'R Bürger']",2003,Theoretical population biology,"We study the equilibrium structure of a well-known two-locus model in which two diallelic loci contribute additively to a quantitative trait that is under Gaussian stabilizing selection. The population is assumed to be infinitely large, randomly mating, and having discrete"
Pleiotropic stabilizing selection limits the number of polymorphic loci to at most the number of characters.,"['A Hastings', 'CL Hom']",1989,Genetics,"We demonstrate that, in a model incorporating weak Gaussian stabilizing selection on n additively determined characters, at most n loci are polymorphic at a stable equilibrium. The number of characters is defined to be the number of independent components in the"
Darwinism for the genomic age: connecting mutation to diversification,"['X Hua', 'L Bromham']",2017,Frontiers in genetics,A growing body of evidence suggests that rates of diversification of biological lineages are correlated with differences in genome-wide mutation rate. Given that most research into differential patterns of diversification rate have focused on species traits or ecological
Evolutionary history of a dispersal‐associated locus across sympatric and allopatric divergent populations of a wing‐polymorphic beetle across A tlantic E urope,"['SM Van Belleghem', 'D Roelofs']",2015,Molecular ecology,"Studying the evolutionary history of trait divergence, in particular those related to dispersal capacity, is of major interest for the process of local adaptation and metapopulation dynamics. Here, we reconstruct the evolution of different alleles at the nuclear‐encoded"
"Epistasis, pleiotropy, and the mutation load in sexual and asexual populations","['D Roze', 'A Blanckaert']",2014,Evolution,"Mutation may impose a substantial load on populations, which varies according to the reproductive mode of organisms. Over the past years, various authors used adaptive landscape models to predict the long‐term effect of mutation on mean fitness; however"
Variance components of fitness under stabilizing selection,"['H Tachida', 'CC Cockerham']",1988,Genetics Research,"Variance components of fitness under the stabilizing selection scheme of Wright (1935) for metric characters are calculated, extending his original analysis to the case with any number of alleles and multiple characters assuming additivity of gene effects. They are calculated in"
Phylogenetic comparative methods,['LJ Harmon'],2019,NA,"Evolution is happening all around us. In many cases–lately, due to technological advances in molecular biology–scientists can now describe the evolutionary process in exquisite detail. For example, we know exactly which genes change in frequency from one generation"
Nonequivalent loci and the distribution of mutant effects,"['JJ Welch', 'D Waxman']",2002,Genetics,It has been observed repeatedly that the distribution of new mutations of a quantitative trait has a kurtosis (a statistical measure of the distribution's shape) that is systematically larger than that of a normal distribution. Here we suggest that rather than being a property of
"Fitness and the risk of illness and “spectrum disorder” in offspring, parents, and siblings",['KS Kendler'],1986,Behavior genetics,"As shown by Essen-Möller [(1955). Acta Genet. 5: 334–342] and Risch [(1983). Behav. Genet. 13: 441–451], the effect of a disorder on fitness can substantially influence the risk of illness in relatives. This report expands on previous treatments by examining (1) the impact"
A test for selection employing quantitative trait locus and mutation accumulation data,"['DP Rice', 'JP Townsend']",2012,Genetics,"Evolutionary biologists attribute much of the phenotypic diversity observed in nature to the action of natural selection. However, for many phenotypic traits, especially quantitative phenotypic traits, it has been challenging to test for the historical action of selection. An"
Mutational variance for pupa weight in Tribolium castaneum,"['FD Enfield', 'O Braskerud']",1989,Theoretical and applied genetics,"Directional selection for heavier pupa weight in Tribolium castaneum was practiced for 18 generations in two replicates of an inbred line, each separately maintained in small population cages for more than 90 generations. Mutational variance was estimated in two"
"Evolutionary perspectives on polygenic selection, missing heritability, and GWAS",['LH Uricchio'],2020,Human genetics,"Genome-wide association studies (GWAS) have successfully identified many trait-associated variants, but there is still much we do not know about the genetic basis of complex traits. Here, we review recent theoretical and empirical literature regarding"
Polygenic adaptation after a sudden change in environment,"['LK Hayward', 'G Sella']",2021,BioRxiv,"Polygenic adaptation is thought to be ubiquitous, yet remains poorly understood. Here, we model this process analytically, in the plausible setting of a highly polygenic, quantitative trait that experiences a sudden shift in the fitness optimum. We show how the mean"
Theoretical characterization of a model of aragonite crystal orientation in red abalone nacre,"['SN Coppersmith', 'P Gilbert']",2009,Journal of Physics A …,"Nacre, commonly known as mother-of-pearl, is a remarkable biomineral that in red abalone consists of layers of 400 nm thick aragonite crystalline tablets confined by organic matrix sheets, with the [0 0 1] crystal axes of the aragonite tablets oriented to within±12 from the"
The influence of genetic drift and selection on quantitative traits in a plant pathogenic fungus,"['TS Stefansson', 'BA McDonald', 'Y Willi']",2014,PLOS one,"Genetic drift and selection are ubiquitous evolutionary forces acting to shape genetic variation in populations. While their relative importance has been well studied in plants and animals, less is known about their relative importance in fungal pathogens. Because agro"
Molecular clock rates at loci under stabilizing selection,['P Foley'],1987,Proceedings of the National Academy of Sciences,"Under stabilizing selection in a finite population, lambda, the rate of allelic substitutions at a locus is approximately lambda approximately mu (1+ S)-1/2, where mu is the mutation rate. S, the stringency of selection upon new mutants, is defined by S= NVm/Vs, where N is the"
THE BUILD UP OF MUTATION–SELECTION– DRIFT BALANCE IN LABORATORY DROSOPHILA POPULATIONS,"['A García‐Dorado', 'V Avila', 'E Sánchez‐Molano']",2007,…,"The build up of an equilibrium between mutation, selection, and drift in populations of moderate size is an important evolutionary issue, and can be critical in the conservation of endangered populations. We studied this process in two Drosophila melanogaster"
Molecular approaches in natural resource conservation and management,"['JA DeWoody', 'JW Bickham', 'CH Michler', 'KM Nichols']",2010,NA,"Recent advances in molecular genetics and genomics have been embraced by many in natural resource conservation. Today, several major conservation and management journals are now using'genetics' editors to deal solely with the influx of manuscripts that"
Scaling of mutational effects in models for pleiotropy,"['NS Wingreen', 'J Miller', 'EC Cox']",2003,Genetics,"Mutation-selection models provide a framework to relate the parameters of microevolution to properties of populations. Like all models, these must be subject to test and refinement in light of experiments. The standard mutation-selection model assumes that the effects of a"
A simple mathematical model of gradual Darwinian evolution: emergence of a Gaussian trait distribution in adaptation along a fitness gradient,['VN Biktashev'],2014,Journal of mathematical biology,"We consider a simple mathematical model of gradual Darwinian evolution in continuous time and continuous trait space, due to intraspecific competition for common resource in an asexually reproducing population in constant environment, while far from evolutionary stable"
