title,author,pub_year,counts
Genetic interactions in evolutionary processes,['JL Fierst'],2010.0,1
Genetics of local adaptation in Arabidopsis thaliana-seed dormancy as a case study,['I Kronholm'],2010.0,1
Lethal mutagenesis and evolutionary epidemiology,"['G Martin', 'S Gandon']",2010.0,1
Making sense of evolution,"['M Pigliucci', 'J Kaplan']",2010.0,1
Models and methods for analyzing phenotypic evolution in lineages and clades,"['G Hunt', 'MT Carrano']",2010.0,1
Molecular approaches in natural resource conservation and management,"['JA DeWoody', 'JW Bickham', 'CH Michler', 'KM Nichols']",2010.0,1
Nonadaptive processes in primate and human evolution,['EE Harris'],2010.0,1
Phylogenetic comparative approaches for studying niche conservatism,"['N Cooper', 'W Jetz', 'RP Freckleton']",2010.0,1
Rapid decline in fitness of mutation accumulation lines of gonochoristic (outcrossing) Caenorhabditis nematodes,"['CF Baer', 'J Joyner‐Matos', 'D Ostrow']",2010.0,1
Song divergence by sensory drive in Amazonian birds,"['JA Tobias', 'J Aben', 'RT Brumfield']",2010.0,1
Spontaneous Mutations Decrease Sensitivity of Gene Expression to Random Environmental Variation in Caenorhabditis elegans,"['CF Baer', 'DR Denver']",2010.0,1
Stochastic quantization of fields inspired by biological evolution,"['G Bianconi', 'C Rahmede']",2010.0,1
Testing evolutionary and dispersion scenarios for the settlement of the New World,"['M Hubbe', 'WA Neves', 'K Harvati']",2010.0,1
The contribution of recombination to heterozygosity differs among plant evolutionary lineages and life-forms,"['JP Jaramillo-Correa', 'M Verdú']",2010.0,1
The danger of applying the breeder's equation in observational studies of natural populations,"['MB Morrissey', 'LEB Kruuk']",2010.0,1
The maintenance of genetic variation for oviposition rate in two‐spotted spider mites: inferences from artificial selection,"['NSH Tien', 'MW Sabelis', 'M Egas']",2010.0,1
The micro-evolutionary potential of Daphnia magna population exposed to temperature and cadmium stress,"['M Messiaen', 'KAC De Schamphelaere']",2010.0,1
"The paradox of gradualism: phyletic evolution in two lineages of lymnocardiid bivalves (Lake Pannon, central Europe)","['DH Geary', 'G Hunt', 'I Magyar', 'H Schreiber']",2010.0,1
The role of advantageous mutations in enhancing the evolution of a recombination modifier,"['M Hartfield', 'SP Otto', 'PD Keightley']",2010.0,1
The role of food quality in clonal succession in Daphnia: an experimental test,"['T Brzeziński', 'P Dawidowicz', 'E Von Elert']",2010.0,1
The speed of evolution in large asexual populations,"['SC Park', 'D Simon', 'J Krug']",2010.0,1
Thermodynamic properties of finite binary strings,['S Viznyuk'],2010.0,1
Understanding and using quantitative genetic variation,['WG Hill'],2010.0,1
When do adaptive plasticity and genetic evolution prevent extinction of a density‐regulated population?,"['LM Chevin', 'R Lande']",2010.0,1
When does coevolution promote diversification?,"['JB Yoder', 'SL Nuismer']",2010.0,1
When is correlation coevolution?,"['SL Nuismer', 'R Gomulkiewicz']",2010.0,1
A framework for evolutionary systems biology,['L Loewe'],2009.0,1
A quantitative survey of local adaptation and fitness trade-offs,['J Hereford'],2009.0,1
Adaptation to an extraordinary environment by evolution of phenotypic plasticity and genetic assimilation,['R Lande'],2009.0,1
Biodiversidad morfológico-reproductiva y genética del género endémico canario Parolinia Webb (Brassicaceae),['O Fernández-Palacios Acosta'],2009.0,1
Demographic and genetic constraints on evolution,"['R Gomulkiewicz', 'D Houle']",2009.0,1
Demographic factors and genetic variation influence population persistence under environmental change,"['Y Willi', 'AA Hoffmann']",2009.0,1
Effects of epistasis and the evolution of genetic architecture: exact results for a 2-locus model,"['JM Alvarez-Castro', 'M Kopp', 'J Hermisson']",2009.0,1
Evolution of genome-wide gene regulation in the budding yeast cell-division cycle,['DF Simola'],2009.0,1
Evolutionarily stable range limits set by interspecific competition,"['TD Price', 'M Kirkpatrick']",2009.0,1
Evolutionary conservation genetics,['J Höglund'],2009.0,1
"Evolutionary reduction of mutation rates in a multivariate, multilocus model",['L Altenberg'],2009.0,1
Evolutionary significance of phenotypic accommodation in novel environments: an empirical test of the Baldwin effect,['AV Badyaev'],2009.0,1
Evolving gene expression: from G to E to G× E,"['A Hodgins-Davis', 'JP Townsend']",2009.0,1
"Female polymorphisms, sexual conflict and limits to speciation processes in animals","['EI Svensson', 'JK Abbott', 'TP Gosden', 'A Coreau']",2009.0,1
Genetic studies of amyotrophic lateral sclerosis: controversies and perspectives,"['A Beleza-Meireles', 'A Al-Chalabi']",2009.0,1
"Genetic variation, inbreeding and chemical exposure—combined effects in wildlife and critical considerations for ecotoxicology","['AR Brown', 'DJ Hosken', 'F Balloux']",2009.0,1
Geographic patterns of genetic differentiation and plumage colour variation are different in the pied flycatcher (Ficedula hypoleuca),"['PK Lehtonen', 'T Laaksonen', 'AV Artemyev']",2009.0,1
Inbreeding depression varies with investment in sex in a facultative parthenogen,"['CE Cáceres', 'C Hartway']",2009.0,1
Life history trade-offs and response to selection on egg size in the polychaete worm Hydroides elegans,"['CM Miles', 'ML Wayne']",2009.0,1
Live where you thrive: joint evolution of habitat choice and local adaptation facilitates specialization and promotes diversity,"['V Ravigné', 'U Dieckmann']",2009.0,1
Modeling by Nonlinear Differential Equations: Dissipative and Conservative Processes,"['P Phillipson', 'P Schuster']",2009.0,1
Mutation-selection balance with recombination: convergence to equilibrium for polynomial selection costs,"['A Clayton', 'SN Evans']",2009.0,1
Más allá de la Selección Natural,['C Sarmiento'],2009.0,1
Non-neutral theory of biodiversity,"['G Bianconi', 'L Ferretti', 'S Franz']",2009.0,1
"Nucleotide Variation, Linkage Disequilibrium and Founder-Facilitated Speciation in Wild Populations of the Zebra Finch (Taeniopygia guttata)","['CN Balakrishnan', 'SV Edwards']",2009.0,1
Optimization of gene expression by natural selection,"['T Bedford', 'DL Hartl']",2009.0,1
"Patrones ecológicos en poblaciones periféricas de un ave de ecosistemas subdesérticos, el camachuelo trompetero"" bucanetes githagineus""",['R Barrientos Yuste'],2009.0,1
"Patrones ecológicos en poblaciones periféricas de un ave de ecosistemas subdesérticos, el camachuelo trompetero"" bucanetes githagineus""","['RB Yuste', 'AB Alcón', 'FV Hernández']",2009.0,1
Piscivory limits diversification of feeding morphology in centrarchid fishes,"['DC Collar', ""BC O'Meara""]",2009.0,1
Punctuated equilibrium,"['SJ Gould', 'SJ Gould']",2009.0,1
Rates of evolution,['PD Gingerich'],2009.0,1
Sex allocation,['S West'],2009.0,1
Size‐selective fishing gear and life history evolution in the Northeast Arctic cod,"['C Jørgensen', 'B Ernande', 'Ø Fiksen']",2009.0,1
"Snake venomics and antivenomics of Bothrops atrox venoms from Colombia and the Amazon regions of Brazil, Perú and Ecuador suggest the occurrence of …","['V Núñez', 'P Cid', 'L Sanz', 'P De La Torre', 'Y Angulo']",2009.0,1
Spontaneous mutation accumulation studies in evolutionary genetics,"['DL Halligan', 'PD Keightley']",2009.0,1
"The Illinois long-term selection experiment, related studies, and perspectives",['T Rocheford'],2009.0,1
The Joint Effects of Selection and Dominance on the QST − FST Contrast,"['AW Santure', 'J Wang']",2009.0,1
The dynamics of adaptation on correlated fitness landscapes,"['S Kryazhimskiy', 'G Tkačik']",2009.0,1
The evolution of information suppression in communicating robots with conflicting interests,"['S Mitri', 'D Floreano', 'L Keller']",2009.0,1
The genetics of quantitative traits: challenges and prospects,"['TFC Mackay', 'EA Stone', 'JF Ayroles']",2009.0,1
The potential for evolutionary responses to cell-lineage selection on growth form and its plasticity in a red seaweed,"['K Monro', 'AGB Poore']",2009.0,1
The role of ecological feedbacks in the evolution of host defence: what does theory tell us?,"['M Boots', 'A Best', 'MR Miller']",2009.0,1
Timescale hierarchy determines the indirect effects of fluctuating subsidy inputs on in situ resources,"['G Takimoto', 'T Iwata', 'M Murakami']",2009.0,1
A comparative method for studying adaptation to a randomly evolving environment,"['TF Hansen', 'J Pienaar', 'SH Orzack']",2008.0,1
A longitudinal twin study of fears from middle childhood to early adulthood: evidence for a developmentally dynamic genome,"['KS Kendler', 'CO Gardner', 'P Annas']",2008.0,1
Adaptive dynamics for physiologically structured population models,"['M Durinx', 'JAJH Metz', 'G Meszéna']",2008.0,1
Adaptive topography of fluctuating selection in a Mendelian population,['R Lande'],2008.0,1
Adaptive zones and the pinniped ankle: a three-dimensional quantitative analysis of carnivoran tarsal evolution,['PD Polly'],2008.0,1
Analysis of evolutionary processes,"['F Dercole', 'S Rinaldi']",2008.0,1
"Bridging the gap between the genotype and the phenotype: linking genetic variation, selection and adaptation in fishes","['KA Naish', 'JJ Hard']",2008.0,1
Character convergence under competition for nutritionally essential resources,"['JW Fox', 'DA Vasseur']",2008.0,1
Comparative studies of quantitative trait and neutral marker divergence: a meta‐analysis,"['T Leinonen', ""RB O'HARA"", 'JM Cano']",2008.0,1
Daisyworld: A review,"['AJ Wood', 'GJ Ackland', 'JG Dyke']",2008.0,1
Developmental dynamics and G-matrices: Can morphometric spaces be used to model phenotypic evolution?,['PD Polly'],2008.0,1
Evidence and evolution: The logic behind the science,['E Sober'],2008.0,1
"Evolución morfológica asociada al proceso de divergencia entre especies: el cluster Drosophila buzzatii (Diptera, Drosophilidae)",['IM Soto'],2008.0,1
Evolution in random fitness landscapes: the infinite sites model,"['SC Park', 'J Krug']",2008.0,1
Evolution of primate gene expression: drift and corrective sweeps?,"['R Chaix', 'M Somel', 'DP Kreil', 'P Khaitovich', 'GA Lunter']",2008.0,1
Evolution of the genomic rate of recombination in mammals,"['BL Dumont', 'BA Payseur']",2008.0,1
Evolution toward a new adaptive optimum: phenotypic evolution in a fossil stickleback lineage,"['G Hunt', 'MA Bell', 'MP Travis']",2008.0,1
Evolutionary origins of invasive populations,"['CE Lee', 'GW Gelembiuk']",2008.0,1
FITNESS EFFECTS OF MUTATION ACCUMULATION IN A NATURAL OUTBRED POPULATION OF WILD RADISH (RAPHANUS RAPHANISTRUM): COMPARISON …,"['AJ Roles', 'JK Conner']",2008.0,1
Fitness of hatchery‐reared salmonids in the wild,"['H Araki', 'BA Berejikian', 'MJ Ford']",2008.0,1
Genetic analysis of female preference functions as function-valued traits,"['K McGuigan', 'A Van Homrigh']",2008.0,1
Gradual ordering in red abalone nacre,"['P Gilbert', 'RA Metzler', 'D Zhou', 'A Scholl']",2008.0,1
Is evolutionary psychology a metatheory for psychology? A discussion of four major issues in psychology from an evolutionary developmental perspective,"['A Ploeger', 'HLJ van der Maas']",2008.0,1
Long‐term adaptation of epistatic genetic networks,"['R Yukilevich', 'J Lachance', 'F Aoki']",2008.0,1
Maintenance of genetic variation in sexual ornaments: a review of the mechanisms,['J Radwan'],2008.0,1
Measuring and comparing evolvability and constraint in multivariate characters,"['TF Hansen', 'D Houle']",2008.0,1
Microevolutionary support for a developmental hourglass: gene expression patterns shape sequence variation and divergence in Drosophila,"['T Cruickshank', 'MJ Wade']",2008.0,1
Migration load in plants: role of pollen and seed dispersal in heterogeneous landscapes,"['S Lopez', 'F Rousset', 'FH Shaw']",2008.0,1
Multivariate Qst–Fst Comparisons: A Neutrality Test for the Evolution of the G Matrix in Structured Populations,"['G Martin', 'E Chapuis', 'J Goudet']",2008.0,1
Multivariate exponential power distributions as mixtures of normal distributions with Bayesian applications,['E Gómez-Sánchez-Manzano'],2008.0,1
Phylogeny of the Beaked Whale Genus Mesoplodon (Ziphiidae: Cetacea) Revealed by Nuclear Introns: Implications for the Evolution of Male Tusks,"['ML Dalebout', 'D Steel', 'CS Baker']",2008.0,1
Population bottlenecks increase additive genetic variance but do not break a selection limit in rain forest Drosophila,"['B Van Heerwaarden', 'Y Willi', 'TN Kristensen']",2008.0,1
Predictable patterns of disruptive selection in stickleback in postglacial lakes,"['DI Bolnick', 'OL Lau']",2008.0,1
Selective sweep at a quantitative trait locus in the presence of background genetic variation,"['LM Chevin', 'F Hospital']",2008.0,1
Testing quantitative genetic hypotheses about the evolutionary rate matrix for continuous characters,"['LJ Revell', 'LJ Harmon']",2008.0,1
Testing the rare-alleles model of quantitative variation by artificial selection,['JK Kelly'],2008.0,1
The evolutionary biology of human female sexuality,"['R Thornhill', 'SW Gangestad']",2008.0,1
Understanding the evolution and stability of the G‐matrix,"['SJ Arnold', 'R Bürger', 'PA Hohenlohe']",2008.0,1
Understanding the population genetic structure of coastal species (Cakile maritima): seed dispersal and the role of sea currents in determining population structure,"['M Gandour', 'K Hessini', 'C Abdelly']",2008.0,1
イチモンジセセリ Parnara guttata guttata の卵サイズおよびその表現型可塑性の変異に関する研究,['世古智一'],2008.0,1
A general multi-trait-based framework for studying the effects of biodiversity on ecosystem functioning,"['VM Savage', 'CT Webb', 'J Norberg']",2007.0,1
"Adaptive divergence within and between ecotypes of the terrestrial garter snake, Thamnophis elegans, assessed with FST‐QST comparisons","['MK Manier', 'CM Seyler', 'SJ Arnold']",2007.0,1
Applying population‐genetic models in theoretical evolutionary epidemiology,"['T Day', 'S Gandon']",2007.0,1
Competition can maintain genetic but not environmental variance in the presence of stabilizing selection,"['XS Zhang', 'WG Hill']",2007.0,1
Development and Applications of Neutral Models for Evolution of Gene Expression,['M Roßkopf'],2007.0,1
Differential admixture shapes morphological variation among invasive populations of the lizard Anolis sagrei,"['JJ Kolbe', 'A Larson', 'JB Losos']",2007.0,1
Eco‐evolutionary dynamics of communities and ecosystems,"['GF Fussmann', 'M Loreau', 'PA Abrams']",2007.0,1
Evolution of discrete populations and the canonical diffusion of adaptive dynamics,"['N Champagnat', 'A Lambert']",2007.0,1
Expected relative fitness and the adaptive topography of fluctuating selection,['R Lande'],2007.0,1
Genetic isolation of fragmented populations is exacerbated by drift and selection,"['Y Willi', 'J Van Buskirk', 'B Schmid']",2007.0,1
Genetic variability maintained in a finite population due to mutational production of neutral and nearly neutral isoalleles,['M Kimura'],2007.0,1
Independently evolving species in asexual bdelloid rotifers,"['D Fontaneto', 'EA Herniou', 'C Boschetti', 'M Caprioli']",2007.0,1
Macroevolutionary and coevolutionary models in biogeography,['EE Goldberg'],2007.0,1
Morphological evaluation of cork oak (Quercus suber): Mediterranean provenance variability in Tunisia,"['M Gandour', 'ML Khouja', 'L Toumi', 'S Triki']",2007.0,1
Most rare missense alleles are deleterious in humans: implications for complex disease and association studies,"['GV Kryukov', 'LA Pennacchio', 'SR Sunyaev']",2007.0,1
Mutation rate variation in multicellular eukaryotes: causes and consequences,"['CF Baer', 'MM Miyamoto', 'DR Denver']",2007.0,1
Quantitative Genetics of Life History Microevolution in the Cayo Santiago Rhesus Macaques (Macaca Mulatta).,['GE Blomquist'],2007.0,1
Rapid evolution and ecological host–parasite dynamics,"['MA Duffy', 'L Sivars‐Becker']",2007.0,1
Reconciling Strong Stabilizing Selection with the Maintenance of Genetic Variation in a Natural Population of Black Field Crickets (Teleogryllus commodus),"['J Hunt', 'MW Blows', 'F Zajitschek', 'MD Jennions']",2007.0,1
"Relationships among running performance, aerobic physiology and organ mass in male Mongolian gerbils","['MA Chappell', 'T Garland Jr']",2007.0,1
Systems-level analysis and evolution of the phototransduction network in Drosophila,"['CR Landry', 'CI Castillo-Davis', 'A Ogura']",2007.0,1
THE BUILD UP OF MUTATION–SELECTION– DRIFT BALANCE IN LABORATORY DROSOPHILA POPULATIONS,"['A García‐Dorado', 'V Avila', 'E Sánchez‐Molano']",2007.0,1
The effects of environmental heterogeneity on multivariate selection on reproductive traits in female great tits,"['D Garant', 'LEB Kruuk', 'RH McCleery']",2007.0,1
The evolution of trade‐offs: where are we?,"['DA Roff', 'DJ Fairbairn']",2007.0,1
The evolutionary epidemiology of vaccination,"['S Gandon', 'T Day']",2007.0,1
The evolutionary genetics of personality,"['L Penke', 'JJA Denissen', 'GF Miller']",2007.0,1
The mutation matrix and the evolution of evolvability,"['AG Jones', 'SJ Arnold', 'R Bürger']",2007.0,1
The phenotypic and genetic covariance structure of drosphilid wings,"['K McGuigan', 'MW Blows']",2007.0,1
The potential role of chromosome telomere resetting consequent upon sex in the population dynamics of aphids: an hypothesis,"['G Lushai', 'HD Loxdale']",2007.0,1
What maintains genetic variation in natural populations? A commentary on 'The maintenance of genetic variability by mutation in a polygenic character with linked loci' …,['PC Phillips'],2007.0,1
A multilocus-multiallele analysis of frequency-dependent selection induced by intraspecific competition,['KA Schneider'],2006.0,1
Additive genetic variation and the distribution of QTN effects among sites,"['XS Hu', 'B Li']",2006.0,1
"Altruism, sex, and inbreeding when the genotype–phenotype map is additive",['JR Peck'],2006.0,1
Ameiotic recombination in asexual lineages of Daphnia,"['AR Omilian', 'MEA Cristescu']",2006.0,1
"Associations between environmental stress, selection history, and quantitative genetic variation in Drosophila melanogaster","['WR Swindell', 'JL Bouzat']",2006.0,1
Central Valley salmon: a perspective on Chinook and steelhead in the Central Valley of California,['JG Williams'],2006.0,1
Comparison of life history traits between first-generation hatchery and wild upper Yakima River spring Chinook salmon,"['CM Knudsen', 'SL Schroder', 'CA Busack']",2006.0,1
Contrasting patterns of body shape and neutral genetic divergence in marine and lake populations of threespine sticklebacks,"['T Leinonen', 'JM Cano', 'H Mäkinen']",2006.0,1
"Cumulative effects of spontaneous mutations for fitness in Caenorhabditis: role of genotype, environment and stress","['CF Baer', 'N Phillips', 'D Ostrow', 'A Avalos', 'D Blanton']",2006.0,1
Evolution of genetic architecture under directional selection,"['TF Hansen', 'JM ÁLvarez‐CASTRO', 'AJR Carter']",2006.0,1
Evolution of primate gene expression,"['P Khaitovich', 'W Enard', 'M Lachmann']",2006.0,1
Evolutionary and dynamic models of infection with internal host structure,['JK Kelly'],2006.0,1
Gene Flow and Adaptive Potential in Drosophila melanogaster,"['WR Swindell', 'JL Bouzat']",2006.0,1
"Genetic and environmental sources of egg size, fecundity and body size in the migrant skipper, Parnara guttata guttata (Lepidoptera: Hesperiidae)","['T Seko', 'T Miyatake', 'S Fujioka', 'F Nakasuji']",2006.0,1
Genotype× environment interaction for male attractiveness in an acoustic moth: evidence for plasticity and canalization,"['AM Danielson‐Francois', 'JK Kelly']",2006.0,1
Inbreeding depression and male survivorship in Drosophila: implications for senescence theory,"['WR Swindell', 'JL Bouzat']",2006.0,1
Multilocus genetics and the coevolution of quantitative traits,"['M Kopp', 'S Gavrilets']",2006.0,1
Natural history of Ashkenazi intelligence,"['G Cochran', 'J Hardy', 'H Harpending']",2006.0,1
Phenotypic approaches for understanding patterns of intracemetery biological variation,"['CM Stojanowski', 'MA Schillaci']",2006.0,1
"Phenotypic plasticity, sexual selection and the evolution of colour patterns",['TD Price'],2006.0,1
Population genetics and local adaptation in a cyclically parthenogenetic aquatic invertebrate: An examination of the population response of Daphnia pulex to …,['LG Ladin'],2006.0,1
Regional heterogeneity and gene flow maintain variance in a quantitative trait within populations of lodgepole pine,"['S Yeaman', 'A Jarvis']",2006.0,1
Segregating Variation in the Transcriptome: Cis Regulation and Additivity of Effects,"['KA Hughes', 'JF Ayroles', 'MM Reedy', 'JM Drnevich']",2006.0,1
Studying phenotypic evolution using multivariate quantitative genetics,['K McGUIGAN'],2006.0,1
Testing for different rates of continuous trait evolution using likelihood,"[""BC O'Meara"", 'C Ané', 'MJ Sanderson', 'PC Wainwright']",2006.0,1
The adaptive dynamics of function-valued traits,"['U Dieckmann', 'M Heino', 'K Parvinen']",2006.0,1
The change in quantitative genetic variation with inbreeding,"['JV Buskirk', 'Y Willi']",2006.0,1
The evolution of female mating preferences: differentiation from species with promiscuous males can promote speciation,"['MA McPeek', 'S Gavrilets']",2006.0,1
The evolution of resource specialization through frequency-dependent and frequency-independent mechanisms,"['C Rueffler', 'TJM Van Dooren']",2006.0,1
The evolution of the G-matrix: long-term characteristics of multivariate heritable variation,['B Logsdon'],2006.0,1
To eject or to abandon? Life history traits of hosts and parasites interact to influence the fitness payoffs of alternative anti‐parasite strategies,"['MR Servedio', 'ME Hauber']",2006.0,1
Upper limit of the rate and per generation effects of deleterious genomic mutations,"['HW Deng', 'J Li', 'ME Pfrender', 'JL Li', 'H Deng']",2006.0,1
A multilocus analysis of intraspecific competition and stabilizing selection on a quantitative trait,['R Bürger'],2005.0,1
A mutation accumulation assay reveals a broad capacity for rapid evolution of gene expression,"['SA Rifkin', 'D Houle', 'J Kim', 'KP White']",2005.0,1
A new phylogenetic tree model for fuzzy characters,['A Auyeung'],2005.0,1
Adaptive Dynamics' vs.'adaptive dynamics,['PA Abrams'],2005.0,1
An adaptive radiation model for the origin of new gene functions,['MP Francino'],2005.0,1
Comparative evolutionary genetics of spontaneous mutations affecting fitness in rhabditid nematodes,"['CF Baer', 'F Shaw', 'C Steding']",2005.0,1
Constrained evolution of a quantitative character by pleiotropic mutation,['Y Tanaka'],2005.0,1
Critical Notice: Cycles of contingency–developmental systems and evolution,"['J Griesemer', 'MH Haber', 'G Yamashita', 'L Gannett']",2005.0,1
DELETERIOUS MUTATION IN RELATED SPECIES OF THE PLANT GENUS AMSINCKIA WITH CONTRASTING MATING SYSTEMS,['DJ Schoen'],2005.0,1
Evolution in heterogeneous environments and the potential of maintenance of genetic variation in traits of adaptive significance,['DL Byers'],2005.0,1
Evolution of the environmental component of the phenotypic variance: stabilizing selection in changing environments and the cost of homogeneity,"['XS Zhang', 'WG Hill']",2005.0,1
Evolutionary dynamics and a refinement of the neutral stability criterion,['P Torstensson'],2005.0,1
Evolvability suppression to stabilize far-sighted adaptations,['L Altenberg'],2005.0,1
Experimental evidence for multivariate stabilizing sexual selection,"['R Brooks', 'J Hunt', 'MW Blows', 'MJ Smith', 'LF Bussière']",2005.0,1
From molecular systems to simple cells: a study of the genotype-phenotype map,['CSO Attolini'],2005.0,1
Genetic variability under mutation selection balance,"['XS Zhang', 'WG Hill']",2005.0,1
Is ectopic expression caused by deregulatory mutations or due to gene‐regulation leaks with evolutionary potential?,"['F Rodríguez‐Trelles', 'R Tarrío', 'FJ Ayala']",2005.0,1
Modularity in evolution: some low-level questions,['L Altenberg'],2005.0,1
Quantitative variation as a tool for detecting human-induced impacts on genetic diversity,"['A Carvajal-Rodrıguez', 'E Rolán-Alvarez']",2005.0,1
Rapid evolution of expression and regulatory divergences after yeast gene duplication,"['X Gu', 'Z Zhang', 'W Huang']",2005.0,1
"Spontaneous Mutational Correlations for Life-History, Morphological and Behavioral Characters in Caenorhabditis elegans","['S Estes', 'BC Ajie', 'M Lynch', 'PC Phillips']",2005.0,1
Strategies of reproduction in the zooplankton Daphnia pulex: evolutionary insight from experimental design,['JM Fitzsimmons'],2005.0,1
THE DIMENSIONALITY OF GENETIC VARIATION FOR WING SHAPE IN DROSOPHILA MELANOGASTER,"['JG Mezey', 'D Houle']",2005.0,1
"Territorial defense, territory size, and population regulation","['A López-Sepulcre', 'H Kokko']",2005.0,1
The community context of species' borders: ecological and evolutionary perspectives,"['TJ Case', 'RD Holt', 'MA McPeek', 'TH Keitt']",2005.0,1
The evolution of the phenotypic covariance matrix: evidence for selection and drift in Melanoplus,"['DA Roff', 'T Mousseau']",2005.0,1
"The first Americans: race, evolution and the origin of native Americans",['JF Powell'],2005.0,1
The limitations of adaptive dynamics as a model of evolution,"['N Barton', 'J Polechová']",2005.0,1
The opportunity for canalization and the evolution of genetic networks,"['SR Proulx', 'PC Phillips']",2005.0,1
The role of epistatic gene interactions in the response to selection and the evolution of evolvability,"['AJR Carter', 'J Hermisson', 'TF Hansen']",2005.0,1
The transcriptional consequences of mutation and natural selection in Caenorhabditis elegans,"['DR Denver', 'K Morris', 'JT Streelman', 'SK Kim', 'M Lynch']",2005.0,1
Topological effects of fitness landscapes on the process of fixation of advantageous mutations,"['VM de Oliveira', 'PRA Campos']",2005.0,1
A general theory for the evolutionary dynamics of virulence,"['T Day', 'SR Proulx']",2004.0,1
Adaptive evolution of transcription factor binding sites,"['J Berg', 'S Willmann', 'M Lässig']",2004.0,1
Adaptive walks on changing landscapes: Levins' approach extended,"['C Rueffler', 'TJM Van Dooren', 'JAJ Metz']",2004.0,1
Did natural selection or genetic drift produce the cranial diversification of neotropical monkeys?,"['G Marroig', 'JM Cheverud']",2004.0,1
Differential rates of morphological divergence in birds,['F Bokma'],2004.0,1
Do harvest refuges buffer kangaroos against evolutionary responses to selective harvesting?,"['B Tenhumberg', 'AJ Tyre', 'AR Pople', 'HP Possingham']",2004.0,1
Evolvability and the raw materials for adaptation,"['CD Schlichting', 'CJ Murren']",2004.0,1
"Evolvability, stabilizing selection, and the problem of stasis","['TF Hansen', 'D Houle']",2004.0,1
Experimental studies of deleterious mutation in Saccharomyces cerevisiae,['R Korona'],2004.0,1
"Explaining phenotypic selection on plant attractive characters: male function, gender balance or ecological context?","['TL Ashman', 'MT Morgan']",2004.0,1
"Genetic and morphological evolution following a founder event in the dark‐eyed junco, Junco hyemalis thurberi","['CA Rasner', 'P Yeh', 'LS Eggert', 'KE Hunt']",2004.0,1
Genetics and the evolution of primate enamel thickness: a baboon model,"['LJ Hlusko', 'G Suwa', 'RT Kono']",2004.0,1
Genic capture and resolving the lek paradox,"['JL Tomkins', 'J Radwan', 'JS Kotiaho']",2004.0,1
Genome-wide gene expression and the epigenetic landscape,['SA Rifkin'],2004.0,1
Individual‐level selection as a cause of Cope's rule of phyletic size increase,"['JG Kingsolver', 'DW Pfennig']",2004.0,1
Integrating the genotype and phenotype in hominid paleontology,['LJ Hlusko'],2004.0,1
Observabilidad y controlabilidad en modelos de evolución,['MIL García'],2004.0,1
On the convergence of genetic algorithms–a variational approach,['W Stannat'],2004.0,1
On the simulation of the evolution of morphological shape: multivariate shape under selection and drift,['PD Polly'],2004.0,1
Orientation of the genetic variance-covariance matrix and the fitness surface for multiple male sexually selected traits,"['MW Blows', 'SF Chenoweth']",2004.0,1
Phylogenetic comparative analysis: a modeling approach for adaptive evolution,"['MA Butler', 'AA King']",2004.0,1
Population differentiation in G matrix structure due to natural selection in Rana temporaria,"['JM Cano', 'A Laurila', 'J Palo', 'J Merilä']",2004.0,1
Population genetic variation in gene expression is associated with phenotypic variation in Saccharomyces cerevisiae,"['JC Fay', 'HL McCullough']",2004.0,1
Population genomics: patterns of genetic variation within populations,['G Gibson'],2004.0,1
Quantifying the contribution of spontaneous mutation to genetic variation in Arabidopsis thaliana,['JD Hill'],2004.0,1
Quantifying the mutational process,['D Halligan'],2004.0,1
Quantitative evolutionary genomics: differential gene expression and male reproductive success in Drosophila melanogaster,"['JM Drnevich', 'MM Reedy', 'EA Ruedi']",2004.0,1
Quantitative-genetic models and changing environments,"['R Bürger', 'C Krall']",2004.0,1
Rapid evolution of a sexually selected trait following population establishment in a novel habitat,['PJ Yeh'],2004.0,1
Reproductive consequences of mutation in long-lived plants,['DG Scofield'],2004.0,1
Results in a multinormal genetic model,['S Mahdi'],2004.0,1
Sexual selection can constrain sympatric speciation,"['M Kirkpatrick', 'SL Nuismer']",2004.0,1
Stabilizing selection on behavior and morphology masks positive selection on the signal in a salamander pheromone signaling complex,"['RA Watts', 'CA Palmer', 'RC Feldhoff']",2004.0,1
Statistical framework for phylogenomic analysis of gene family expression profiles,['X Gu'],2004.0,1
Sympatric speciation by sexual selection: a critical reevaluation,"['GS van Doorn', 'U Dieckmann']",2004.0,1
The effects of intraspecific competition and stabilizing selection on a polygenic trait,"['R Bürger', 'A Gimelfarb']",2004.0,1
The effects of ultraviolet-B radiation on mutational parameters in Arabidopsis thaliana,['JL MacKenzie'],2004.0,1
The maintenance (or not) of polygenic variation by soft selection in heterogeneous environments,"['M Spichtig', 'TJ Kawecki']",2004.0,1
The population genetic theory of hidden variation and genetic robustness,"['J Hermisson', 'GP Wagner']",2004.0,1
Trade-off geometries and frequency-dependent selection,"['C de Mazancourt', 'U Dieckmann']",2004.0,1
Transcriptome evolution–much ado about nothing?,['F Rodrıguez-Trelles'],2004.0,1
A complete classification of Darwinian extinction in ecological interactions,['C Webb'],2003.0,1
A model of population dynamics—further investigations,['I Mróz'],2003.0,1
Analysis of rates of morphologic evolution,['PD Roopnarine'],2003.0,1
Coevolution of an avian host and its parasitic cuckoo,"['MR Servedio', 'R Lande']",2003.0,1
