title,author,pub_year,venue,abstract
Candidate quantitative trait loci and naturally occurring phenotypic variation for bristle number in Drosophila melanogaster: the Delta-Hairless gene region,"['RF Lyman', 'TFC Mackay']",1998,Genetics,"Delta (Dl) and Hairless (H) are two chromosome 3 candidate neurogenic loci that might contribute to naturally occurring quantitative variation for sensory bristle number. To evaluate this hypothesis, we assessed quantitative genetic variation in abdominal and"
"Evolution of flightlessness in rails (Gruiformes, Rallidae)",['BC Livezey'],2003,NA,
Scaling of size and dimorphism in primates II: macroevolution,['AD Gordon'],2006,International Journal of Primatology,"Previous researchers found positive scaling of body size and sexual size dimorphism (SSD) in primates, known as Rensch's rule. The pattern is present in Haplorhini, but absent in Strepsirhini. I found that positive evolutionary correlations between size and SSD drive"
Genetic constraints on the independent evolution of male and female reproductive characters in the tristylous plant Lythrum salicaria,"[""P O'Neil"", 'J Schmitt']",1993,Evolution,"Here we test whether the potential exists for the independent evolution of allocation to male, female, and attractive functions within a flower. We employed half‐sib and parent‐offspring regression methods in the tristylous plant Lythrum salicaria to determine whether there is"
THE DIVERSITY AND EVOLUTION OF BATESIAN MIMICRY IN PAPILIO SWALLOWTAIL BUTTERFLIES,['K Kunte'],2009,Evolution: International Journal of Organic Evolution,"Papilio swallowtail butterflies exhibit a remarkable diversity of Batesian mimicry, manifested in several sex‐limited and polymorphic types. There is little understanding of how this diversity is distributed within Papilio, and how different mimicry types have evolved in"
Malnutrition and fertility,"['RE Frisch', 'J Bongaarts']",1982,Science,Direct measurements of plasma prolactin concentrations in lactating women on both supplemented and nonsupplemented diets in Gambia (1) do not support Bongaarts'(2) view that the length of lactational amenorrhea is mainly dependent on the suckling stimulus
The evolution of alternate morphologies: fitness and wing morphology in male sand crickets,"['DA Roff', 'DJ Fairbairn']",1993,Evolution,"Many organisms show distinct morphological types. We argue that the evolution of these alternate morphologies depends upon both fitness differences between morphs within each sex and the genetic correlation between sexes. In this paper, we examine the evolution of"
Dispersal-generated sexual selection in a beetle-riding pseudoscorpion,"['DW Zeh', 'JA Zeh']",1992,Behavioral Ecology and Sociobiology,"After several generations within a decaying tree (Ficus spp.), populations of the pseudoscorpion Cordylochernes scorpioides disperse by climbing under the elytra of harlequin beetles (Acrocinus longimanus) eclosing from the tree. Because the beetles then"
"Male–male competition and the sword in male swordtails, Xiphophorus helleri","['KE Benson', 'AL Basolo']",2006,Animal Behaviour,"Male green swordtails, Xiphophorus helleri, express a secondary sexual trait, the sword, which is favoured by female mate choice. However, the role of the sword as a signal in male–male competition has received little attention. We studied the effect of both male body size"
"Mate choice by females of the lizard, Anolis carolinensis",['RM Andrews'],1985,Journal of Herpetology,Mate choice by female Anolis carolinensis was evaluated under conditions simulating the normal long-term association between males and females of territorial lizards. One-third of the females tested exhibited a significant preference for one of two males and two-thirds of
Latitudinal clines in bill length and sex ratio in a migratory shorebird: a case of resource partitioning?,['S Nebel'],2005,Acta Oecologica,"Sexual segregation outside the mating season is common in vertebrates. This has been shown to arise through resource partitioning in a number of taxa, but never in avian migrants. Western sandpipers (Calidris mauri) are migratory shorebirds that mainly breed in"
Carotenoid-based plumage colouration is associated with blood parasite richness and stress protein levels in blue tits (Cyanistes caeruleus),"['S Del Cerro', 'S Merino', 'J Martínez-de la Puente']",2010,Oecologia,"Carotenoids are molecules that birds are not able to synthesize and therefore, must be acquired through their diet. These pigments, besides their function of giving birds red and yellow colouration when deposited in feathers, seem to act as immune-stimulators and"
Evolution under monogamy feminizes gene expression in Drosophila melanogaster,"['B Hollis', 'D Houle', 'Z Yan', 'TJ Kawecki', 'L Keller']",2014,Nature communications,"Many genes have evolved sexually dimorphic expression as a consequence of divergent selection on males and females. However, because the sexes share a genome, the extent to which evolution can shape gene expression independently in each sex is controversial"
The B‐matrix harbors significant and sex‐specific constraints on the evolution of multicharacter sexual dimorphism,"['TP Gosden', 'KL Shastri', 'P Innocenti']",2012,… Journal of Organic …,The extent to which sexual dimorphism can evolve within a population depends on an interaction between sexually divergent selection and constraints imposed by a genetic architecture that is shared between males and females. The degree of constraint within a
Evaluating the costs of a sexually selected weapon: big horns at a small price,"['EL McCullough', 'DJ Emlen']",2013,Animal Behaviour,"A major assumption of sexual selection theory is that ornaments and weapons are costly. Such costs should maintain the reliability of ornaments and weapons as indicators of male quality, and therefore explain why choosy females and rival males pay attention to these"
Sexual conflict and the evolution of breeding systems in shorebirds,"['GH Thomas', 'T Szekely', 'JD Reynolds']",2007,Advances in the Study of Behavior,Publisher Summary Sexual conflict emerges from the different evolutionary interests of males and females over reproduction. Shorebirds have long been noted for their extreme diversity in breeding systems. The central thesis in this chapter is that sexual conflict is a
Competing dwarf males: sexual selection in an orb‐weaving spider,"['MW Foellmer', 'DJ Fairbairn']",2005,Journal of Evolutionary Biology,Hypotheses for the adaptive significance of extreme female‐biased sexual size dimorphism (SSD) generally assume that in dimorphic species males rarely interfere with each other. Here we provide the first multivariate examination of sexual selection because of male–male
Pupal remodeling and the development and evolution of sexual dimorphism in horned beetles,['AP Moczek'],2006,The American Naturalist,Horns or hornlike structures in beetles have become an increasingly popular study system for exploring the evolution and development of secondary sexual trait diversity and sexual dimorphisms. The horns of adult beetles originate during a rapid growth phase during the
"Sexual selection, selection load and quantitative genetics of zebra finch bill colour",['DK Price'],1996,Proceedings of the Royal Society of London …,"Zebra finch (Taeniopygia guttata) bills are sexually dichromatic with males possessing redder bills than females. Males with redder bills have been shown to be preferred as mates by females and to produce more offspring in laboratory experiments. In contrast, females"
SEXUAL SELECTION IS INEFFECTUAL OR INHIBITS THE PURGING OF DELETERIOUS MUTATIONS IN DROSOPHILA MELANOGASTER,"['D Arbuthnott', 'HD Rundle']",2012,Evolution: International Journal of …,"The effects of sexual selection on population mean fitness are unclear and a subject of debate. Recent models propose that, because reproductive success may be condition dependent, much of the genome may be a target of sexual selection. Under this scenario"
Sexes suffer from suboptimal lifespan because of genetic conflict in a seed beetle,"['EC Berg', 'AA Maklakov']",2012,Proceedings of the Royal …,"Males and females have different routes to successful reproduction, resulting in sex differences in lifespan and age-specific allocation of reproductive effort. The trade-off between current and future reproduction is often resolved differently by males and females"
The evolution of sex differences in disease,['EH Morrow'],2015,Biology of sex differences,"It is now becoming widely recognized that there are important sex differences in disease. These include rates of disease incidence, symptoms and age of onset. These differences between the sexes can be seen as a subset of the more general phenomenon of sexual"
Genetic Architecture of Abdominal Pigmentation in Drosophila melanogaster,"['LM Dembeck', 'W Huang', 'MM Magwire']",2015,PLoS …,"Pigmentation varies within and between species and is often adaptive. The amount of pigmentation on the abdomen of Drosophila melanogaster is a relatively simple morphological trait, which serves as a model for mapping the genetic basis of variation in"
Genotype‐by‐environment interactions for female preference,"['C Narraway', 'J Hunt', 'N Wedell']",2010,Journal of evolutionary …,"Sexual selection is responsible for many of the most spectacular displays in nature, and female preference for certain males is central to much of this. However, female preference is relatively poorly understood, particularly the relative importance of a female's genes, the"
The heritability of sexually dimorphic traits in the yellow dung fly Scathophaga stercoraria (L.),"['LW Simmons', 'PI Ward']",1991,Journal of evolutionary Biology,"A precise method was used for estimating the proportion of heritable variation in two life history parameters of the yellow dung fly, whereby environmental components of variance were minimized. Significant heritable variation for body size was revealed for father to son"
Evolution in heterogeneous environments: genetic variability within and across different grains in Tribolium castaneum,"['S Via', 'J Conner']",1995,Heredity,The course of adaptation to heterogeneous environments is influenced by the magnitude of genetic variation for ecologically important characters within each environment and the extent of genotype× environment interaction. Using the genetic correlation between the
Condition dependence of sexually dimorphic colouration and longevity in the ambush bug Phymata americana,"['D Punzalan', 'M Cooray', 'F Helen Rodd']",2008,Journal of evolutionary …,"Sexually selected traits that are costly are predicted to be more condition dependent than nonsexually selected traits. Assuming resource limitation, increased allocation to a sexually selected trait may also come at a cost to other fitness components. To test these predictions"
Seasonally varying diet quality and the quantitative genetics of development time and body size in birch feeding insects,"['A Kause', 'I Saloniemi', 'JP Morin', 'E Haukioja']",2001,…,"Genetic variance‐covariance structures (G), describing genetic constraints on microevolutionary changes of populations, have a central role in the current theories of life‐history evolution. However, the evolution of Gs in natural environments has been poorly"
Constraints on the coevolution of contemporary human males and females,"['SC Stearns', 'DR Govindaraju']",2012,Proceedings of the …,"Because autosomal genes in sexually reproducing organisms spend on average half their time in each sex, and because the traits that they influence encounter different selection pressures in males and females, the evolutionary responses of one sex are constrained by"
GENETIC CORRELATIONS DO NOT CONSTRAIN THE EVOLUTION OF SEXUAL DIMORPHISM IN THE MOSS CERATODON PURPUREUS,['SF McDaniel'],2005,Evolution,"The trajectory of phenotypic evolution is constrained in the short term by genetic correlations among traits. However, the extent to which genetic correlations impose a lasting constraint is generally unknown. Here, I examine the genetic architecture of life‐history variation in male"
"Proximate perspectives on the evolution of female aggression: good for the gander, good for the goose?",['KA Rosvall'],2013,… Transactions of the Royal Society B …,"Female–female aggression often functions in competition over reproductive or social benefits, but the proximate mechanisms of this apparently adaptive behaviour are not well understood. The sex steroid hormone testosterone (T) and its metabolites are well"
Convergent evolution of phenotypic integration and its alignment with morphological diversification in Caribbean Anolis ecomorphs,"['JJ Kolbe', 'LJ Revell', 'B Szekely']",2011,… Journal of Organic …,"The adaptive landscape and the G‐matrix are keys concepts for understanding how quantitative characters evolve during adaptive radiation. In particular, whether the adaptive landscape can drive convergence of phenotypic integration (ie, the pattern of phenotypic"
Quantitative genetics of the dung fly Sepsis cynipsea: Cheverud's conjecture revisited,"['T Reusch', 'WU Blanckenhorn']",1998,Heredity,"Full-sib heritabilities, phenotypic and genetic correlations of 10 morphological and three life history traits in the European dung fly Sepsis cynipsea are presented. We further supply a within-species test of Cheverud's (1988) conjecture that phenotypic correlations may be"
The consistency of quantitative genetic estimates in field and laboratory in the yellow dung fly,['WU Blanckenhorn'],2002,Genetica,"How consistent quantitative genetic estimates are across environments is unclear and under discussion. Heritability (h 2) estimates of hind tibia length (body size), development time and diapause induction in the yellow dung fly, Scathophaga stercoraria, generated with various"
"Cope's rules, sexual selection, and the loss of ecological plasticity",['DK McLain'],1993,Oikos,The history of diverse mammal taxa is characterized by evolutionary increase in size and by relatively higher rates of extinction among species of larger size (Cope's rules). I suggest that sexual selection accounts for both observations because:(1) the degree of sexual
Quantitative genetic models of female choice based on “arbitrary” male characters,['IL Heisler'],1985,Heredity,"Multivariate, quantitative genetic models are developed for the evolution of female mating preferences in situations where males contribute only their gametes to their progeny. Although female mating preferences may not be directly subject to selection, they can evolve"
Heterospecific mating preferences for a feather ornament in least auklets,"['IL Jones', 'FM Hunter']",1998,Behavioral Ecology,"Auklets (Alddae, Aethiini) include five species of small, socially monogamous, sexually monomorphic seabirds that display a variety of feather and bare-part ornaments during the breeding season. Previous experimental work on two auklet species has"
The evolution of bill coloration and plumage dimorphism supports the transference hypothesis in dabbling ducks,['KP Johnson'],1999,Behavioral Ecology,"Bright coloration in male birds is typically thought to be driven by sexual selection (female choice or male-male competition). Bird species often vary in the intensity of bright coloration, but few studies have addressed this cross-species variation. Potentially this variation could"
Developmental quantitative genetic models of evolutionary change,"['WR Atchley', 'S Xu', 'C Vogl']",1994,Developmental genetics,"Discussions about evolutionary change in developmental processes or morphological structures are predicated on specific quantitative genetic models whose parameters predict whether evolutionary change can occur, its relative rate and direction, and if correlated"
"Function and evolution of the frill of the frillneck lizard, Chlamydosaurus kingii (Sauria: Agamidae)",['R SHINE'],1990,Biological Journal of the Linnean Society,"Relative to body size, the frill of the Australian agamid lizard Chlamydosaurus kingii is one of the largest and most spectacular display structures seen in any animal species. More than 300 hours observation of free-ranging lizards, combined with data on museum specimens"
Horns honestly advertise parasite infection in male and female African buffalo,"['VO Ezenwa', 'AE Jolles']",2008,Animal Behaviour,The evolution and maintenance of elaborate secondary sexual characters in males have been the subject of intense interest since Darwin's time. Parasite-mediated sexual selection (PMSS) suggests that elaborate ornaments serve as honest indicators of male health and
The impact of environmental heterogeneity on genetic architecture in a wild population of Soay sheep,"['MR Robinson', 'AJ Wilson', 'JG Pilkington']",2009,Genetics,This work demonstrates that environmental conditions experienced by individuals can shape their development and affect the stability of genetic associations. The implication of this observation is that the environmental response may influence the evolution of traits in
Sexual size dimorphism and male contest in wild Siamese fighting fish,"['M Jaroensutasinee', 'K Jaroensutasinee']",2001,Journal of fish biology,"Larger males of the wild Siamese fighting fish Betta splendens were more successful in male contests. There were no differences in fighting duration among treatments. Comparing agonistic behaviour between large and small males in±1 and±2 SD treatments, larger males"
Giant males or dwarf females: what determines the extreme sexual size dimorphism in Lamprologus callipterus?,"['D Schütz', 'M Taborsky']",2000,Journal of Fish Biology,"In the Lake Tanganyika cichlid Lamprologus callipterus, males were> 12 times heavier than females, the most extreme sexual size dimorphism in this direction among animals. L. callipterus males construct nests of empty snail shells in which the females breed. If the"
Female ornaments revisited–are they correlated with offspring quality?,"['JT Nordeide', 'J Kekäläinen']",2013,Journal of Animal …,"The evolution and signalling content of female ornamentation has remained an enduring challenge to evolutionary biologists, despite the fact that secondary sexual characters are widespread in females. While females usually invest significant amounts of their resources"
The sexual signals of the East-Mediterranean barn swallow: a different swallow tale,"['Y Vortman', 'A Lotem', 'R Dor', 'IJ Lovette']",2011,Behavioral …,The differential functions of distinct morphological traits as sexual signals among closely related populations are associated with a potential role of sexual selection in population divergence and speciation. The cosmopolitan barn swallow Hirundo rustica complex
The evolution of traits influencing male and female fertility in outcrossing plants,['MT Morgan'],1992,The American Naturalist,"Theoretical studies on the evolution of plant reproductive traits have often relied on simple population-genetics or phenotypic models that employ the evolutionarily stable strategy (ESS) approach, but a quantitative genetic perspective may sometimes be more appropriate"
Selective trade‐offs and sex‐chromosome evolution in Silene latifolia,"['I Scotti', 'LF Delph']",2006,Evolution,"Alleles of sexually antagonistic genes (ie, genes with alleles affecting fitness in opposite directions in the two sexes) can avoid expression in the sex to which they are detrimental via two processes: they are subsumed into the nonrecombining, sex‐determining portion of the"
Optimal climbing speed explains the evolution of extreme sexual size dimorphism in spiders,"['J Moya‐Laraño', 'D Vinković', 'CM Allard']",2009,Journal of …,"Several hypotheses have been put forward to explain the evolution of extreme sexual size dimorphism (SSD). Among them, the gravity hypothesis (GH) explains that extreme SSD has evolved in spiders because smaller males have a mating or survival advantage by climbing"
"Steroid correlates of multiple color traits in the spiny lizard, Sceloporus pyrocephalus","['RM Calisi', 'DK Hews']",2007,Journal of Comparative Physiology B,"Conspicuous coloration in females is less well studied compared to that in males. Adult female Mexican boulder spiny lizards (Sceloporus pyrocephalus) have conspicuously colored throat, or gular, regions, ranging from red to yellow, while adult males only weakly"
No evidence of current sexual selection on sexually dimorphic traits in a bird with high variance in mating success,['DF Westneat'],2006,The American Naturalist,"Sexual dimorphism, particularly in ornamental traits, is likely to have arisen by sexual selection. Most empirical and theoretical studies of sexual dimorphism assume that ongoing sexual selection also maintains the dimorphism. Over four seasons, I measured the sexual"
The evolution of hornedness in female ruminants,['SC Roberts'],1996,Behaviour,"Females of many ruminant species possess horns or hornlike organs, but their precise function remains largely unclear. In this paper, four previous explanations for female hornedness are compared with a new hypothesis, the Female Competition Hypothesis"
Males under attack: sexual cannibalism and its consequences for male morphology and behaviour in an orb-weaving spider,"['MW Foellmer', 'DJ Fairbairn']",2004,Evolutionary Ecology …,"During their quest to maximize fertilization success, males may be under sexual selection through male–male competition, female choice and/or sexual conflict over mating frequency. In many orb-weaving spiders, mating interactions are characterized by sexual cannibalism"
Constraints evolve: context dependency of gene effects allows evolution of pleiotropy,"['M Pavličev', 'JM Cheverud']",2015,"Annual Review of Ecology, Evolution …","Evolutionary constraint due to pleiotropy refers to a situation in which mutations in genes shared among traits generate trait covariance; therefore, traits that are not directly exposed to selective challenge show a correlated response. When such a correlated response is"
Variation in pelvic size between males and females in nonhuman anthropoids,['RG Tague'],1995,American Journal of Physical Anthropology,Whether there is a sexual difference in phenotypic variance has been the subject of theoretical and empirical studies. The presence of such a difference is integral to some models on the evolution of sexual dimorphism. Several studies report that males are more
Cliff-edge model of obstetric selection in humans,"['P Mitteroecker', 'SM Huttegger']",2016,Proceedings of the …,The strikingly high incidence of obstructed labor due to the disproportion of fetal size and the mother's pelvic dimensions has puzzled evolutionary scientists for decades. Here we propose that these high rates are a direct consequence of the distinct characteristics of
Ecology and speciation in brown lemurs: White -collared lemurs (Eulemur albocollaris) and hybrids (Eulemur albocollaris × Eulemur fulvus rufus) in …,['SE Johnson'],2002,NA,"This dissertation examines the behavioral ecology of hybrids at the species boundary of white-collared lemurs (Eulemur albocollaris) and rufous lemurs (E. fulvus rufus) at Andringitra National Park, Madagascar. In addition, I present data on an allopatric"
Reconstructing the evolution of sexual dichromatism: current color diversity does not reflect past rates of male and female change,"['JJ Price', 'MD Eaton']",2014,Evolution,"Males of sexually dimorphic species often appear more divergent among taxa than do females, so it is often assumed that evolutionary changes have occurred primarily in males. Yet, sexual dimorphisms can result from historical changes in either or both of the sexes"
Intralocus sexual conflict over wing length in a wild migratory bird,"['M Tarka', 'M Åkesson', 'D Hasselquist']",2014,The American …,Intralocus sexual conflict (ISC) occurs when males and females have different adaptive peaks but are constrained from evolving sexual dimorphism because of shared genes. Implications of this conflict on evolutionary dynamics in wild populations have not been
Sperm form and function: what do we know about the role of sexual selection?,"['S Lüpold', 'S Pitnick']",2018,Reproduction,"Sperm morphological variation has attracted considerable interest and generated a wealth of predominantly descriptive studies over the past three centuries. Yet, apart from biophysical studies linking sperm morphology to swimming velocity, surprisingly little is"
Female attractiveness affects paternal investment: experimental evidence for male differential allocation in blue tits,"['K Mahr', 'M Griggio', 'M Granatiero', 'H Hoi']",2012,Frontiers in Zoology,"The differential allocation hypothesis (DAH) predicts that individuals should adjust their parental investment to their current mate's quality. Although in principle the DAH holds for both sexes, male adjustment of parental investment has only been tested in a few"
Studies of courtship behavior in plethodontid salamanders: a review,"['LD Houck', 'PA Verrell']",1993,Herpetologica,"Many recent studies have addressed the potential action of sexual selection on plethodontid sexual behavior, focusing in particular on factors affecting variance in male mating success. The major results of these studies are noted here. Measuring variance in mating suc-cess"
Function of weaponry in females: the use of horns in intrasexual competition for resources in female Soay sheep,"['MR Robinson', 'LEB Kruuk']",2007,Biology Letters,"In many species, females show reduced expression of a trait that is under sexual selection in males, and this expression is thought to be maintained through genetic associations with the male phenotype. However, there is also the potential for the female trait to convey an"
"Paternity success and the direction of sexual selection in a field population of a semelparous marsupial,  Antechinus agilis","['FJL Kraaijeveld‐Smit', 'SJ Ward']",2003,Molecular …,"Antechinus agilis is a small sexually size dimorphic marsupial with a brief annual mating period of 2–3 weeks. All males die after this period, and females give birth to up to 10 young. Mating is thought to be promiscuous, however, there is no field data to confirm this. Using"
"Sexual, fecundity, and viability selection on flower size and number in a sexually dimorphic plant","['LF Delph', 'CR Herlihy']",2012,Evolution: International Journal of …,"The evolution of sexual dimorphism will depend on how sexual, fecundity and viability selection act within each sex, with the different forms of selection potentially operating in opposing directions. We examined selection in the dioecious plant Silene latifolia using"
Predicting long-term response to selection,['JP REEVE'],2000,Genetics Research,"Lande's equation for predicting the response of trait means to a shift in optimal trait values is tested using a stochastic simulation model. The simulated population is finite, and each individual has a finite number of loci. Therefore, selection may cause allele frequencies and"
Female–female aggressiveness is influenced by female coloration in blue tits,"['A Midamegbe', 'A Grégoire', 'P Perret', 'C Doutrelant']",2011,Animal Behaviour,"Social and intrasexual competition for access to food, territory and reproduction is a major selection force acting on male phenotypes. In contrast, its evolutionary consequences for female phenotypes, especially female ornamentation, have been overlooked. Because"
Nuptial gifts and the evolution of male body size,"['KM Fedorka', 'TA Mousseau']",2002,Evolution,"In many insect systems, males donate nuptial gifts to insure an effective copulation or as a form of paternal investment. However, if gift magnitude is both body size‐limited and positively related to fitness, then the opportunity exists for the gift to promote the evolution of"
Testosterone affects neural gene expression differently in male and female juncos: a role for hormones in mediating sexual dimorphism and conflict,"['MP Peterson', 'KA Rosvall', 'JH Choi', 'C Ziegenfus']",2013,PLoS …,"Despite sharing much of their genomes, males and females are often highly dimorphic, reflecting at least in part the resolution of sexual conflict in response to sexually antagonistic selection. Sexual dimorphism arises owing to sex differences in gene expression, and"
A multivariate view of the evolution of sexual dimorphism,"['MJ Wyman', 'JR Stinchcombe']",2013,Journal of Evolutionary …,Sexual differences are often dramatic and widespread across taxa. Their extravagance and ubiquity can be puzzling because the common underlying genome of males and females is expected to impede rather than foster phenotypic divergence. Widespread dimorphism
A review of the comparative anatomy of the males in cirripedes,['W Klepal'],1987,Oceanogr Mar Biol,"Secondary sexual dimorphism as distinct from the primary sexual dimorphism (which is expressed in the gonads, the germ cells and the copulatory organs) is a common feature in the animal kingdom. Usually there is a difference in size and in the armament in males and"
Male choice on the basis of female melanin pattern in Pieris butterflies,['DC Wiernasz'],1995,Animal Behaviour,"In field experiments, males of the closely related butterflies Pieris occidentalis and P. protodice significantly preferred conspecific females with the typical dorsal melanin pattern versus conspecifics that were unusually heavily melanized. Male P. occidentalis"
Environment‐dependent intralocus sexual conflict in a dioecious plant,"['LF Delph', 'J Andicoechea', 'JC Steven']",2011,New …,"Intralocus sexual conflict is a form of conflict that does not involve direct interactions between males and females. It arises when selection on a shared trait with a common genetic basis differs between the sexes. Environmental factors, such as resource availability, may"
Evolutionarily significant units among cichlid fishes: the role of behavioral studies,"['J Stauffer', 'N Bowers']",1995,NA,"Cichlid fishes represent an outstanding case of explosive evolution and offer extraordinary opportunities to investigate the evolutionary processes that have led to such diversity. Throughout the world, however, these fishes are threatened by overfishing, introduction of"
Interaction between the X chromosome and an autosome regulates size sexual dimorphism in Portuguese Water Dogs,"['K Chase', 'DR Carrier', 'FR Adler', 'EA Ostrander']",2005,Genome …,"Size sexual dimorphism occurs in almost all mammals. In Portuguese Water Dogs, much of the difference in skeletal size between females and males is due to the interaction between a Quantitative Trait Locus (QTL) on the X-chromosome and a QTL linked to Insulin-like"
Intrasexually selected weapons,"['A Rico‐Guevara', 'KJ Hurme']",2019,Biological Reviews,"We propose a practical concept that distinguishes the particular kind of weaponry that has evolved to be used in combat between individuals of the same species and sex, which we term intrasexually selected weapons (ISWs). We present a treatise of ISWs in nature, aiming"
Bacterial degradability of an intrafeather unmelanized ornament: a role for feather-degrading bacteria in sexual selection?,"['R Ruiz-De-Castaneda', 'EH Burtt Jr']",2012,Biological Journal of …,"The impact of feather-degrading bacilli on feathers depends on the presence or absence of melanin. In vitro studies have demonstrated that unmelanized (white) feathers are more degradable by bacteria than melanized (dark) ones. However, no previous study has looked"
"Female-specific ornamentation predicts offspring quality in the striped plateau lizard, Sceloporus virgatus","['SL Weiss', 'EA Kennedy', 'JA Bernhard']",2009,Behavioral Ecology,"When females vary in reproductive quality, they may be selected to honestly signal that quality and males may be selected to express mate choice based on this variation. In the striped plateau lizard, females with larger and more saturated orange throat patches are of"
Sex differences in the genetic architecture of lifespan in a seed beetle: extreme inbreeding extends male lifespan,"['T Bilde', 'AA Maklakov', 'K Meisner']",2009,BMC …,Sex differences in lifespan are ubiquitous throughout the animal kingdom but the causes underlying this phenomenon remain poorly understood. Several explanations based on asymmetrical inheritance patterns (sex chromosomes or mitochondrial DNA) have been
Sex-specific physiology and its implications for the cost of reproduction,"['AL Case', 'TL Ashman']",2005,Reproductive allocation in plants,Publisher Summary This chapter discusses the implications of sex-specific physiology to the cost of sexual reproduction in plants. It begins by describing various dimorphic sexual systems and why they might be useful for linking physiological process to reproductive
Female gigantism in a New Guinea population of the spider Nephila maculata,['L Higgins'],2002,Oikos,"In many arthropods, female clutch size is positively correlated with female size but the benefits of increased size are presumed to be counterbalanced by the mortality risks incurred through delayed maturation. The orb‐weaving spiders of the genus Nephila are"
Alternative reproductive tactics and the evolution of alternative allocation phenotypes,"['HJ Brockmann', 'M Taborsky']",2008,Alternative reproductive tactics. Cambridge …,Alternative reproductive tactics (ARTs) are part of a much larger class of alternative phenotypes that include sex allocation and alternative life histories. We examine the evolution of ARTs by drawing on the much larger base of theory from sex-allocation and life
Sex-specific responses to climate change in plants alter population sex ratio and performance,"['WK Petry', 'JD Soule', 'AM Iler', 'A Chicas-Mosier']",2016,…,"Males and females are ecologically distinct in many species, but whether responses to climate change are sex-specific is unknown. We document sex-specific responses to climate change in the plant Valeriana edulis (valerian) over four decades and across its 1800-meter"
Sexual size dimorphism in Orthoptera (sens. Str.): a review,"['A Hochkirch', 'J Gröning']",2008,Journal of Orthoptera Research,"Sexual size dimorphism (SSD) is a common phenomenon in animal taxa. While males are the larger sex in many birds and mammals, female-biased SSD predominates among insects, including Orthoptera. We analyzed size differences of 1503 Orthoptera species"
On the correlation between mating success and offspring quality in Drosophila melanogaster,"['CE Taylor', 'AD Pereda', 'JA Ferrari']",1987,The American Naturalist,We measured the correlation between mating success and other components of fitness by using isogenic strains of Drosophila melanogaster. The strains were not inbred and comprised a more or less random sample of the genotypes in a natural population. No
"Repeatable female preferences, mating order and mating success in the poeciliid fish, Heterandria formosa","['AS Aspbury', 'AL Basolo']",2002,Behavioral Ecology and Sociobiology,"Sexual selection via female choice can afford preferred males comparably higher mating success than those males that lack preferred traits. In addition, many models of sexual selection assume that both male traits and female preferences are heritable. In this study we"
"Mate recognition in tungr frogs: a review of some studies of brain, behavior, and evolution","['MJ Ryan', 'AS Rand']",2003,Dong wu xue bao.[Acta Zoologica Sinica],"Animal communication systems have been a focus of studies in species recognition, sexual selection, and neuroethology. We and our colleagues have conducted a variety of studies of sexual communication in the tungara frog (Physalae mus pustulosus), and we review some"
Human marriage systems and sexual dimorphism in stature,"['SJC Gaulin', 'JS Boster']",1992,American journal of physical …,"Contemporary populations of Homo sapiens are sexually dimorphic on a variety of traits. In terms of stature, men are reliably between 4% and 10% taller than women in well-sampled human populations. Are cross-cultural differences in the magnitude of sexual dimorphism"
"Cuticular hydrocarbons influence female attractiveness to males in the Australian field cricket, Teleogryllus oceanicus","['ML Thomas', 'LW Simmons']",2010,Journal of evolutionary biology,"Sexual dimorphism is thought to result from directional sexual selection acting on male signal traits, with female signal traits given little, if any, attention. Here, we examine male mating preferences in the Australian field cricket, Teleogryllus oceanicus. Using a"
Sexual ornament size and breeding performance in female and male European Shags Phalacrocorax aristotelis,"['F Daunt', 'P Monaghan', 'S Wanless', 'MP Harris']",2003,Ibis,"Research into sexual selection and animal ornamentation has been largely directed at males in sexually dimorphic species. In contrast, there is relatively little empirical information on female ornamentation. Using the European Shag Phalacrocorax aristotelis, a species in"
A multivariate statistical analysis of direct and correlated response to selection in the rat,"['WR Atchley', 'JJ Rutledge', 'DE Cowley']",1982,Evolution,This paper demonstrates a pronounced asymmetry in the correlated response of a suite of 17 skull and jaw traits to directional selection for 3-9 week weight gain in the rat. These results parallel those for direct response to selection where the upselected replicates show
The quantitative genetics of sexual dimorphism,['TR Meagher'],1999,Gender and sexual dimorphism in flowering plants,"Quantitative differences between male and female plants have been found for a wide range of characters (Lloyd and Webb 1977). In order to elucidate the underlying evolutionary properties of such characters, quantitative genetic approaches are useful because they"
"Back to the future: genetic correlations, adaptation and speciation","['S Via', 'DJ Hawthorne']",2005,Genetics of Adaptation,"Genetic correlations can affect the course of phenotypic evolution. Although genetic correlations among traits are a common feature of quantitative genetic analyses, they have played a very minor role in recent linkage-map based analyses of the genetic architecture of"
We can't all be supermodels: the value of comparative transcriptomics to the study of non‐model insects,"['SJ Oppenheim', 'RH Baker', 'S Simon']",2015,Insect molecular …,Insects are the most diverse group of organisms on the planet. Variation in gene expression lies at the heart of this biodiversity and recent advances in sequencing technology have spawned a revolution in researchers' ability to survey tissue‐specific transcriptional
The significance of horns and other male secondary sexual characters in female bovids,['RD Estes'],1991,Applied Animal Behaviour Science,"A new model for the evolution of horns in female bovids postulates that females mimic male secondary sexual characters to buffer their male offspring against the aggression of dominant males, thereby prolonging the presence of their sons in the natal herd and home"
