title,author,pub_year,counts
Measuring morphological integration using eigenvalue variance,"['M Pavlicev', 'JM Cheverud', 'GP Wagner']",2009.0,1
Measuring natural selection on genotypes and phenotypes in the wild,"['CR Linnen', 'HE Hoekstra']",2009.0,1
Meta-analysis and the comparative phylogenetic method,['MJ Lajeunesse'],2009.0,1
Modeling body size evolution in Felidae under alternative phylogenetic hypotheses,"['JAF Diniz-Filho', 'JC Nabout']",2009.0,1
"Monomorphism, male-male competition, and mechanisms of sexual dimorphism",['RR Lawler'],2009.0,1
Morphological and genetic analysis of Galaxias 'southern' and G. gollumoides: interspecific differentiation and intraspecific structuring,"['SK Crow', 'JM Waters', 'GP Closs']",2009.0,1
Multidimensional convergence stability,['O Leimar'],2009.0,1
Multivariate quantitative genetics of anthropometric traits from the Boas data,"['LW Konigsberg', 'SD Ousley']",2009.0,1
Más allá de la Selección Natural,['C Sarmiento'],2009.0,1
Nonrandom factors in modern human morphological diversification: a study of craniofacial variation in southern South American populations,"['SI Perez', 'LR Monteiro']",2009.0,1
"Nucleotide Variation, Linkage Disequilibrium and Founder-Facilitated Speciation in Wild Populations of the Zebra Finch (Taeniopygia guttata)","['CN Balakrishnan', 'SV Edwards']",2009.0,1
"On the opportunity for sexual selection, the Bateman gradient and the maximum intensity of sexual selection",['AG Jones'],2009.0,1
Ontogenetic scaling and lithic systematics: method and application,['R Ioviţă'],2009.0,1
Optimal climbing speed explains the evolution of extreme sexual size dimorphism in spiders,"['J Moya‐Laraño', 'D Vinković', 'CM Allard']",2009.0,1
Optimization of gene expression by natural selection,"['T Bedford', 'DL Hartl']",2009.0,1
"Patrones ecológicos en poblaciones periféricas de un ave de ecosistemas subdesérticos, el camachuelo trompetero"" bucanetes githagineus""",['R Barrientos Yuste'],2009.0,1
"Patrones ecológicos en poblaciones periféricas de un ave de ecosistemas subdesérticos, el camachuelo trompetero"" bucanetes githagineus""","['RB Yuste', 'AB Alcón', 'FV Hernández']",2009.0,1
Plumage evolution in the oropendolas and caciques: different divergence rates in polygynous and monogamous taxa,"['JJ Price', 'LM Whalen']",2009.0,1
Punctuated equilibrium,"['SJ Gould', 'SJ Gould']",2009.0,1
Quantitative genetics and evolutionary inference in a phylogenetic context,['LJ Revell'],2009.0,1
"Quantitative genetics, pleiotropy, and morphological integration in the dentition of Papio hamadryas","['LJ Hlusko', 'MC Mahaney']",2009.0,1
"Quantitative genetics, version 3.0: where have we gone since 1987 and where are we headed?",['B Walsh'],2009.0,1
Rapid evolution of great kiskadees on Bermuda: an assessment of the ability of the island rule to predict the direction of contemporary evolution in exotic vertebrates,"['BA Mathys', 'JL Lockwood']",2009.0,1
Reappraising sexual coevolution and the sex roles,['R Bonduriansky'],2009.0,1
Reproductive skew and selection on female ornamentation in social species,"['DR Rubenstein', 'IJ Lovette']",2009.0,1
Seasonal changes in male and female bill knob size in the mute swan Cygnus olor,"['N Horrocks', 'C Perrins']",2009.0,1
Sex allocation,['S West'],2009.0,1
Sex differences in the genetic architecture of lifespan in a seed beetle: extreme inbreeding extends male lifespan,"['T Bilde', 'AA Maklakov', 'K Meisner']",2009.0,1
"Sex differences, sexual selection, and ageing: an experimental evolution approach","['AA Maklakov', 'R Bonduriansky']",2009.0,1
"Sex-specific splicing in Drosophila: widespread occurrence, tissue specificity and evolutionary conservation","['M Telonis-Scott', 'A Kopp', 'ML Wayne', 'SV Nuzhdin']",2009.0,1
Sexual selection and ecological generalism are correlated in antbirds,"['JA Tobias', 'N Seddon']",2009.0,1
Sexual selection in females,['T Clutton-Brock'],2009.0,1
Sexually antagonistic genetic variance for fitness in an ancestral and a novel environment,"['M Delcourt', 'MW Blows']",2009.0,1
"Sexually antagonistic selection, sexual dimorphism, and the resolution of intralocus sexual conflict","['RM Cox', 'R Calsbeek']",2009.0,1
Size‐correction and principal components for interspecific comparative studies,['LJ Revell'],2009.0,1
Size‐selective fishing gear and life history evolution in the Northeast Arctic cod,"['C Jørgensen', 'B Ernande', 'Ø Fiksen']",2009.0,1
"Snake venomics and antivenomics of Bothrops atrox venoms from Colombia and the Amazon regions of Brazil, Perú and Ecuador suggest the occurrence of …","['V Núñez', 'P Cid', 'L Sanz', 'P De La Torre', 'Y Angulo']",2009.0,1
Sniffing out patterns of sexual dimorphism in floral scent,['TL Ashman'],2009.0,1
Social fishes and single mothers: brain evolution in African cichlids,"['A Gonzalez-Voyer', 'S Winberg']",2009.0,1
Socioecological correlates of facial mobility in nonhuman anthropoids,['SD Dobson'],2009.0,1
Spontaneous mutation accumulation studies in evolutionary genetics,"['DL Halligan', 'PD Keightley']",2009.0,1
"Summary to the symposium issue: Primate fallback strategies as adaptive phenotypic plasticity—scale, pattern, and process",['JE Lambert'],2009.0,1
THE DIVERSITY AND EVOLUTION OF BATESIAN MIMICRY IN PAPILIO SWALLOWTAIL BUTTERFLIES,['K Kunte'],2009.0,1
Tackling the premature convergence problem in Monte-Carlo localization,"['G Kootstra', 'B De Boer']",2009.0,1
"Testosterone, growth and the evolution of sexual size dimorphism","['RM Cox', 'DS Stenquist']",2009.0,1
"The Illinois long-term selection experiment, related studies, and perspectives",['T Rocheford'],2009.0,1
The Joint Effects of Selection and Dominance on the QST − FST Contrast,"['AW Santure', 'J Wang']",2009.0,1
The allometric pattern of sexually size dimorphic feather ornaments and factors affecting allometry,"['JJ Cuervo', 'AP Møller']",2009.0,1
The dynamics of phenotypic change and the shrinking sheep of St. Kilda,"['A Ozgul', 'S Tuljapurkar', 'TG Benton']",2009.0,1
The evolution of body shape in response to habitat: is reproductive output reduced in flat lizards?,"['BA Goodman', 'SC Hudson', 'JL Isaac']",2009.0,1
The evolution of information suppression in communicating robots with conflicting interests,"['S Mitri', 'D Floreano', 'L Keller']",2009.0,1
The evolution of modularity in the mammalian skull I: morphological integration patterns and magnitudes,"['A Porto', 'FB de Oliveira', 'LT Shirai', 'V De Conto']",2009.0,1
The evolution of modularity in the mammalian skull II: evolutionary consequences,"['G Marroig', 'LT Shirai', 'A Porto', 'FB de Oliveira']",2009.0,1
The evolution of society,"['T Clutton-Brock', 'S West', 'F Ratnieks', 'R Foley']",2009.0,1
The genetics of quantitative traits: challenges and prospects,"['TFC Mackay', 'EA Stone', 'JF Ayroles']",2009.0,1
The impact of environmental heterogeneity on genetic architecture in a wild population of Soay sheep,"['MR Robinson', 'AJ Wilson', 'JG Pilkington']",2009.0,1
The meaning of Neandertal skeletal morphology,['TD Weaver'],2009.0,1
"The ontogenetic trajectory of the phenotypic covariance matrix, with examples from craniofacial shape in rats and humans","['P Mitteroecker', 'F Bookstein']",2009.0,1
The origin of Neandertals,['JJ Hublin'],2009.0,1
The role of ecological feedbacks in the evolution of host defence: what does theory tell us?,"['M Boots', 'A Best', 'MR Miller']",2009.0,1
Theoretical characterization of a model of aragonite crystal orientation in red abalone nacre,"['SN Coppersmith', 'P Gilbert']",2009.0,1
Timescale hierarchy determines the indirect effects of fluctuating subsidy inputs on in situ resources,"['G Takimoto', 'T Iwata', 'M Murakami']",2009.0,1
Use and misuse of the reduced major axis for line‐fitting,['RJ Smith'],2009.0,1
"Using phylogenetic, functional and trait diversity to understand patterns of plant community productivity","['MW Cadotte', 'J Cavender-Bares', 'D Tilman', 'TH Oakley']",2009.0,1
WATER STRESS ALTERS THE GENETIC ARCHITECTURE OF FUNCTIONAL TRAITS ASSOCIATED WITH DROUGHT ADAPTATION IN AVENA BARBATA,"['ME Sherrard', 'H Maherali']",2009.0,1
Why are females ornamented? A test of the courtship stimulation and courtship rejection hypotheses,"['R Chan', 'D Stuart-Fox', 'TS Jessop']",2009.0,1
КОЭВОЛЮЦИЯ ДОМЕНОВ КЛЮЧЕВЫХ БЕЛКОВ АПОПТОЗА P53 И MDM2,['CС Пинтус'],2009.0,1
4000 years of phenotypic change in an island bird: heterogeneity of selection over three microevolutionary timescales,"['SM Clegg', 'FD Frentiu', 'J Kikkawa']",2008.0,1
A Bayesian framework for comparative quantitative genetics,"['O Ovaskainen', 'JM Cano']",2008.0,1
A longitudinal twin study of fears from middle childhood to early adulthood: evidence for a developmentally dynamic genome,"['KS Kendler', 'CO Gardner', 'P Annas']",2008.0,1
A test of the differential-plasticity hypothesis for variation in the degree of sexual dimorphism in Silene latifolia,"['LF Delph', 'DL Bell']",2008.0,1
Accelerated evolutionary rates in tropical and oceanic parmelioid lichens (Ascomycota),"['HT Lumbsch', 'AL Hipp', 'PK Divakar', 'O Blanco']",2008.0,1
"Adaptation to slow environmental change, with apparent anticipation of selection","['M Sato', 'D Waxman']",2008.0,1
"Adaptation, migration or extirpation: climate change outcomes for tree populations","['SN Aitken', 'S Yeaman', 'JA Holliday']",2008.0,1
"Adaptive Differentiation of Quantitative Traits in the Globally Distributed Weed, Wild Radish (Raphanus raphanistrum)","['HF Sahli', 'JK Conner', 'FH Shaw', 'S Howe', 'A Lale']",2008.0,1
Adaptive topography of fluctuating selection in a Mendelian population,['R Lande'],2008.0,1
Alternative reproductive tactics and the evolution of alternative allocation phenotypes,"['HJ Brockmann', 'M Taborsky']",2008.0,1
An ecological twist on the morphology–performance–fitness axis,['R Calsbeek'],2008.0,1
Analysis of comparative data with hierarchical autocorrelation,['C Ané'],2008.0,1
Analyzing data with graphs: Metagenomic data and the phylogenetic tree,['E Purdom'],2008.0,1
Basal metabolic rate of aged mice is affected by random genetic drift but not by selective breeding for high early-age locomotor activity or chronic wheel access,"['SL Kane', 'T Garland Jr']",2008.0,1
"Biomechanics of the bat limb skeleton: scaling, material properties and mechanics","['SM Swartz', 'KM Middleton']",2008.0,1
Building trees of algae: some advances in phylogenetic and evolutionary analysis,"['H Verbruggen', 'EC Theriot']",2008.0,1
Character convergence under competition for nutritionally essential resources,"['JW Fox', 'DA Vasseur']",2008.0,1
Comparative studies of quantitative trait and neutral marker divergence: a meta‐analysis,"['T Leinonen', ""RB O'HARA"", 'JM Cano']",2008.0,1
Comparing Complex Fitness Surfaces: Among‐Population Variation in Mutual Sexual Selection in Drosophila serrata,"['HD Rundle', 'SF Chenoweth']",2008.0,1
Comparison of female reproductive traits and progeny of first-generation hatchery and wild upper Yakima River spring Chinook salmon,"['CM Knudsen', 'SL Schroder', 'C Busack']",2008.0,1
Competition between cryptic species explains variations in rates of lineage evolution,"['S Alizon', 'M Kucera']",2008.0,1
Condition dependence of sexually dimorphic colouration and longevity in the ambush bug Phymata americana,"['D Punzalan', 'M Cooray', 'F Helen Rodd']",2008.0,1
"Contrasting sexual selection on males and females in a role‐reversed swarming dance fly, Rhamphomyia longicauda Loew (Diptera: Empididae)","['LF Bussière', 'DT Gwynne']",2008.0,1
Convergence in a mechanically complex phenotype: detecting structural adaptations for crushing in cichlid fish,"['CD Hulsey', 'RJ Roberts', 'ASP Lin']",2008.0,1
Daisyworld: A review,"['AJ Wood', 'GJ Ackland', 'JG Dyke']",2008.0,1
Darwin in the fossils,['AP Hendry'],2008.0,1
Detritivory: stoichiometry of a neglected trophic level,"['HM Martinson', 'K Schneider', 'J Gilbert', 'JE Hines']",2008.0,1
"Differences in the selection response of serially repeated color pattern characters: standing variation, development, and evolution","['CE Allen', 'P Beldade', 'BJ Zwaan']",2008.0,1
Distinguishing drift and selection empirically:“the great snail debate” of the 1950s,['RL Millstein'],2008.0,1
Diversification on islands: bulimulid land snails of Galápagos,['C Parent'],2008.0,1
EVOLUTION OF BODY SIZE IN THE MAP TURTLES AND SAWBACKS (EMYDIDAE: DEIROCHELYINAE: GRAPTEMYS),['PV Lindeman'],2008.0,1
EVOLUTIONARY DYNAMICS OF A SEXUAL ORNAMENT IN THE HOUSE SPARROW (PASSER DOMESTICUS): THE ROLE OF INDIRECT SELECTION WITHIN …,"['H Jensen', 'I Steinsland', 'TH Ringsby']",2008.0,1
Effects of spontaneous mutation accumulation on sex ratio traits in a parasitoid wasp,"['BA Pannebakker', 'DL Halligan']",2008.0,1
Ernst Mayr and the integration of geographic and ecological factors in speciation,['P Nosil'],2008.0,1
Estimating evolutionary parameters when viability selection is operating,['JD Hadfield'],2008.0,1
Estimating nonlinear selection gradients using quadratic regression coefficients: double or nothing?,"['JR Stinchcombe', 'AF Agrawal']",2008.0,1
Estimation of quantitative genetic parameters,['R Thompson'],2008.0,1
Evidence and evolution: The logic behind the science,['E Sober'],2008.0,1
"Evolución morfológica asociada al proceso de divergencia entre especies: el cluster Drosophila buzzatii (Diptera, Drosophilidae)",['IM Soto'],2008.0,1
Evolution of evolvability in a developmental model,"['J Draghi', 'GP Wagner']",2008.0,1
Evolution of specialization in resource utilization in structured metapopulations,"['T Nurmi', 'S Geritz', 'K Parvinen']",2008.0,1
Evolution of the genomic rate of recombination in mammals,"['BL Dumont', 'BA Payseur']",2008.0,1
Evolutionary Dynamics as a Component of Stage‐Structured Matrix Models: An Example Using Trillium grandiflorum,"['TM Knight', 'M Barfield', 'RD Holt']",2008.0,1
Evolutionary consequences of fishing and their implications for salmon,"['JJ Hard', 'MR Gross', 'M Heino', 'R Hilborn']",2008.0,1
Evolutionary genetics of ageing in the wild: empirical patterns and future perspectives,"['AJ Wilson', 'A Charmantier', 'JD Hadfield']",2008.0,1
Evolutionary origins of invasive populations,"['CE Lee', 'GW Gelembiuk']",2008.0,1
Evolutionary quantitative genetics,['B Walsh'],2008.0,1
Experimentally replicated disruptive selection on performance traits in a Caribbean lizard,"['R Calsbeek', 'TB Smith']",2008.0,1
Female coloration indicates female reproductive capacity in blue tits,"['C Doutrelant', 'A Grégoire', 'N Grnac']",2008.0,1
Female secondary coloration in the Mexican boulder spiny lizard is associated with nematode load,"['RM Calisi', 'JH Malone', 'DK Hews']",2008.0,1
Fitness of hatchery‐reared salmonids in the wild,"['H Araki', 'BA Berejikian', 'MJ Ford']",2008.0,1
Genetic analysis of female preference functions as function-valued traits,"['K McGuigan', 'A Van Homrigh']",2008.0,1
Genetic constraints and the evolution of display trait sexual dimorphism by natural and sexual selection,"['SF Chenoweth', 'HD Rundle']",2008.0,1
Genetic variation in pleiotropy: differential epistasis as a source of variation in the allometric relationship between long bone lengths and body weight,"['M Pavlicev', 'JP Kenney‐Hunt']",2008.0,1
Gradual or pulsed evolution: when should punctuational explanations be preferred?,['G Hunt'],2008.0,1
Gradual ordering in red abalone nacre,"['P Gilbert', 'RA Metzler', 'D Zhou', 'A Scholl']",2008.0,1
Habitat-dependent reduction of sexual dimorphism in geometric body shape of Haida Gwaii threespine stickleback,"['MA Spoljaric', 'TE Reimchen']",2008.0,1
Head shape allometry and proximate causes of head sexual dimorphism in Podarcis lizards: joining linear and geometric morphometrics,"['A Kaliontzopoulou', 'MA Carretero']",2008.0,1
Heritability in the genomics era—concepts and misconceptions,"['PM Visscher', 'WG Hill', 'NR Wray']",2008.0,1
Histoire évolutive de deux traits fonctionnels de plantes,['M Bernard-Verdier'],2008.0,1
Horns honestly advertise parasite infection in male and female African buffalo,"['VO Ezenwa', 'AE Jolles']",2008.0,1
How repeatable is adaptive evolution? The role of geographical origin and founder effects in laboratory adaptation,"['P Simões', 'J Santos', 'I Fragata']",2008.0,1
Human skeletal variation in the New World during the Holocene: Effects of climate and subsistence across geography and time-Part I,['BM Auerbach'],2008.0,1
Hypothesis testing in comparative and experimental studies of function‐valued traits,"['CK Griswold', 'R Gomulkiewicz', 'N Heckman']",2008.0,1
Informative content of multiple plumage-coloured traits in female and male European Rollers,"['N Silva', 'JM Avilés', 'E Danchin', 'D Parejo']",2008.0,1
Innate responses to male sexual harassment in female mosquitofish,"['M Dadda', 'A Pilastro', 'A Bisazza']",2008.0,1
Interplay between ecological communities and evolution: review of feedbacks from microevolutionary to macroevolutionary scales,"['JR Haloin', 'SY Strauss']",2008.0,1
Is Territory Defence related to Plumage Ornaments in the King Penguin Aptenodytes patagonicus?,"['VM Viera', 'PM Nolan', 'SD Coˆte', 'P Jouventin']",2008.0,1
Is evolutionary psychology a metatheory for psychology? A discussion of four major issues in psychology from an evolutionary developmental perspective,"['A Ploeger', 'HLJ van der Maas']",2008.0,1
"Lack of Assortative Mating for Tail, Body Size, or Condition in the Elaborate Monomorphic Turquoise-Browed Motmot (Eumomota Superciliosa)",['TG Murphy'],2008.0,1
Limits to local adaptation in six populations of the annual plant Diodia teres,"['J Hereford', 'AA Winn']",2008.0,1
Mate choice and courtship signal differentiation promotes speciation in an Amazonian frog,"['MA Guerra', 'SR Ron']",2008.0,1
Microevolutionary support for a developmental hourglass: gene expression patterns shape sequence variation and divergence in Drosophila,"['T Cruickshank', 'MJ Wade']",2008.0,1
Morphological integration and developmental modularity,['CP Klingenberg'],2008.0,1
Morphometrics of the avian small intestine compared with that of nonflying mammals: a phylogenetic approach,"['SR Lavin', 'WH Karasov', 'AR Ives']",2008.0,1
Multivariate exponential power distributions as mixtures of normal distributions with Bayesian applications,['E Gómez-Sánchez-Manzano'],2008.0,1
Natural selection drives patterns of lake–stream divergence in stickleback foraging morphology,"['D Berner', 'DC Adams', 'AC Grandchamp']",2008.0,1
Neuroendocrine control of life histories: what do we need to know to understand the evolution of phenotypic plasticity?,['CKM Lessells'],2008.0,1
No fecundity cost of female secondary sexual trait expression in the horned beetle Onthophagus sagittarius,"['LW Simmons', 'DJ Emlen']",2008.0,1
Novelty and “homology-free” morphometrics: what's in a name?,['CP Klingenberg'],2008.0,1
On the adaptive accuracy of directional asymmetry in insect wing size,"['C Pélabon', 'TF Hansen']",2008.0,1
On the analysis of evolutionary change along single branches in a phylogeny,['LJ Revell'],2008.0,1
On the evolution of specialization with a mechanistic underpinning in structured metapopulations,"['T Nurmi', 'K Parvinen']",2008.0,1
"Operational sex ratio, sexual conflict and the intensity of sexual selection","['PS Fitze', 'JF Le Galliard']",2008.0,1
Patterns of biodiversity and limits to adaptation in time and space,"['JR Bridle', 'J Polechová', 'TH Vines']",2008.0,1
Phenotypic plasticity in a conspicuous female plumage trait: information content and mating patterns,"['G Hegyi', 'B Rosivall', 'E Szöllősi', 'R Hargitai', 'M Eens']",2008.0,1
Phylogenetic inheritance of genetic variability produced by neutral models of evolution,"['J José', 'WJP Villanueva', 'FJV Zuben', 'JAF Diniz Filho']",2008.0,1
"Phylogenetic signal, evolutionary process, and rate","['LJ Revell', 'LJ Harmon', 'DC Collar']",2008.0,1
Phylogeny of the Beaked Whale Genus Mesoplodon (Ziphiidae: Cetacea) Revealed by Nuclear Introns: Implications for the Evolution of Male Tusks,"['ML Dalebout', 'D Steel', 'CS Baker']",2008.0,1
Phytophagous insect–microbe mutualisms and adaptive evolutionary diversification,"['EM Janson', 'JO Stireman III', 'MS Singer']",2008.0,1
Pleiotropic constraint hampers the resolution of sexual antagonism in vertebrate gene expression,"['JE Mank', 'L Hultin-Rosenberg']",2008.0,1
Population bottlenecks increase additive genetic variance but do not break a selection limit in rain forest Drosophila,"['B Van Heerwaarden', 'Y Willi', 'TN Kristensen']",2008.0,1
Population differences in condition-dependent sexual selection may promote divergence in non-sexual traits,['KS Pfennig'],2008.0,1
Postcopulatory fertilization bias as a form of cryptic sexual selection,"['R Calsbeek', 'C Bonneaud']",2008.0,1
Potential constraints on evolution: sexual dimorphism and the problem of protandry in the butterfly Bicyclus anynana,"['BJ Zwaan', 'WG Zijlstra', 'M Keller', 'J Pijpe']",2008.0,1
Predictability of phenotypic differentiation across flow regimes in fishes,['RB Langerhans'],2008.0,1
Predictable patterns of disruptive selection in stickleback in postglacial lakes,"['DI Bolnick', 'OL Lau']",2008.0,1
Q             ST            MEETS THE G MATRIX: THE DIMENSIONALITY OF ADAPTIVE DIVERGENCE IN MULTIPLE CORRELATED QUANTITATIVE TRAITS,"['SF Chenoweth', 'MW Blows']",2008.0,1
Quantitative genetic models of sexual selection by male choice,['W Nakahashi'],2008.0,1
Quantitative genetics and sex-specific selection on sexually dimorphic traits in bighorn sheep,"['J Poissant', 'AJ Wilson']",2008.0,1
Rapid divergence of genetic variance-covariance matrix within a natural population,"['A Doroszuk', 'MW Wojewodzic', 'G Gort']",2008.0,1
Relating traits to diversification: a simple test,"['RP Freckleton', 'AB Phillimore']",2008.0,1
SEXUAL DIMORPHISM IS ASSOCIATED WITH POPULATION FITNESS IN THE SEED BEETLE CALLOSOBRUCHUS MACULATUS,"['DJ Rankin', 'G Arnqvist']",2008.0,1
Selection for character displacement is constrained by the genetic architecture of floral traits in the ivyleaf morning glory,"['RA Smith', 'MD Rausher']",2008.0,1
Sex-specific genetic architecture of human disease,"['C Ober', 'DA Loisel', 'Y Gilad']",2008.0,1
"Sexual dimorphism and the genetic potential for evolution of sex allocation in the gynodioecious plant, Schiedea salicaria","['AK Sakai', 'SG Weller', 'TM Culley']",2008.0,1
Sexual selection on aggressiveness in females: evidence from an experimental test with tree swallows,['KA Rosvall'],2008.0,1
"Sexual selection, sexual conflict and the evolution of ageing and life span","['R Bonduriansky', 'A Maklakov', 'F Zajitschek']",2008.0,1
Sexual size dimorphism in Orthoptera (sens. Str.): a review,"['A Hochkirch', 'J Gröning']",2008.0,1
Sexy sons and sexy daughters: the influence of parents' facial characteristics on offspring,"['RE Cornwell', 'DI Perrett']",2008.0,1
"Size, temperature, and fitness: three rules","['JG Kingsolver', 'RB Huey']",2008.0,1
Specificity in pollination and consequences for postmating reproductive isolation in deceptive Mediterranean orchids,"['S Cozzolino', 'G Scopece']",2008.0,1
Stability of genetic variance and covariance for reproductive characters in the face of climate change in a wild bird population,"['D Garant', 'JD Hadfield', 'LEB Kruuk']",2008.0,1
Technique and application in dental anthropology,"['JD Irish', 'GC Nelson']",2008.0,1
Testing for phylogenetic signal in phenotypic traits: new matrices of phylogenetic proximities,"['S Pavoine', 'S Ollier', 'D Pontier', 'D Chessel']",2008.0,1
Testing the rare-alleles model of quantitative variation by artificial selection,['JK Kelly'],2008.0,1
The anomalous effects of biased mutation revisited: Mean–optimum deviation and apparent directional selection under stabilizing selection,"['XS Zhang', 'WG Hill']",2008.0,1
The cheek plumage patch is an amplifier of dominance in great tits,"['I Galván', 'JJ Sanz']",2008.0,1
The distribution of beneficial and fixed mutation fitness effects close to an optimum,"['G Martin', 'T Lenormand']",2008.0,1
The evolutionary role of modularity and integration in the hominoid cranium,"['P Mitteroecker', 'F Bookstein']",2008.0,1
The genesis of cartilage size and shape during development and evolution,"['BF Eames', 'RA Schneider']",2008.0,1
"The joint effects of kin, multilevel selection and indirect genetic effects on response to genetic selection","['P Bijma', 'MJ Wade']",2008.0,1
The mechanistic basis of a large male mating advantage in two freshwater amphipod species,['RD Cothran'],2008.0,1
The mouse skull as a source of morphometric data for phylogeny inference,['M Macholán'],2008.0,1
The peopling of America: craniofacial shape variation on a continental scale and its interpretation from an interdisciplinary view,"['R González‐José', 'MC Bortolini']",2008.0,1
The quantitative genetics of sex differences in parenting,"['CA Walling', 'CE Stamper']",2008.0,1
The rise and fall of the adaptive landscape?,['A Plutynski'],2008.0,1
"The stasis and possible patterns of selection in evolution of a group of related species from the bat genus Myotis (Chiroptera, Vespertilionidae)",['I Dzeverin'],2008.0,1
The tempo and mode of three-dimensional morphological evolution in male reproductive structures,"['MA McPeek', 'L Shen', 'JZ Torrey']",2008.0,1
Ventral colour polymorphism correlates with alternative behavioural patterns in female common lizards (Lacerta vivipara),"['E Vercken', 'J Clobert']",2008.0,1
Многомерный анализ биологических данных,"['ВМ Ефимов', 'ВЮ Ковалева']",2008.0,1
イチモンジセセリ Parnara guttata guttata の卵サイズおよびその表現型可塑性の変異に関する研究,['世古智一'],2008.0,1
""" Section of Evolution and Ecology, University of California, Davis, CA 95616, USA* E-mail: dccollarQucdavis edu"" E-mail: pcwainwrightQucdavis edu","['DAC CoLLAR', 'PC WAINwRior']",2007.0,1
A centennial celebration for quantitative genetics,['DA Roff'],2007.0,1
A fitness based analysis of Daisyworld,"['AJ Wood', 'JB Coe']",2007.0,1
A framework for determining the fitness consequences of antipredator behavior,"['BC Ajie', 'LM Pintor', 'J Watters', 'JL Kerby']",2007.0,1
A general model of functional constraints on phenotypic evolution,['JA Walker'],2007.0,1
A tale of two matrices: multivariate approaches in evolutionary biology,['MW Blows'],2007.0,1
"Adaptive divergence within and between ecotypes of the terrestrial garter snake, Thamnophis elegans, assessed with FST‐QST comparisons","['MK Manier', 'CM Seyler', 'SJ Arnold']",2007.0,1
Adult locomotory activity mediates intralocus sexual conflict in a laboratory-adapted population of Drosophila melanogaster,"['TAF Long', 'WR Rice']",2007.0,1
An evolutionary cost of separate genders revealed by male-limited evolution,"['NG Prasad', 'S Bedhomme', 'T Day']",2007.0,1
Analysis of litter size and average litter weight in pigs using a recursive model,"['L Varona', 'D Sorensen', 'R Thompson']",2007.0,1
Applying population‐genetic models in theoretical evolutionary epidemiology,"['T Day', 'S Gandon']",2007.0,1
Behavioural syndromes differ predictably between 12 populations of three‐spined stickleback,"['NJ Dingemanse', 'J Wright', 'AJN Kazem']",2007.0,1
Biological structure and health implications from tooth size at Mission San Luis de Apalachee,"['CM Stojanowski', 'CS Larsen', 'TA Tung']",2007.0,1
Can sexual dimorphism and body shape be altered in Nile tilapia (Oreochromis niloticus) by genetic means?,"['NH Nguyen', 'HL Khaw', 'RW Ponzoni', 'A Hamzah']",2007.0,1
Changed environmental conditions weaken sexual selection in sticklebacks,"['U Candolin', 'T Salesto', 'M Evers']",2007.0,1
Characteristics of brown trout males influence growth and survival of their offspring,"['E Petersson', 'T Järvi']",2007.0,1
Competition can maintain genetic but not environmental variance in the presence of stabilizing selection,"['XS Zhang', 'WG Hill']",2007.0,1
Constraints and reinforcement on adaptation under climate change: selection of genetically correlated traits,"['JJ Hellmann', 'M Pineda-Krch']",2007.0,1
"Correlated responses to artificial body size selection in growth, development, phenotypic plasticity and juvenile viability in yellow dung flies","['Y Teuschl', 'C Reim']",2007.0,1
Development and Applications of Neutral Models for Evolution of Gene Expression,['M Roßkopf'],2007.0,1
Differential admixture shapes morphological variation among invasive populations of the lizard Anolis sagrei,"['JJ Kolbe', 'A Larson', 'JB Losos']",2007.0,1
Ecological correlates of extra-group paternity in mammals,"['K Isvaran', 'T Clutton-Brock']",2007.0,1
Eco‐evolutionary dynamics of communities and ecosystems,"['GF Fussmann', 'M Loreau', 'PA Abrams']",2007.0,1
Effective size of fluctuating populations with two sexes and overlapping generations,"['S Engen', 'TH Ringsby', 'BE Sæther', 'R Lande']",2007.0,1
Effects of migration on the genetic covariance matrix,"['F Guillaume', 'MC Whitlock']",2007.0,1
Egg Colour Covaries with Female Expression of a Male Ornament in the Spotless Starling (Sturnus unicolor),"['I López‐Rull', 'P Celis', 'D Gil']",2007.0,1
Evaluating performance costs of sexually selected traits,"['CE Oufiero', 'T Garland']",2007.0,1
Evolution of discrete populations and the canonical diffusion of adaptive dynamics,"['N Champagnat', 'A Lambert']",2007.0,1
Evolution of morphological and functional diversity in centrarchid fishes,['DC Collar'],2007.0,1
Evolutionary Cognitive Science: Constraints and Unification,['FO de Carvalho'],2007.0,1
Evolutionary game theory and adaptive dynamics of continuous traits,"['BJ McGill', 'JS Brown']",2007.0,1
"Female ornaments in the Pied Flycatcher  Ficedula hypoleuca: associations with age, health and reproductive success","['J Morales', 'J Moreno', 'S Merino', 'JJ Sanz', 'G TomAS']",2007.0,1
Fiery red heads: female dominance among head color morphs in the Gouldian finch,['SR Pryke'],2007.0,1
Function of weaponry in females: the use of horns in intrasexual competition for resources in female Soay sheep,"['MR Robinson', 'LEB Kruuk']",2007.0,1
Functional significance of an unusual chela dimorphism in a marine decapod: specialization as a weapon?,"['T Claverie', 'IP Smith']",2007.0,1
Genetic Impact of a Severe El Niño Event on Galápagos Marine Iguanas (Amblyrhynchus cristatus),"['S Steinfartz', 'S Glaberman', 'D Lanterbecq', 'C Marquez']",2007.0,1
Genetic correlations between mandibular molar cusp areas in baboons,"['LJ Hlusko', 'N Do', 'MC Mahaney']",2007.0,1
